X0,Y0,Y1,Y2
0.00000,242.000,0.000,0
0.17094,255.000,0.000,0
0.34188,255.000,0.000,0
0.51282,255.000,0.000,0
0.68376,255.000,0.000,0
0.85470,255.000,27.404,0
1.02564,255.000,31.000,0
1.19658,255.000,26.097,0
1.36752,255.000,39.219,0
1.53846,255.000,65.438,0
1.70940,253.346,104.000,0
1.88034,255.000,115.974,0
2.05128,218.333,201.222,0
2.22222,131.522,244.306,0
2.39316,75.556,255.000,0
2.56410,26.007,255.000,0
2.73504,0.000,253.503,0
2.90598,0.000,252.434,0
3.07692,0.000,255.000,0
3.24786,0.000,255.000,0
3.41880,0.000,255.000,0
3.58974,0.000,246.493,0
3.76068,0.000,248.284,0
3.93162,0.000,234.194,0
4.10256,0.000,207.306,0
4.27350,0.000,156.807,0
4.44444,0.000,134.691,0
4.61538,0.000,141.375,0
4.78632,0.000,141.083,0
4.95726,0.000,148.717,0
5.12821,0.000,146.333,0
5.29915,0.000,144.617,0
5.47009,0.000,207.410,0
5.64103,0.000,237.632,0
5.81197,0.000,178.580,0
5.98291,0.000,145.663,0
6.15385,0.000,118.750,0
