X0,Y0,Y1,Y2
0.00000,93.000,183.0000,0
0.16949,95.630,186.5750,0
0.33898,103.565,185.9250,0
0.50847,116.933,196.8625,0
0.67797,138.060,209.4400,0
0.84746,179.625,201.7500,0
1.01695,238.050,180.1900,0
1.18644,254.730,161.3400,0
1.35593,255.000,151.6800,0
1.52542,253.160,140.7225,0
1.69492,255.000,142.6250,0
1.86441,253.890,140.8600,0
2.03390,254.480,141.3300,0
2.20339,255.000,133.8425,0
2.37288,255.000,134.2650,0
2.54237,255.000,141.3125,0
2.71186,255.000,127.5600,0
2.88136,255.000,126.8725,0
3.05085,255.000,130.0500,0
3.22034,255.000,133.6425,0
3.38983,255.000,147.7500,0
