 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms584(a1-b4)-1.tif:0001-0607-0688:1,1.178,115.763,99.661,1.864,6.441,73.856,6.705
2,ms584(a1-b4)-1.tif:0001-0239-0242:1,0.804,40.169,38.475,1.864,4.237,66.251,4.629
3,ms584(a1-b4)-1.tif:0001-0161-0239:1,0.804,40.169,25.085,0.678,4.576,98.427,4.626
4,ms584(a1-b4)-1.tif:0001-0229-0546:1,1.178,89.322,37.797,6.441,2.034,17.526,6.754
5,ms584(a1-b4)-1.tif:0001-0457-0665:1,0.575,112.712,75.932,0.169,3.220,-86.987,3.225
6,ms584(a1-b4)-1.tif:0001-0401-0649:1,0.689,108.983,66.271,2.034,3.390,-59.036,3.953
7,ms584(a1-b4)-1.tif:0001-0772-0809:1,1.034,136.441,127.966,1.525,5.763,-75.174,5.961
8,ms584(a1-b4)-1.tif:0001-0747-0930:1,1.092,155.254,124.576,4.746,4.068,-40.601,6.251
9,ms584(a1-b4)-1.tif:0001-0780-0965:1,0.747,162.203,130.678,2.881,3.220,-48.180,4.321
10,ms584(a1-b4)-1.tif:0001-0710-0704:1,0.977,118.136,117.797,2.373,5.085,-64.983,5.611
11,ms584(a1-b4)-1.tif:0001-0661-0677:1,0.575,114.068,110.678,1.525,2.881,-62.103,3.260
12,ms584(a1-b4)-1.tif:0001-0761-0566:1,0.632,95.424,127.288,1.186,3.390,109.290,3.591
13,ms584(a1-b4)-1.tif:0001-0090-0719:1,1.063,121.864,12.203,0.000,6.102,-90.000,6.102
14,ms584(a1-b4)-1.tif:0001-0154-1178:1,0.431,199.661,24.915,0.000,2.373,-90.000,2.373
15,ms584(a1-b4)-1.tif:0001-0410-0376:1,0.718,63.559,67.627,0.508,3.898,82.875,3.995
16,ms584(a1-b4)-1.tif:0001-0460-0362:1,0.862,60.508,75.763,1.864,4.576,67.834,4.973
17,ms584(a1-b4)-1.tif:0001-0462-0212:1,0.517,35.593,76.949,0.847,2.712,104.036,2.825
18,ms584(a1-b4)-1.tif:0001-0499-0319:1,0.345,54.068,83.729,0.169,1.864,-84.289,1.811
19,ms584(a1-b4)-1.tif:0001-0134-0282:1,0.517,46.610,22.203,2.542,1.186,25.017,2.834
20,ms584(a1-b4)-1.tif:0001-0129-0082:1,1.120,13.559,18.814,0.847,6.271,96.170,6.377
21,ms584(a1-b4)-1.tif:0001-0032-0077:1,0.575,11.695,4.576,2.712,1.864,-34.509,3.259
22,ms584(a1-b4)-1.tif:0001-0193-0088:1,0.603,14.915,31.017,0.169,3.390,-92.862,3.397
23,ms584(a1-b4)-1.tif:0001-0348-0176:1,0.460,29.153,58.136,1.525,1.864,-50.711,2.488
24,ms584(a1-b4)-1.tif:0001-1001-0942:1,0.488,158.475,169.153,2.542,1.186,25.017,2.731
25,ms584(a1-b4)-1.tif:0001-0915-0773:1,0.804,130.847,152.881,0.508,4.576,85.764,4.542
26,ms584(a1-b4)-1.tif:0001-0810-0564:1,0.546,94.576,136.271,2.034,2.203,49.399,3.040
27,ms584(a1-b4)-1.tif:0001-0835-0538:1,0.546,90.000,140.678,2.542,1.695,32.005,3.103
28,ms584(a1-b4)-1.tif:0001-0873-0538:1,0.661,89.661,147.119,3.220,1.864,30.964,3.798
29,ms584(a1-b4)-1.tif:0001-0606-0489:1,0.488,82.203,101.525,1.525,2.373,57.265,2.791
30,ms584(a1-b4)-1.tif:0001-0817-0458:1,0.603,76.102,137.966,3.220,1.017,17.526,3.431
