 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms549(a1-cd)-1.tif:0003-0489-0515:3,0.632,85.763,82.034,3.220,1.864,31.430,3.644
2,ms549(a1-cd)-1.tif:0003-0496-0491:3,0.373,82.203,83.898,2.034,0.508,14.036,2.111
3,ms549(a1-cd)-1.tif:0003-0331-0629:3,0.402,106.102,55.254,1.186,1.864,59.744,2.288
4,ms549(a1-cd)-1.tif:0003-0343-0733:3,0.402,123.559,57.288,1.356,1.864,53.973,2.260
5,ms549(a1-cd)-1.tif:0003-0508-1046:3,0.402,176.271,86.102,2.203,0.169,4.399,2.150
6,ms549(a1-cd)-1.tif:0003-0648-1075:3,0.804,181.186,107.797,2.203,4.068,63.435,4.600
7,ms549(a1-cd)-1.tif:0003-0680-1292:3,0.632,218.305,113.729,1.525,3.220,-64.654,3.639
8,ms549(a1-cd)-1.tif:0003-0773-0857:3,0.402,144.407,130.508,1.864,1.186,30.256,2.229
9,ms549(a1-cd)-1.tif:0003-0963-1278:3,0.460,216.271,162.034,0.678,2.542,75.069,2.577
10,ms549(a1-cd)-1.tif:0003-0829-0846:3,0.460,142.712,139.492,1.525,2.203,53.130,2.601
11,ms549(a1-cd)-1.tif:0003-0884-0365:3,0.431,61.695,148.644,0.508,2.373,81.870,2.416
12,ms549(a1-cd)-1.tif:0003-0726-0217:3,0.345,36.780,122.203,0.169,1.864,-84.289,1.822
13,ms549(a1-cd)-1.tif:0003-0824-0280:3,0.488,46.271,139.153,2.542,1.017,21.801,2.686
14,ms549(a1-cd)-1.tif:0003-0850-0272:3,0.460,45.254,143.390,1.864,1.525,39.289,2.488
15,ms549(a1-cd)-1.tif:0003-0947-0455:3,0.373,76.780,159.661,0.678,1.864,71.565,2.037
16,ms549(a1-cd)-1.tif:0003-0656-0397:3,0.402,66.271,110.847,2.203,0.847,-21.038,2.288
17,ms549(a1-cd)-1.tif:0003-0653-0577:3,0.402,96.780,110.678,2.203,0.169,0.000,2.263
18,ms549(a1-cd)-1.tif:0003-0947-0041:3,0.546,5.593,160.169,2.881,0.847,15.524,3.074
19,ms549(a1-cd)-1.tif:0003-0513-0222:3,0.431,36.949,86.102,1.525,1.864,53.973,2.418
20,ms549(a1-cd)-1.tif:0003-0450-0431:3,0.776,72.881,74.237,0.508,4.237,83.157,4.331
21,ms549(a1-cd)-1.tif:0003-0591-0387:3,0.373,65.254,99.322,0.678,1.864,70.017,2.037
22,ms549(a1-cd)-1.tif:0003-0171-0302:3,0.259,50.847,28.475,0.847,1.017,56.310,1.288
23,ms549(a1-cd)-1.tif:0003-0171-1228:3,0.546,207.119,27.966,2.203,2.203,45.000,3.117
24,ms549(a1-cd)-1.tif:0003-0199-1184:3,0.402,200.000,33.051,1.525,1.525,45.000,2.159
25,ms549(a1-cd)-1.tif:0001-0222-0438:1,0.402,73.729,36.780,1.186,1.864,-57.529,2.132
26,ms549(a1-cd)-1.tif:0001-0385-0598:1,0.460,100.508,64.407,1.864,1.864,42.274,2.557
27,ms549(a1-cd)-1.tif:0001-0410-0592:1,0.517,99.831,68.136,1.017,2.712,-69.444,2.896
28,ms549(a1-cd)-10.tif:0002-0347-0785:2,1.178,131.017,56.271,4.237,5.254,51.116,6.759
29,ms549(a1-cd)-10.tif:0002-0322-0718:2,0.517,120.508,53.898,2.542,1.525,30.964,2.947
30,ms549(a1-cd)-10.tif:0002-0248-0615:2,0.431,103.898,41.017,0.678,2.203,72.897,2.359
31,ms549(a1-cd)-10.tif:0002-0227-0636:2,0.287,107.458,37.966,0.847,1.186,60.255,1.473
32,ms549(a1-cd)-10.tif:0002-0171-0549:2,0.460,92.542,27.797,1.017,2.373,66.801,2.582
33,ms549(a1-cd)-10.tif:0002-0186-0408:2,0.316,68.644,31.017,1.186,1.186,48.814,1.680
34,ms549(a1-cd)-10.tif:0002-0138-0482:2,0.373,80.847,23.051,1.864,0.847,19.983,1.973
35,ms549(a1-cd)-10.tif:0002-0483-0617:2,0.431,103.729,81.186,1.695,1.525,45.000,2.318
36,ms549(a1-cd)-10.tif:0002-0408-0623:2,0.488,104.746,68.305,1.864,1.864,47.726,2.638
37,ms549(a1-cd)-10.tif:0002-0443-0760:2,0.431,127.966,74.407,1.864,1.525,42.274,2.402
38,ms549(a1-cd)-10.tif:0002-0442-0788:2,0.316,132.712,74.915,1.695,0.169,0.000,1.699
39,ms549(a1-cd)-10.tif:0001-0184-0789:1,0.373,132.712,31.186,2.034,0.169,0.000,2.037
40,ms549(a1-cd)-10.tif:0001-0228-1135:1,0.661,191.186,37.288,2.373,2.881,50.528,3.776
41,ms549(a1-cd)-10.tif:0001-0443-1136:1,1.350,190.847,71.695,3.559,6.949,62.879,7.732
42,ms549(a1-cd)-10.tif:0001-0407-1125:1,0.603,190.000,67.458,1.356,3.220,66.038,3.442
43,ms549(a1-cd)-10.tif:0001-0322-1163:1,0.488,196.610,53.390,1.186,2.542,64.983,2.731
44,ms549(a1-cd)-10.tif:0001-0415-1180:1,1.149,197.797,67.966,4.576,4.746,47.121,6.554
45,ms549(a1-cd)-10.tif:0001-0489-1292:1,0.402,218.136,82.373,1.864,1.186,34.992,2.194
