 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms461(a1-b4)-1.tif:0003-0303-0934:3,0.948,155.763,50.508,5.085,1.864,-20.136,5.435
2,ms461(a1-b4)-1.tif:0003-0206-0916:3,0.575,154.068,34.068,2.542,1.864,-33.690,3.166
3,ms461(a1-b4)-1.tif:0003-0248-0537:3,0.402,90.000,42.034,2.203,0.169,8.746,2.159
4,ms461(a1-b4)-1.tif:0003-0431-0186:3,0.575,30.339,72.203,2.542,1.864,-34.509,3.166
5,ms461(a1-b4)-1.tif:0003-0473-0031:3,0.402,4.746,79.322,1.186,1.864,-57.529,2.194
6,ms461(a1-b4)-1.tif:0003-0199-1012:3,0.460,170.508,33.220,2.203,1.186,-24.775,2.527
7,ms461(a1-b4)-1.tif:0003-0191-0416:3,0.603,68.983,31.864,3.220,1.186,-22.834,3.399
8,ms461(a1-b4)-1.tif:0003-0220-0286:3,0.603,48.475,35.593,0.169,3.390,90.000,3.392
9,ms461(a1-b4)-1.tif:0003-0379-0208:3,0.316,34.746,63.559,1.186,1.356,-48.814,1.765
10,ms461(a1-b4)-1.tif:0003-0328-0328:3,0.603,54.068,54.915,3.051,1.356,156.038,3.339
11,ms461(a1-b4)-1.tif:0003-0319-0290:3,0.287,48.644,53.559,1.186,1.017,143.130,1.606
12,ms461(a1-b4)-1.tif:0003-0822-0243:3,0.402,40.169,139.322,2.203,0.169,-4.399,2.150
13,ms461(a1-b4)-1.tif:0003-0816-0218:3,0.431,35.932,137.966,2.203,0.847,-21.038,2.394
14,ms461(a1-b4)-1.tif:0003-0644-0190:3,0.575,30.678,109.153,3.220,0.169,-3.013,3.166
15,ms461(a1-b4)-1.tif:0003-0033-1219:3,0.718,204.746,5.424,3.898,0.508,-7.431,3.995
16,ms461(a1-b4)-1.tif:0003-0025-1188:3,0.402,200.339,4.068,2.203,0.508,-14.036,2.220
17,ms461(a1-b4)-1.tif:0003-0517-1065:3,0.689,179.831,85.763,1.356,3.729,70.017,3.968
18,ms461(a1-b4)-1.tif:0003-0759-0896:3,0.431,150.847,128.136,2.203,1.017,-26.565,2.376
19,ms461(a1-b4)-1.tif:0003-0959-0842:3,0.316,142.034,162.373,1.525,0.339,12.529,1.618
20,ms461(a1-b4)-1.tif:0003-0930-0795:3,0.546,133.559,156.780,2.373,1.864,-35.538,2.983
21,ms461(a1-b4)-1.tif:0003-0219-0951:3,0.517,160.000,36.441,2.542,1.525,-30.964,2.887
