 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,c72(a1-d3)-1.tif:0001-0392-0863:1,0.488,145.254,65.763,2.203,1.525,-34.695,2.759
2,c72(a1-d3)-1.tif:0001-0394-0886:1,0.402,149.322,66.102,1.864,1.356,-36.027,2.260
3,c72(a1-d3)-1.tif:0001-0367-0840:1,0.431,141.864,61.186,1.186,2.203,-61.699,2.426
4,c72(a1-d3)-1.tif:0001-0659-1055:1,0.316,178.475,111.017,0.847,1.525,-60.945,1.769
5,c72(a1-d3)-1.tif:0001-0040-1279:1,0.431,215.763,6.271,2.034,1.186,-30.256,2.384
6,c72(a1-d3)-10.tif:0002-0126-0433:2,0.661,72.034,20.169,2.712,2.542,-43.152,3.679
7,c72(a1-d3)-10.tif:0002-0146-0444:2,0.373,74.407,24.237,1.864,1.017,-28.610,2.074
8,c72(a1-d3)-10.tif:0002-0172-0366:2,0.230,61.525,28.983,1.017,0.508,26.565,1.113
9,c72(a1-d3)-10.tif:0002-0174-0356:2,0.230,59.831,29.322,1.017,0.508,26.565,1.113
10,c72(a1-d3)-10.tif:0002-0601-1128:2,0.460,190.169,101.356,2.203,1.017,-24.775,2.478
11,c72(a1-d3)-10.tif:0002-0617-1162:2,0.891,194.915,103.220,4.237,2.881,-32.619,5.140
12,c72(a1-d3)-10.tif:0002-0569-1118:2,0.316,188.814,96.102,1.525,0.847,-26.565,1.668
13,c72(a1-d3)-10.tif:0002-0559-1106:2,0.345,186.610,94.576,1.864,0.508,-15.255,1.894
14,c72(a1-d3)-10.tif:0002-0672-1344:2,0.230,227.627,113.390,0.508,1.017,56.310,1.163
15,c72(a1-d3)-10.tif:0002-0680-1325:2,0.230,224.068,115.254,1.186,0.169,8.130,1.248
16,c72(a1-d3)-10.tif:0002-0713-0987:2,0.546,167.288,119.322,0.169,3.051,86.820,3.059
17,c72(a1-d3)-10.tif:0002-0733-0968:2,0.546,163.898,122.712,0.508,3.051,80.538,3.084
18,c72(a1-d3)-10.tif:0002-0307-0980:2,0.201,165.593,52.034,1.017,0.169,-9.462,1.042
19,c72(a1-d3)-10.tif:0002-0303-0962:2,0.287,162.373,51.356,1.525,0.000,0.000,1.582
20,c72(a1-d3)-10.tif:0002-0333-0753:2,0.316,127.119,55.932,1.186,1.186,-41.186,1.758
21,c72(a1-d3)-10.tif:0002-0501-1113:2,0.345,188.475,84.068,0.508,1.695,73.301,1.787
22,c72(a1-d3)-10.tif:0002-0389-1112:2,0.345,187.627,65.593,1.864,0.678,-21.801,1.931
23,c72(a1-d3)-10.tif:0002-1002-1233:2,0.402,208.644,168.814,0.847,2.203,-72.897,2.288
24,c72(a1-d3)-10.tif:0002-0997-1221:2,0.287,206.949,168.305,0.169,1.525,90.000,1.473
25,c72(a1-d3)-10.tif:0002-0947-1204:2,0.316,203.390,160.000,1.356,1.017,-36.870,1.695
26,c72(a1-d3)-10.tif:0002-0899-1187:2,0.287,201.186,151.695,0.169,1.525,90.000,1.586
27,c72(a1-d3)-10.tif:0002-0888-1056:2,0.287,178.983,149.831,0.000,1.525,90.000,1.582
28,c72(a1-d3)-2.tif:0001-0782-1249:1,0.287,211.186,132.203,1.186,0.847,-35.538,1.473
29,c72(a1-d3)-2.tif:0001-0831-1262:1,0.488,213.220,139.831,1.356,2.203,58.392,2.635
30,c72(a1-d3)-2.tif:0001-0853-1238:1,0.345,209.661,143.729,0.508,1.695,73.301,1.787
31,c72(a1-d3)-2.tif:0001-0656-0827:1,0.460,138.983,110.847,2.373,0.847,-19.654,2.539
32,c72(a1-d3)-2.tif:0001-0844-1015:1,0.316,171.186,143.051,1.695,0.169,-11.310,1.710
33,c72(a1-d3)-2.tif:0001-0969-1089:1,0.431,183.729,163.559,1.864,1.525,39.289,2.402
34,c72(a1-d3)-2.tif:0001-0940-1107:1,0.488,186.780,158.305,1.695,2.034,-50.194,2.648
35,c72(a1-d3)-2.tif:0001-0959-1135:1,0.517,191.017,162.203,2.881,0.847,-17.354,2.966
36,c72(a1-d3)-2.tif:0001-1006-1145:1,0.402,194.068,169.492,0.169,2.203,-90.000,2.150
37,c72(a1-d3)-2.tif:0001-0992-1145:1,0.144,194.068,167.797,0.169,0.678,90.000,0.687
38,c72(a1-d3)-2.tif:0001-0771-0283:1,0.373,47.288,130.169,1.525,1.186,-37.875,2.012
39,c72(a1-d3)-2.tif:0001-0795-0299:1,0.431,49.492,134.576,2.373,0.508,-12.095,2.416
40,c72(a1-d3)-2.tif:0001-0812-0313:1,0.431,52.203,136.780,1.695,1.695,-45.000,2.397
41,c72(a1-d3)-2.tif:0001-0783-0320:1,0.575,53.220,131.695,2.203,2.203,-45.000,3.196
42,c72(a1-d3)-2.tif:0001-0760-0294:1,0.718,48.136,127.966,3.559,1.864,-27.646,4.094
43,c72(a1-d3)-2.tif:0001-0938-0408:1,0.460,67.966,158.644,2.373,0.847,-19.654,2.501
44,c72(a1-d3)-2.tif:0001-0662-0058:1,0.345,9.153,111.695,1.525,1.186,-33.690,1.853
45,c72(a1-d3)-2.tif:0001-0206-0824:1,0.488,138.475,34.746,2.542,0.508,-11.310,2.660
46,c72(a1-d3)-2.tif:0001-0462-0562:1,0.373,95.085,77.288,0.508,2.034,80.538,2.084
47,c72(a1-d3)-2.tif:0001-0469-0495:1,0.373,83.390,78.644,1.186,1.695,55.008,2.102
48,c72(a1-d3)-2.tif:0001-0475-0590:1,0.718,99.831,78.475,0.508,4.068,85.236,4.093
49,c72(a1-d3)-2.tif:0001-0071-0745:1,0.431,125.424,11.356,1.864,1.525,-39.289,2.329
50,c72(a1-d3)-2.tif:0001-0202-0731:1,0.402,123.220,33.390,1.356,1.864,-53.973,2.260
51,c72(a1-d3)-2.tif:0001-0239-0554:1,0.316,93.220,40.169,1.356,0.847,-32.005,1.630
52,c72(a1-d3)-2.tif:0001-0268-0566:1,0.776,94.915,43.559,2.034,3.898,-62.447,4.447
53,c72(a1-d3)-2.tif:0001-0292-0636:1,0.287,107.119,49.492,1.525,0.169,6.340,1.486
54,c72(a1-d3)-2.tif:0001-0278-0650:1,0.316,109.831,46.441,0.678,1.525,66.038,1.721
55,c72(a1-d3)-2.tif:0001-0241-0654:1,0.488,110.508,39.492,0.678,2.712,75.964,2.795
56,c72(a1-d3)-2.tif:0001-0268-0639:1,0.517,107.458,44.237,1.695,2.373,54.462,2.916
57,c72(a1-d3)-2.tif:0001-0338-0680:1,0.345,114.915,56.610,0.847,1.525,60.945,1.822
58,c72(a1-d3)-2.tif:0001-0921-0506:1,0.259,85.424,155.593,0.847,1.017,50.194,1.361
59,c72(a1-d3)-2.tif:0001-0917-0530:1,0.488,88.475,155.254,2.712,0.508,-10.620,2.749
60,c72(a1-d3)-2.tif:0001-0925-0570:1,0.402,95.763,156.102,1.695,1.356,-38.660,2.171
61,c72(a1-d3)-2.tif:0001-0943-0474:1,0.517,78.983,159.661,2.881,0.508,10.620,2.861
62,c72(a1-d3)-2.tif:0001-0933-0482:1,0.287,81.356,157.627,0.847,1.186,-57.995,1.537
63,c72(a1-d3)-2.tif:0001-0971-0470:1,0.373,79.492,163.729,0.508,1.864,105.255,1.973
64,c72(a1-d3)-4.tif:0001-0388-0328:1,0.661,54.576,64.237,2.034,3.051,-54.162,3.698
65,c72(a1-d3)-4.tif:0001-0368-0298:1,0.575,48.983,62.203,3.220,0.339,-5.711,3.289
66,c72(a1-d3)-4.tif:0001-0381-0179:1,0.402,30.169,63.559,0.508,2.034,80.538,2.139
67,c72(a1-d3)-4.tif:0001-0401-0191:1,0.172,32.203,67.627,0.508,0.678,-51.340,0.927
68,c72(a1-d3)-4.tif:0001-0435-0125:1,0.144,21.017,73.559,0.508,0.508,-45.000,0.760
69,c72(a1-d3)-4.tif:0001-0443-0130:1,0.230,21.864,74.576,0.508,1.017,74.055,1.165
70,c72(a1-d3)-4.tif:0001-0128-0721:1,0.230,122.203,21.186,0.000,1.186,90.000,1.130
71,c72(a1-d3)-4.tif:0001-0074-0734:1,0.230,124.407,12.034,0.000,1.186,-90.000,1.186
72,c72(a1-d3)-4.tif:0001-0180-0567:1,0.316,95.763,29.831,0.678,1.525,66.038,1.700
73,c72(a1-d3)-4.tif:0001-0205-0571:1,0.230,96.610,34.237,0.508,1.017,59.036,1.114
74,c72(a1-d3)-4.tif:0001-0192-0487:1,0.230,82.203,32.203,0.847,0.847,-51.340,1.201
75,c72(a1-d3)-4.tif:0001-0131-0528:1,0.259,88.814,22.034,1.356,0.508,-20.556,1.417
76,c72(a1-d3)-4.tif:0001-0138-0555:1,0.172,93.898,23.051,0.339,0.678,63.435,0.787
77,c72(a1-d3)-4.tif:0001-0273-0471:1,0.230,79.492,45.763,0.678,1.017,56.310,1.222
78,c72(a1-d3)-4.tif:0001-0878-0757:1,0.431,127.288,148.136,2.034,1.356,-36.870,2.430
79,c72(a1-d3)-4.tif:0001-0941-0745:1,0.316,125.932,158.814,0.678,1.525,-66.038,1.618
80,c72(a1-d3)-4.tif:0001-0928-0739:1,0.287,125.254,156.610,0.169,1.525,83.660,1.530
81,c72(a1-d3)-4.tif:0001-0859-0572:1,0.316,96.780,144.746,0.508,1.695,-73.301,1.716
82,c72(a1-d3)-4.tif:0001-0138-0348:1,0.259,58.814,22.712,0.508,1.356,105.945,1.376
83,c72(a1-d3)-4.tif:0001-0164-0339:1,0.287,56.949,27.458,1.186,0.847,-35.538,1.447
84,c72(a1-d3)-4.tif:0001-0223-0320:1,0.287,53.898,37.119,0.678,1.356,63.435,1.543
85,c72(a1-d3)-4.tif:0001-0715-0507:1,0.345,85.593,120.339,0.847,1.695,63.435,1.946
86,c72(a1-d3)-4.tif:0001-0734-0502:1,0.345,85.085,123.559,0.000,1.864,-90.000,1.921
87,c72(a1-d3)-4.tif:0001-0771-0364:1,0.402,60.678,130.508,2.203,0.339,4.399,2.165
88,c72(a1-d3)-4.tif:0001-0650-0401:1,0.575,66.610,109.322,2.712,1.695,32.005,3.168
89,c72(a1-d3)-4.tif:0001-0673-0435:1,0.259,73.220,113.559,1.017,1.017,45.000,1.399
