 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms517(a1-b6)-10.tif:0001-0129-1167:1,0.862,196.102,20.169,3.559,3.390,43.603,4.874
2,ms517(a1-b6)-10.tif:0001-0168-1125:1,0.517,189.661,27.627,2.203,1.864,42.709,2.966
3,ms517(a1-b6)-10.tif:0001-0610-0876:1,0.948,146.610,101.525,3.898,3.898,45.000,5.433
4,ms517(a1-b6)-10.tif:0001-0383-0990:1,0.460,166.610,64.407,2.373,1.017,23.199,2.582
5,ms517(a1-b6)-10.tif:0001-0693-1159:1,0.460,195.424,116.780,2.203,1.525,34.695,2.601
6,ms517(a1-b6)-10.tif:0001-0804-0660:1,0.689,110.508,135.085,2.881,2.542,41.424,3.848
7,ms517(a1-b6)-10.tif:0001-0824-0639:1,0.517,107.288,138.814,2.203,1.864,40.236,2.966
8,ms517(a1-b6)-10.tif:0001-0082-1265:1,0.575,213.051,13.051,2.881,1.695,32.005,3.294
9,ms517(a1-b6)-10.tif:0001-0107-1259:1,0.747,211.525,17.458,3.898,1.525,23.499,4.155
10,ms517(a1-b6)-10.tif:0001-0308-1069:1,0.517,180.000,51.356,2.373,1.695,35.538,2.916
11,ms517(a1-b6)-10.tif:0001-0278-1073:1,0.460,180.847,46.610,2.203,1.186,30.256,2.481
12,ms517(a1-b6)-10.tif:0001-0109-0934:1,0.575,156.949,17.797,2.881,1.356,25.201,3.236
13,ms517(a1-b6)-10.tif:0001-0349-0162:1,0.488,26.271,58.814,2.542,0.847,-21.801,2.645
14,ms517(a1-b6)-10.tif:0001-0071-0085:1,0.373,13.559,11.695,1.864,0.847,26.565,1.973
15,ms517(a1-b6)-10.tif:0001-0154-0430:1,0.632,72.373,24.407,1.017,3.390,73.301,3.539
16,ms517(a1-b6)-10.tif:0001-0516-0883:1,0.431,148.475,87.458,2.373,0.169,4.086,2.384
17,ms517(a1-b6)-10.tif:0001-0499-0922:1,0.431,155.593,83.729,1.525,1.695,48.013,2.318
18,ms517(a1-b6)-10.tif:0001-0614-0605:1,0.460,101.525,103.390,2.203,1.525,36.870,2.601
19,ms517(a1-b6)-2.tif:0002-0364-0417:2,0.632,69.322,60.678,2.712,2.203,-39.094,3.494
20,ms517(a1-b6)-2.tif:0002-0394-0434:2,0.488,72.712,65.763,1.695,2.034,-50.194,2.648
21,ms517(a1-b6)-2.tif:0002-0081-0614:2,0.632,103.051,12.373,2.203,2.712,50.906,3.494
22,ms517(a1-b6)-2.tif:0002-0663-0882:2,0.833,147.288,111.864,4.576,1.017,12.529,4.688
23,ms517(a1-b6)-3.tif:0001-0574-0766:1,0.402,129.322,96.441,1.186,1.864,57.529,2.229
24,ms517(a1-b6)-3.tif:0001-0596-0740:1,0.575,124.237,100.000,2.542,2.034,36.870,3.300
25,ms517(a1-b6)-3.tif:0001-0662-0678:1,0.488,114.068,111.356,1.864,1.864,39.806,2.638
26,ms517(a1-b6)-3.tif:0001-0642-0703:1,0.632,117.797,107.797,2.881,2.203,35.838,3.639
27,ms517(a1-b6)-3.tif:0001-0831-0786:1,0.546,131.864,140.339,2.881,1.186,-23.629,3.042
28,ms517(a1-b6)-3.tif:0001-0675-0575:1,0.259,97.119,113.898,0.847,1.017,-50.194,1.361
29,ms517(a1-b6)-3.tif:0001-0688-0575:1,0.287,97.288,115.932,0.508,1.356,110.556,1.469
30,ms517(a1-b6)-3.tif:0001-0627-0962:1,0.460,162.373,105.254,1.525,2.034,53.130,2.577
31,ms517(a1-b6)-3.tif:0001-0555-0482:1,0.345,80.847,94.068,1.864,0.169,0.000,1.924
32,ms517(a1-b6)-3.tif:0001-0047-0162:1,0.460,26.780,6.949,1.525,2.203,58.392,2.601
33,ms517(a1-b6)-3.tif:0001-0160-0190:1,0.431,31.356,26.441,1.695,1.525,41.987,2.318
34,ms517(a1-b6)-3.tif:0001-0137-0055:1,0.460,8.305,22.542,2.034,1.525,36.870,2.509
35,ms517(a1-b6)-3.tif:0001-0173-0071:1,0.402,11.017,29.322,2.203,0.000,0.000,2.147
36,ms517(a1-b6)-3.tif:0001-0165-1058:1,0.373,178.644,27.288,1.356,1.525,51.340,2.084
37,ms517(a1-b6)-3.tif:0001-0145-1074:1,0.460,181.356,23.559,1.525,2.203,58.392,2.601
38,ms517(a1-b6)-3.tif:0001-0248-1009:1,0.488,170.000,41.186,2.203,1.695,37.569,2.735
39,ms517(a1-b6)-3.tif:0001-0941-0180:1,0.316,30.000,158.983,1.186,1.186,48.814,1.680
40,ms517(a1-b6)-3.tif:0001-0917-0206:1,0.919,33.390,153.390,3.220,4.068,50.194,5.223
41,ms517(a1-b6)-3.tif:0001-0712-0139:1,0.488,22.712,119.661,1.864,2.034,50.194,2.721
42,ms517(a1-b6)-3.tif:0001-0767-0091:1,0.575,14.068,129.322,2.881,1.525,25.201,3.184
43,ms517(a1-b6)-3.tif:0001-0858-0438:1,0.488,73.729,144.237,1.017,2.542,66.801,2.686
44,ms517(a1-b6)-3.tif:0001-0700-0366:1,0.603,60.508,118.136,3.220,1.017,16.699,3.431
45,ms517(a1-b6)-3.tif:0001-0671-0152:1,0.431,25.763,112.542,0.000,2.373,-90.000,2.373
46,ms517(a1-b6)-3.tif:0001-0760-0263:1,0.316,44.237,128.136,0.678,1.525,-113.962,1.618
47,ms517(a1-b6)-3.tif:0001-0781-0260:1,0.316,43.898,131.695,0.339,1.525,-77.471,1.618
48,ms517(a1-b6)-3.tif:0001-0603-0481:1,0.488,81.186,100.847,0.678,2.712,-104.036,2.795
49,ms517(a1-b6)-3.tif:0001-0630-0424:1,0.373,71.695,105.763,0.339,2.034,-80.538,2.062
50,ms517(a1-b6)-3.tif:0001-0626-0393:1,0.402,65.593,105.763,2.203,0.678,17.103,2.251
51,ms517(a1-b6)-3.tif:0001-0876-0109:1,0.373,17.797,147.797,1.356,1.525,48.366,1.999
52,ms517(a1-b6)-3.tif:0001-0907-0439:1,0.488,73.051,153.729,2.712,0.169,0.000,2.714
53,ms517(a1-b6)-3.tif:0001-0877-0586:1,0.575,98.983,147.119,0.847,3.051,74.476,3.182
54,ms517(a1-b6)-3.tif:0001-0378-0721:1,0.546,121.695,62.712,1.017,2.881,70.560,3.002
55,ms517(a1-b6)-3.tif:0001-0345-0727:1,0.603,122.881,56.949,0.678,3.220,78.690,3.346
56,ms517(a1-b6)-3.tif:0001-0207-0565:1,0.488,95.254,33.898,1.186,2.373,63.435,2.628
57,ms517(a1-b6)-3.tif:0001-0391-0824:1,0.431,139.661,65.085,0.169,2.373,-98.130,2.384
58,ms517(a1-b6)-3.tif:0001-0362-0822:1,0.488,139.322,60.000,0.169,2.712,82.875,2.721
59,ms517(a1-b6)-3.tif:0001-0318-0828:1,0.316,140.339,53.051,0.169,1.695,-84.289,1.699
60,ms517(a1-b6)-3.tif:0001-0412-0870:1,0.546,147.119,68.475,0.847,2.881,-71.565,3.074
61,ms517(a1-b6)-3.tif:0001-0438-0860:1,0.460,145.085,73.220,1.525,2.034,53.130,2.577
62,ms517(a1-b6)-3.tif:0001-0156-0717:1,0.402,120.508,26.271,2.203,0.508,17.103,2.220
63,ms517(a1-b6)-3.tif:0001-0143-0838:1,0.632,140.678,23.220,2.881,2.034,35.218,3.573
64,ms517(a1-b6)-3.tif:0001-0116-0865:1,0.632,145.932,18.136,1.525,3.220,64.654,3.488
65,ms517(a1-b6)-3.tif:0001-0204-0921:1,0.488,155.254,33.559,1.695,2.203,50.194,2.735
66,ms517(a1-b6)-3.tif:0001-0182-1060:1,0.460,178.475,30.678,2.542,0.508,11.310,2.549
67,ms517(a1-b6)-3.tif:0001-0175-1084:1,0.316,183.051,29.322,1.525,0.847,29.055,1.769
68,ms517(a1-b6)-3.tif:0001-0574-0766:1,0.402,129.322,96.441,1.186,1.864,57.529,2.229
69,ms517(a1-b6)-3.tif:0001-0596-0740:1,0.575,124.237,100.000,2.542,2.034,36.870,3.300
70,ms517(a1-b6)-3.tif:0001-0662-0678:1,0.488,114.068,111.356,1.864,1.864,39.806,2.638
71,ms517(a1-b6)-3.tif:0001-0642-0703:1,0.632,117.797,107.797,2.881,2.203,35.838,3.639
72,ms517(a1-b6)-3.tif:0001-0831-0786:1,0.546,131.864,140.339,2.881,1.186,-23.629,3.042
73,ms517(a1-b6)-3.tif:0001-0675-0575:1,0.259,97.119,113.898,0.847,1.017,-50.194,1.361
74,ms517(a1-b6)-3.tif:0001-0688-0575:1,0.287,97.288,115.932,0.508,1.356,110.556,1.469
75,ms517(a1-b6)-3.tif:0001-0627-0962:1,0.460,162.373,105.254,1.525,2.034,53.130,2.577
76,ms517(a1-b6)-3.tif:0001-0555-0482:1,0.345,80.847,94.068,1.864,0.169,0.000,1.924
77,ms517(a1-b6)-3.tif:0001-0047-0162:1,0.460,26.780,6.949,1.525,2.203,58.392,2.601
78,ms517(a1-b6)-3.tif:0001-0160-0190:1,0.431,31.356,26.441,1.695,1.525,41.987,2.318
