 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms478(a1-b5)-1.tif:0003-0262-0789:3,0.575,133.390,42.881,0.678,3.220,-78.111,3.236
2,ms478(a1-b5)-1.tif:0003-0303-0807:3,0.431,135.932,50.678,1.864,1.525,-39.289,2.418
3,ms478(a1-b5)-1.tif:0003-0674-0135:3,0.661,22.203,112.542,1.356,3.390,-68.199,3.651
4,ms478(a1-b5)-1.tif:0003-0712-0157:3,0.431,25.932,119.831,1.525,1.864,-50.711,2.418
5,ms478(a1-b5)-1.tif:0003-0907-0022:3,0.632,3.051,152.203,1.525,3.220,-64.654,3.537
6,ms478(a1-b5)-1.tif:0003-0856-0131:3,0.804,21.186,143.051,2.034,4.237,-64.359,4.649
7,ms478(a1-b5)-1.tif:0001-0095-0172:1,0.431,28.305,15.424,1.695,1.525,-41.987,2.318
8,ms478(a1-b5)-1.tif:0001-0065-0141:1,0.603,22.542,10.000,2.712,2.034,-36.870,3.390
9,ms478(a1-b5)-1.tif:0001-0156-0353:1,0.718,58.644,24.915,2.542,3.220,-53.616,4.024
10,ms478(a1-b5)-1.tif:0001-0147-1038:1,0.488,175.085,23.898,1.695,2.034,-50.194,2.648
11,ms478(a1-b5)-1.tif:0001-0169-1052:1,0.402,178.305,27.627,0.169,2.203,85.914,2.271
12,ms478(a1-b5)-1.tif:0001-0332-1098:1,0.373,186.102,55.254,0.000,2.034,90.000,2.034
13,ms478(a1-b5)-1.tif:0001-0903-0814:1,0.546,137.966,151.525,0.169,3.051,96.340,3.059
14,ms478(a1-b5)-10.tif:0002-0612-0625:2,0.431,104.746,103.559,2.373,0.508,-12.095,2.439
15,ms478(a1-b5)-10.tif:0002-0736-0327:2,0.431,54.576,123.898,1.695,1.695,-45.000,2.397
16,ms478(a1-b5)-10.tif:0002-0777-0420:2,0.546,69.831,131.356,2.881,0.847,-13.241,3.042
17,ms478(a1-b5)-10.tif:0002-0570-0692:2,0.517,116.441,95.593,1.864,2.203,-52.431,2.807
18,ms478(a1-b5)-10.tif:0002-0413-1237:2,0.862,207.797,68.475,3.729,3.220,-42.274,4.964
19,ms478(a1-b5)-10.tif:0002-0438-1272:2,0.833,213.729,72.881,3.898,2.881,-36.469,4.769
20,ms478(a1-b5)-10.tif:0002-0556-0829:2,0.632,138.814,94.237,3.559,0.000,0.000,3.503
21,ms478(a1-b5)-10.tif:0002-0397-0833:2,0.287,140.847,66.780,0.847,1.186,54.462,1.447
22,ms478(a1-b5)-10.tif:0002-0400-0811:2,0.603,135.932,67.458,3.220,0.847,-14.744,3.399
23,ms478(a1-b5)-10.tif:0002-0377-0820:2,0.862,136.949,62.881,4.237,2.203,27.474,4.852
24,ms478(a1-b5)-10.tif:0002-0926-0436:2,0.575,72.373,156.949,3.220,0.169,5.711,3.285
25,ms478(a1-b5)-10.tif:0002-0629-0075:2,0.488,11.356,106.610,2.712,0.000,0.000,2.712
26,ms478(a1-b5)-10.tif:0002-0986-0141:2,0.373,23.220,166.441,1.356,1.525,-48.366,1.999
27,ms478(a1-b5)-10.tif:0002-0556-0158:2,0.689,25.254,93.220,3.220,2.034,30.964,3.857
