 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms466(a1-6b)-1.tif:0001-0125-0415:1,0.632,69.322,19.831,2.203,2.881,-54.782,3.639
2,ms466(a1-6b)-1.tif:0001-0150-0309:1,0.460,51.864,24.407,1.186,2.203,-59.744,2.481
3,ms466(a1-6b)-1.tif:0001-0140-0430:1,0.230,72.712,23.220,0.508,1.017,-63.435,1.163
4,ms466(a1-6b)-1.tif:0001-0096-0233:1,0.460,38.305,16.102,2.542,0.508,-14.931,2.549
5,ms466(a1-6b)-1.tif:0001-0246-0165:1,0.287,27.627,41.186,0.847,1.186,54.462,1.447
6,ms466(a1-6b)-1.tif:0001-0248-0185:1,0.316,31.186,41.186,0.339,1.695,-78.690,1.728
7,ms466(a1-6b)-1.tif:0001-0374-0210:1,0.632,34.915,61.864,1.525,3.220,-64.654,3.639
8,ms466(a1-6b)-1.tif:0001-0639-0973:1,0.488,164.576,107.119,0.847,2.542,-71.565,2.645
9,ms466(a1-6b)-1.tif:0001-0640-1015:1,0.316,171.525,107.797,1.186,1.356,-53.130,1.765
10,ms466(a1-6b)-1.tif:0001-0683-0860:1,0.316,145.593,114.915,0.508,1.695,-73.301,1.754
11,ms466(a1-6b)-1.tif:0001-0706-0846:1,0.287,143.220,118.983,0.508,1.525,-71.565,1.574
12,ms466(a1-6b)-1.tif:0001-0636-0591:1,0.488,99.492,106.780,1.525,2.203,-55.305,2.667
13,ms466(a1-6b)-1.tif:0001-0651-0620:1,0.488,104.068,109.661,2.203,1.525,-31.608,2.695
14,ms466(a1-6b)-1.tif:0001-0627-0594:1,0.316,100.169,105.763,1.186,1.186,-48.814,1.680
15,ms466(a1-6b)-1.tif:0001-0632-0480:1,0.431,81.017,106.102,0.847,2.203,-68.962,2.434
16,ms466(a1-6b)-1.tif:0001-0995-0516:1,0.517,86.441,167.797,2.203,1.864,-40.236,2.894
17,ms466(a1-6b)-1.tif:0001-0856-0469:1,0.488,78.475,144.407,2.203,1.525,-32.735,2.695
18,ms466(a1-6b)-1.tif:0001-0780-0615:1,0.373,103.898,131.356,0.847,1.864,-65.556,2.077
19,ms466(a1-6b)-1.tif:0001-0942-0812:1,0.460,137.627,158.475,0.000,2.542,90.000,2.486
20,ms466(a1-6b)-1.tif:0001-0913-0809:1,0.402,136.780,153.729,0.847,2.034,-67.380,2.182
21,ms466(a1-6b)-1.tif:0001-0987-0855:1,0.373,144.237,166.610,1.525,1.356,-41.634,2.084
22,ms466(a1-6b)-1.tif:0001-0704-1072:1,0.345,180.847,118.983,1.864,0.678,-19.983,1.931
23,ms466(a1-6b)-1.tif:0001-0611-1063:1,0.345,179.831,102.712,0.678,1.864,-70.017,1.931
24,ms466(a1-6b)-1.tif:0001-0878-1111:1,0.373,187.966,147.966,0.847,1.864,-63.435,1.973
25,ms466(a1-6b)-1.tif:0001-0906-1155:1,0.287,195.254,153.051,1.017,1.186,-45.000,1.520
26,ms466(a1-6b)-1.tif:0001-0918-1230:1,0.575,207.966,154.237,1.186,2.881,-67.620,3.190
27,ms466(a1-6b)-1.tif:0001-0714-1135:1,0.345,192.373,120.169,0.169,1.864,-84.289,1.822
28,ms466(a1-6b)-1.tif:0001-0306-0981:1,0.488,165.593,50.847,1.525,2.203,-55.305,2.667
29,ms466(a1-6b)-1.tif:0001-0278-0958:1,0.718,161.017,45.763,2.881,2.881,-46.736,3.995
30,ms466(a1-6b)-1.tif:0001-0146-1122:1,0.402,189.492,23.898,1.356,1.695,-51.340,2.171
31,ms466(a1-6b)-1.tif:0001-0162-1138:1,0.460,192.203,26.610,1.525,1.864,-50.711,2.488
32,ms466(a1-6b)-1.tif:0001-0225-1252:1,0.431,211.525,37.288,1.525,1.695,-48.013,2.318
33,ms466(a1-6b)-1.tif:0001-0318-1318:1,0.661,222.712,52.203,1.525,3.390,-68.199,3.694
34,ms466(a1-6b)-1.tif:0001-0309-1332:1,0.862,223.898,50.847,3.898,3.051,-38.047,4.906
35,ms466(a1-6b)-1.tif:0001-0276-1293:1,0.402,218.475,46.102,1.525,1.525,-45.000,2.237
36,ms466(a1-6b)-1.tif:0001-0239-1105:1,0.345,186.610,40.000,1.356,1.186,-45.000,1.839
37,ms466(a1-6b)-1.tif:0001-0258-1123:1,0.431,189.831,42.712,1.186,2.034,-63.435,2.327
38,ms466(a1-6b)-1.tif:0001-0217-0642:1,0.316,108.136,36.610,1.525,0.508,-18.435,1.680
39,ms466(a1-6b)-1.tif:0001-0224-0695:1,0.316,117.458,37.288,0.678,1.525,-66.038,1.721
40,ms466(a1-6b)-1.tif:0001-0248-0578:1,0.345,97.966,41.186,0.169,1.864,95.194,1.822
41,ms466(a1-6b)-1.tif:0001-0268-0580:1,0.316,98.136,44.746,0.508,1.525,108.435,1.680
42,ms466(a1-6b)-1.tif:0001-0448-0471:1,0.431,79.661,74.915,0.508,2.203,-81.254,2.305
43,ms466(a1-6b)-1.tif:0001-0435-0617:1,0.373,104.407,72.712,0.508,2.034,-75.964,2.111
44,ms466(a1-6b)-1.tif:0001-0586-0310:1,0.689,51.525,97.797,2.203,3.220,-59.036,3.917
45,ms466(a1-6b)-1.tif:0001-0577-0415:1,0.488,69.831,96.610,1.186,2.373,-63.435,2.679
46,ms466(a1-6b)-1.tif:0001-0615-0329:1,0.776,54.407,102.542,2.881,3.390,-49.635,4.413
47,ms466(a1-6b)-1.tif:0001-1008-0095:1,0.345,15.424,170.169,1.356,1.356,45.000,1.918
48,ms466(a1-6b)-1.tif:0001-0533-0154:1,0.747,25.254,88.475,1.864,3.729,-61.390,4.195
49,ms466(a1-6b)-1.tif:0001-0526-0127:1,0.230,21.017,88.983,1.186,0.508,-33.690,1.263
50,ms466(a1-6b)-1.tif:0001-0525-0272:1,0.287,45.593,88.475,1.017,1.186,-49.399,1.606
