 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms500(a1-3d)-1.tif:0001-0620-0671:1,0.431,113.051,104.237,1.356,1.864,53.973,2.305
2,ms500(a1-3d)-1.tif:0001-0605-0688:1,0.345,116.102,101.864,1.186,1.356,48.814,1.802
3,ms500(a1-3d)-1.tif:0001-0635-0784:1,0.546,131.864,106.610,2.203,2.034,42.709,2.999
4,ms500(a1-3d)-1.tif:0001-0808-0932:1,0.833,156.441,135.254,3.051,3.559,49.399,4.688
5,ms500(a1-3d)-1.tif:0001-0819-1029:1,0.661,173.390,137.288,2.034,3.220,57.724,3.809
6,ms500(a1-3d)-1.tif:0001-0444-1279:1,0.833,214.746,74.068,4.068,2.373,30.256,4.709
7,ms500(a1-3d)-1.tif:0001-0424-1312:1,0.431,221.525,71.186,1.864,1.525,39.289,2.409
8,ms500(a1-3d)-1.tif:0001-0236-0184:1,0.575,29.831,39.322,2.881,1.356,25.201,3.184
9,ms500(a1-3d)-1.tif:0001-0199-0272:1,0.517,44.746,33.559,2.881,0.339,-6.710,2.901
10,ms500(a1-3d)-1.tif:0001-0456-0388:1,0.402,65.085,76.441,1.525,1.695,48.013,2.280
11,ms500(a1-3d)-1.tif:0001-0193-0519:1,0.488,87.119,31.864,1.864,1.864,45.000,2.637
12,ms500(a1-3d)-1.tif:0001-0618-0760:1,0.603,127.627,103.559,2.373,2.373,45.000,3.356
13,ms500(a1-3d)-1.tif:0001-0658-0731:1,0.661,123.559,109.661,0.678,3.729,79.695,3.790
14,ms500(a1-3d)-1.tif:0001-0709-0426:1,0.948,69.831,118.983,4.915,2.373,25.769,5.458
15,ms500(a1-3d)-1.tif:0001-0766-0301:1,1.092,48.983,127.458,4.068,4.746,49.399,6.251
16,ms500(a1-3d)-1.tif:0001-0793-0274:1,0.345,45.763,133.898,1.525,1.017,33.690,1.833
17,ms500(a1-3d)-1.tif:0001-0187-0755:1,0.431,127.458,30.678,1.186,2.034,59.744,2.355
18,ms500(a1-3d)-1.tif:0001-0210-0734:1,0.632,123.559,34.068,1.695,3.051,60.945,3.490
19,ms500(a1-3d)-1.tif:0001-0879-0446:1,0.517,74.746,147.797,1.695,2.373,54.462,2.916
20,ms500(a1-3d)-1.tif:0001-0904-0421:1,0.488,70.508,152.203,1.695,2.034,50.194,2.648
21,ms500(a1-3d)-1.tif:0001-0901-0311:1,0.689,51.864,151.017,1.864,3.390,-61.189,3.869
22,ms500(a1-3d)-1.tif:0001-0771-0181:1,0.919,28.814,128.983,3.898,3.559,42.397,5.279
23,ms500(a1-3d)-1.tif:0001-0850-0542:1,0.546,91.356,142.712,1.186,2.881,-67.620,3.116
24,ms500(a1-3d)-10.tif:0001-0599-0763:1,0.977,126.949,100.339,4.915,2.542,27.350,5.534
25,ms500(a1-3d)-10.tif:0001-0667-0514:1,0.833,85.085,112.034,4.237,2.203,27.474,4.776
26,ms500(a1-3d)-10.tif:0001-0910-0490:1,0.948,80.339,154.237,5.424,0.000,0.000,5.424
27,ms500(a1-3d)-10.tif:0001-0913-0526:1,0.661,87.458,154.407,3.559,0.847,-13.392,3.659
28,ms500(a1-3d)-10.tif:0001-0669-1040:1,0.517,175.085,112.712,2.542,1.356,28.072,2.881
29,ms500(a1-3d)-10.tif:0001-0291-0807:1,0.776,134.746,48.814,4.237,1.017,13.496,4.358
30,ms500(a1-3d)-10.tif:0001-0584-0879:1,1.034,146.102,98.305,5.763,1.356,-13.241,5.920
31,ms500(a1-3d)-10.tif:0001-0296-0564:1,0.689,93.729,49.492,3.729,1.356,19.983,3.968
32,ms500(a1-3d)-2.tif:0001-0561-0528:1,0.977,87.627,93.220,3.898,3.898,45.000,5.620
