 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms587(a1-5b)-1.tif:0001-0580-0099:1,0.632,16.610,96.610,0.508,3.559,-84.560,3.644
2,ms587(a1-5b)-1.tif:0001-0580-0099:1,0.632,16.610,96.610,0.508,3.559,-84.560,3.644
3,ms587(a1-5b)-1.tif:0001-0611-0107:1,0.460,17.797,102.373,0.847,2.542,-71.565,2.609
4,ms587(a1-5b)-1.tif:0001-0764-0448:1,0.402,75.593,128.475,0.678,2.034,71.565,2.144
5,ms587(a1-5b)-1.tif:0001-0593-0484:1,0.345,81.186,100.339,1.864,0.508,-15.255,1.864
6,ms587(a1-5b)-1.tif:0001-0411-1010:1,0.201,171.017,69.322,0.508,0.847,63.435,1.011
7,ms587(a1-5b)-1.tif:0001-0741-1013:1,0.287,171.017,125.593,1.525,0.169,12.529,1.486
8,ms587(a1-5b)-1.tif:0001-0742-1028:1,0.345,173.390,125.763,1.864,0.000,180.000,1.808
9,ms587(a1-5b)-1.tif:0001-0659-1118:1,0.259,188.983,111.525,1.186,0.508,-14.036,1.323
10,ms587(a1-5b)-1.tif:0001-0423-1296:1,0.259,219.153,71.525,1.186,0.508,-14.036,1.323
11,ms587(a1-5b)-1.tif:0001-0507-1112:1,0.431,187.797,84.915,1.356,2.034,-56.310,2.444
12,ms587(a1-5b)-1.tif:0001-0491-0793:1,0.431,133.729,82.373,1.525,1.695,48.013,2.318
13,ms587(a1-5b)-1.tif:0001-0465-0835:1,0.431,140.508,78.305,2.203,1.017,24.775,2.376
14,ms587(a1-5b)-1.tif:0001-0727-0988:1,0.402,167.458,122.203,0.169,2.203,90.000,2.150
15,ms587(a1-5b)-1.tif:0001-0781-0726:1,0.345,123.051,131.525,0.169,1.864,84.806,1.822
16,ms587(a1-5b)-1.tif:0001-0744-0738:1,0.287,124.576,125.763,1.186,0.847,32.005,1.473
17,ms587(a1-5b)-1.tif:0001-0749-0716:1,0.259,121.186,126.441,0.508,1.186,-69.444,1.365
18,ms587(a1-5b)-1.tif:0001-0675-0725:1,0.460,122.881,113.220,0.169,2.542,93.814,2.488
