 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms510(a1-5b)-1.tif:0003-0283-0091:3,0.488,14.237,47.288,2.373,1.356,29.745,2.733
2,ms510(a1-5b)-1.tif:0003-0271-0117:3,0.460,18.644,45.593,2.373,0.847,19.654,2.501
3,ms510(a1-5b)-1.tif:0003-0446-0116:3,0.402,18.814,75.085,1.864,1.186,-32.471,2.132
4,ms510(a1-5b)-1.tif:0003-0311-0156:3,0.488,25.254,52.203,2.542,1.186,25.017,2.779
5,ms510(a1-5b)-1.tif:0003-0130-0507:3,0.632,84.576,21.186,2.881,1.864,33.690,3.510
6,ms510(a1-5b)-1.tif:0003-0114-0536:3,0.546,89.661,18.475,2.542,1.864,36.254,3.074
7,ms510(a1-5b)-1.tif:0003-0215-0552:3,0.402,92.712,35.932,1.864,1.186,-26.565,2.229
8,ms510(a1-5b)-1.tif:0003-0282-0443:3,0.345,74.407,47.119,1.356,1.356,-45.000,1.918
9,ms510(a1-5b)-1.tif:0003-0292-0561:3,0.488,94.068,48.814,2.203,1.525,34.695,2.667
10,ms510(a1-5b)-1.tif:0003-0229-0573:3,0.689,95.424,38.136,3.559,1.525,23.199,3.843
11,ms510(a1-5b)-1.tif:0003-0321-0550:3,0.402,92.881,53.390,0.847,2.203,72.897,2.288
12,ms510(a1-5b)-1.tif:0003-0289-0322:3,0.402,53.729,48.475,1.864,1.186,30.256,2.288
13,ms510(a1-5b)-1.tif:0003-0784-0761:3,0.488,128.305,131.864,1.525,2.203,-55.305,2.667
14,ms510(a1-5b)-1.tif:0003-0842-1132:3,0.575,190.339,142.542,3.220,0.508,6.009,3.196
15,ms510(a1-5b)-1.tif:0003-0833-1165:3,0.460,196.271,140.678,2.373,1.017,23.199,2.582
16,ms510(a1-5b)-1.tif:0003-0592-1306:3,0.488,220.000,100.000,2.712,0.678,-14.036,2.795
17,ms510(a1-5b)-1.tif:0003-0568-1282:3,0.517,216.441,95.254,1.864,2.203,-49.764,2.807
18,ms510(a1-5b)-1.tif:0003-0897-0073:3,0.661,11.695,150.339,1.356,3.390,68.199,3.651
19,ms510(a1-5b)-1.tif:0003-0903-0107:3,0.488,17.119,152.373,2.203,1.525,34.695,2.695
20,ms510(a1-5b)-1.tif:0003-0932-0192:3,0.373,31.525,157.797,2.034,0.508,14.036,2.084
21,ms510(a1-5b)-1.tif:0003-0843-0430:3,0.488,72.881,141.525,0.169,2.712,-90.000,2.714
22,ms510(a1-5b)-1.tif:0003-0881-0427:3,0.747,72.373,147.288,0.000,4.237,-90.000,4.181
23,ms510(a1-5b)-1.tif:0003-0851-0321:3,0.546,53.220,143.390,2.542,1.864,35.538,3.074
24,ms510(a1-5b)-1.tif:0003-0865-0285:3,0.776,46.271,145.932,4.237,1.525,19.799,4.431
25,ms510(a1-5b)-1.tif:0003-0622-0298:3,0.575,49.322,104.407,2.373,2.203,-42.879,3.277
26,ms510(a1-5b)-1.tif:0003-0670-0302:3,0.402,50.169,113.559,2.203,0.169,0.000,2.263
27,ms510(a1-5b)-1.tif:0003-0908-0559:3,0.632,93.390,152.881,2.881,2.203,35.218,3.548
28,ms510(a1-5b)-1.tif:0003-0952-0557:3,0.575,93.559,160.169,1.864,2.542,57.995,3.166
29,ms510(a1-5b)-1.tif:0003-0967-0412:3,0.460,69.661,162.712,0.339,2.542,82.405,2.621
30,ms510(a1-5b)-1.tif:0003-0942-0399:3,0.431,66.610,159.322,2.203,0.847,-17.103,2.394
31,ms510(a1-5b)-1.tif:0003-0293-1160:3,0.603,195.085,48.983,3.051,1.525,-29.055,3.437
32,ms510(a1-5b)-1.tif:0003-0321-0971:3,0.804,164.576,52.203,0.000,4.576,-90.000,4.633
33,ms510(a1-5b)-1.tif:0003-0518-1051:3,0.517,176.780,87.458,2.881,0.847,-17.354,2.966
34,ms510(a1-5b)-1.tif:0003-0540-1085:3,0.402,183.390,90.678,1.186,1.864,-57.529,2.132
35,ms510(a1-5b)-1.tif:0003-0340-0828:3,0.488,139.661,56.441,1.356,2.373,60.255,2.733
36,ms510(a1-5b)-1.tif:0003-0231-0720:3,0.460,120.847,38.814,2.373,0.847,-23.199,2.539
37,ms510(a1-5b)-1.tif:0003-0288-1081:3,0.546,182.373,47.627,1.864,2.373,-51.843,3.053
38,ms510(a1-5b)-1.tif:0003-0623-1117:3,0.546,188.644,104.237,1.525,2.712,-63.435,3.084
39,ms510(a1-5b)-1.tif:0003-0090-1305:3,0.546,220.339,14.068,1.695,2.542,57.995,3.103
40,ms510(a1-5b)-10.tif:0001-0195-1166:1,0.402,197.288,32.034,0.847,2.203,67.380,2.252
41,ms510(a1-5b)-10.tif:0001-0213-1149:1,0.402,194.576,35.085,0.508,2.203,80.538,2.161
42,ms510(a1-5b)-10.tif:0001-0143-1158:1,0.402,195.932,23.220,0.847,2.034,67.380,2.172
43,ms510(a1-5b)-10.tif:0001-0168-0905:1,0.431,152.373,27.966,2.034,1.186,-30.256,2.313
44,ms510(a1-5b)-10.tif:0001-0213-0961:1,0.402,162.203,35.254,1.356,1.695,-51.340,2.119
45,ms510(a1-5b)-10.tif:0001-0418-0992:1,0.517,167.966,69.492,0.339,2.881,83.290,2.808
46,ms510(a1-5b)-10.tif:0001-0449-0872:1,0.488,147.458,74.746,0.678,2.712,-75.069,2.713
47,ms510(a1-5b)-10.tif:0001-0458-1212:1,0.575,203.898,76.949,3.051,1.356,23.962,3.227
48,ms510(a1-5b)-10.tif:0001-0378-1161:1,0.488,196.441,62.712,0.847,2.712,-107.354,2.736
49,ms510(a1-5b)-10.tif:0001-0430-1157:1,0.373,196.102,71.864,0.000,2.034,-90.000,1.949
50,ms510(a1-5b)-10.tif:0001-0254-1172:1,0.546,198.644,41.525,0.169,3.051,-90.000,3.052
51,ms510(a1-5b)-10.tif:0001-0262-1160:1,0.431,195.932,43.390,1.356,2.034,56.310,2.374
52,ms510(a1-5b)-10.tif:0001-0222-1086:1,0.431,183.220,36.780,1.695,1.695,-41.987,2.338
53,ms510(a1-5b)-10.tif:0001-0498-0880:1,0.603,148.814,82.712,0.678,3.390,-78.690,3.457
54,ms510(a1-5b)-10.tif:0001-0560-0921:1,0.488,156.102,93.559,0.000,2.712,-90.000,2.712
55,ms510(a1-5b)-10.tif:0001-0569-0960:1,0.632,162.373,94.746,0.847,3.559,-103.392,3.640
56,ms510(a1-5b)-10.tif:0001-0565-0702:1,0.460,118.305,94.746,1.356,2.203,-58.392,2.544
57,ms510(a1-5b)-10.tif:0001-0464-0655:1,0.575,110.339,77.288,1.525,2.881,-63.435,3.146
58,ms510(a1-5b)-10.tif:0001-0649-0708:1,0.776,119.492,107.797,1.186,4.407,74.358,4.482
59,ms510(a1-5b)-10.tif:0001-0711-1025:1,0.804,173.390,118.305,0.678,4.576,-81.573,4.626
60,ms510(a1-5b)-10.tif:0001-0636-0596:1,0.632,99.492,107.119,3.220,1.525,-26.565,3.487
61,ms510(a1-5b)-10.tif:0001-0603-0337:1,0.776,56.780,100.000,0.847,4.407,-79.114,4.404
62,ms510(a1-5b)-10.tif:0001-0533-0316:1,0.948,53.559,87.627,0.169,5.424,-90.000,5.340
63,ms510(a1-5b)-10.tif:0001-0826-0399:1,0.632,67.627,138.305,0.169,3.559,-87.274,3.560
64,ms510(a1-5b)-10.tif:0001-0820-0339:1,0.345,56.610,138.814,1.864,0.339,-11.310,1.812
65,ms510(a1-5b)-10.tif:0001-0582-0313:1,0.575,52.881,97.119,0.508,3.220,-81.027,3.177
66,ms510(a1-5b)-10.tif:0001-0445-0418:1,0.575,70.508,73.898,0.847,3.051,-77.471,3.145
67,ms510(a1-5b)-10.tif:0001-0461-0309:1,0.517,51.525,76.949,1.695,2.542,59.036,2.938
68,ms510(a1-5b)-10.tif:0001-0562-0060:1,0.488,9.831,93.898,0.678,2.712,75.964,2.795
69,ms510(a1-5b)-10.tif:0001-0617-0050:1,0.689,7.966,102.712,1.186,3.729,71.565,3.832
70,ms510(a1-5b)-10.tif:0001-0213-0268:1,0.517,44.746,34.915,1.525,2.542,61.928,2.922
71,ms510(a1-5b)-10.tif:0001-0337-0080:1,0.833,12.542,54.915,2.034,4.407,-65.225,4.777
72,ms510(a1-5b)-10.tif:0001-0347-0052:1,0.488,7.966,57.797,1.864,2.034,-47.490,2.759
73,ms510(a1-5b)-10.tif:0001-0354-0192:1,0.575,32.203,58.475,0.678,3.220,78.111,3.291
74,ms510(a1-5b)-10.tif:0001-0419-0180:1,0.747,30.169,68.983,0.678,4.237,80.538,4.208
75,ms510(a1-5b)-10.tif:0001-0193-0138:1,0.460,23.390,31.525,0.000,2.542,-90.000,2.542
76,ms510(a1-5b)-10.tif:0001-0157-0410:1,0.488,68.814,25.593,1.525,2.203,-55.305,2.680
77,ms510(a1-5b)-10.tif:0001-0231-0586:1,0.747,99.153,37.119,0.508,4.237,83.157,4.184
78,ms510(a1-5b)-10.tif:0001-0031-0552:1,0.747,93.559,3.220,0.000,4.237,90.000,4.237
79,ms510(a1-5b)-10.tif:0001-0044-0584:1,0.632,98.983,5.763,0.000,3.559,90.000,3.559
80,ms510(a1-5b)-10.tif:0001-0072-1192:1,0.632,201.186,10.678,1.695,3.220,62.241,3.639
81,ms510(a1-5b)-10.tif:0001-0033-1206:1,0.546,204.068,4.068,0.847,3.051,76.759,3.063
82,ms510(a1-5b)-10.tif:0001-0031-1184:1,0.431,199.661,4.746,2.203,1.186,-30.256,2.428
83,ms510(a1-5b)-10.tif:0001-0078-0921:1,0.603,155.932,11.525,0.339,3.390,93.013,3.315
84,ms510(a1-5b)-10.tif:0001-0092-1326:1,0.488,224.068,14.407,1.356,2.373,-63.435,2.692
85,ms510(a1-5b)-10.tif:0001-0790-1304:1,0.661,219.153,133.729,3.729,0.339,5.440,3.660
86,ms510(a1-5b)-10.tif:0001-0719-1062:1,0.460,179.661,120.678,0.678,2.373,-74.055,2.468
87,ms510(a1-5b)-10.tif:0001-0770-1071:1,0.603,180.847,128.983,1.356,3.051,-66.038,3.305
88,ms510(a1-5b)-10.tif:0001-0543-0371:1,0.689,62.542,90.169,0.847,3.898,80.134,3.889
89,ms510(a1-5b)-10.tif:0001-0535-0111:1,0.402,18.475,89.661,0.678,2.034,-71.565,2.144
90,ms510(a1-5b)-10.tif:0001-0112-0860:1,0.488,145.424,17.627,0.678,2.712,75.069,2.713
91,ms510(a1-5b)-10.tif:0001-0199-0826:1,0.488,139.322,32.542,1.356,2.542,63.435,2.767
92,ms510(a1-5b)-2.tif:0003-0263-0445:3,0.575,74.068,43.898,2.881,1.525,30.466,3.238
93,ms510(a1-5b)-2.tif:0003-0248-0477:3,0.575,79.492,41.186,2.712,1.864,34.509,3.259
94,ms510(a1-5b)-2.tif:0003-0130-0395:3,0.575,65.593,21.356,2.881,1.525,-25.201,3.184
95,ms510(a1-5b)-2.tif:0003-0129-0793:3,0.345,134.068,21.017,0.847,1.695,63.435,1.921
96,ms510(a1-5b)-2.tif:0001-0301-0357:1,1.034,57.797,50.000,5.593,2.203,21.501,5.938
97,ms510(a1-5b)-2.tif:0001-0197-0338:1,0.603,55.593,33.390,3.390,0.169,-2.862,3.397
98,ms510(a1-5b)-2.tif:0001-0934-0565:1,0.517,95.085,157.119,1.525,2.542,59.036,2.887
99,ms510(a1-5b)-2.tif:0001-0861-0768:1,0.517,130.000,144.576,0.339,2.881,-96.710,2.957
100,ms510(a1-5b)-2.tif:0001-0975-0619:1,0.488,103.559,165.254,2.712,0.000,0.000,2.712
101,ms510(a1-5b)-2.tif:0001-0916-0698:1,0.373,117.797,154.407,1.186,1.695,-55.008,2.037
102,ms510(a1-5b)-2.tif:0001-0937-0706:1,0.402,119.492,157.797,0.339,2.203,81.254,2.173
103,ms510(a1-5b)-2.tif:0001-0631-0652:1,0.632,109.492,105.593,2.203,2.881,54.782,3.548
104,ms510(a1-5b)-2.tif:0001-0560-0747:1,0.747,124.576,94.576,4.068,0.847,11.768,4.167
105,ms510(a1-5b)-2.tif:0001-0666-0651:1,0.402,109.831,112.034,1.186,1.864,-59.744,2.288
106,ms510(a1-5b)-2.tif:0001-0984-0522:1,0.517,87.288,166.102,2.542,1.525,28.072,2.887
107,ms510(a1-5b)-2.tif:0001-0888-0840:1,0.345,141.525,150.339,1.864,0.508,-15.255,1.864
108,ms510(a1-5b)-2.tif:0001-0831-0815:1,0.517,136.949,140.169,2.373,1.525,32.735,2.852
109,ms510(a1-5b)-2.tif:0001-0719-0987:1,0.804,166.271,119.831,2.034,4.237,-64.359,4.649
110,ms510(a1-5b)-2.tif:0001-0627-0816:1,0.689,136.441,105.593,3.729,1.356,19.983,3.968
111,ms510(a1-5b)-2.tif:0001-0557-0394:1,0.373,66.102,93.729,1.525,1.525,48.366,2.077
112,ms510(a1-5b)-2.tif:0001-0695-0261:1,0.833,41.864,117.797,4.746,0.169,-2.045,4.747
113,ms510(a1-5b)-2.tif:0001-0689-0205:1,1.034,31.864,116.780,5.932,0.000,0.000,5.989
114,ms510(a1-5b)-2.tif:0001-0735-0191:1,0.488,31.525,123.559,1.864,2.034,50.194,2.721
115,ms510(a1-5b)-2.tif:0001-0758-0181:1,0.345,30.678,127.627,0.000,1.864,90.000,1.808
116,ms510(a1-5b)-2.tif:0001-0803-0307:1,0.919,50.508,134.068,3.220,4.068,-51.633,5.223
117,ms510(a1-5b)-2.tif:0001-0778-0268:1,0.776,43.729,130.678,3.559,2.542,-37.304,4.453
118,ms510(a1-5b)-2.tif:0001-0616-0058:1,0.460,9.322,103.220,1.017,2.373,66.801,2.582
119,ms510(a1-5b)-2.tif:0001-0110-0295:1,0.517,49.322,17.458,1.525,2.542,-59.036,2.887
120,ms510(a1-5b)-2.tif:0001-0195-0096:1,0.402,15.424,32.542,1.864,1.186,-26.565,2.229
121,ms510(a1-5b)-2.tif:0001-0175-0527:1,0.460,88.305,28.983,2.034,1.525,-39.806,2.577
122,ms510(a1-5b)-2.tif:0001-0011-0496:1,0.517,82.881,1.017,2.373,1.695,35.538,2.916
123,ms510(a1-5b)-2.tif:0001-0100-1226:1,0.517,206.441,16.780,2.881,0.339,6.710,2.957
124,ms510(a1-5b)-2.tif:0001-0037-0859:1,0.546,144.576,5.254,2.203,2.203,45.000,3.117
125,ms510(a1-5b)-2.tif:0001-0019-0876:1,0.373,147.797,2.542,1.356,1.525,48.366,1.999
126,ms510(a1-5b)-2.tif:0001-0141-0777:1,0.402,131.356,22.881,0.847,2.203,-72.897,2.288
127,ms510(a1-5b)-2.tif:0001-0810-1161:1,0.431,195.932,136.610,1.864,1.356,36.027,2.351
128,ms510(a1-5b)-2.tif:0001-0830-1117:1,0.402,188.814,139.831,1.017,1.864,61.390,2.173
129,ms510(a1-5b)-2.tif:0001-0822-1059:1,0.603,177.797,139.322,3.390,0.000,0.000,3.390
130,ms510(a1-5b)-3.tif:0001-0369-0785:1,0.977,130.339,62.373,5.593,0.508,5.194,5.565
131,ms510(a1-5b)-3.tif:0001-0366-0729:1,0.718,121.525,62.034,4.068,0.169,2.386,4.069
132,ms510(a1-5b)-3.tif:0001-0325-0707:1,0.373,119.661,54.237,0.508,1.864,75.964,2.002
133,ms510(a1-5b)-3.tif:0001-0455-0647:1,0.661,108.305,75.932,2.712,2.542,-45.000,3.756
134,ms510(a1-5b)-3.tif:0001-0391-0712:1,0.575,119.322,65.593,2.712,1.525,-29.358,3.140
135,ms510(a1-5b)-3.tif:0001-0211-0919:1,0.460,154.746,35.254,2.203,1.186,-28.301,2.481
136,ms510(a1-5b)-3.tif:0001-0315-0117:1,0.488,19.831,52.034,0.000,2.712,90.000,2.712
