 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms567(a1-5b)-1.tif:0003-0111-0542:3,0.230,91.864,18.305,0.000,1.186,-90.000,1.243
2,ms567(a1-5b)-1.tif:0003-0188-0429:3,0.718,71.017,31.017,3.559,1.695,-25.463,3.993
3,ms567(a1-5b)-1.tif:0003-0282-0630:3,0.488,105.593,47.119,2.373,1.525,-32.735,2.791
4,ms567(a1-5b)-1.tif:0003-0346-0680:3,0.345,114.576,57.966,1.356,1.356,45.000,1.918
5,ms567(a1-5b)-1.tif:0003-0071-0760:3,0.431,128.136,11.186,1.525,1.864,-56.310,2.418
6,ms567(a1-5b)-1.tif:0003-0067-0794:3,0.431,133.898,10.508,1.356,1.864,-53.973,2.351
7,ms567(a1-5b)-1.tif:0003-0235-0869:3,0.517,146.271,38.983,2.203,1.864,-42.709,2.881
8,ms567(a1-5b)-1.tif:0003-0099-0430:3,0.460,71.695,16.780,2.542,0.169,-3.814,2.496
9,ms567(a1-5b)-1.tif:0003-0115-0452:3,0.460,75.424,19.492,2.542,0.169,0.000,2.601
10,ms567(a1-5b)-1.tif:0003-0168-0368:3,0.431,61.864,27.458,1.186,2.034,-59.744,2.327
11,ms567(a1-5b)-1.tif:0003-0088-0537:3,0.402,90.000,14.915,2.203,0.169,-8.746,2.271
12,ms567(a1-5b)-1.tif:0003-0424-0609:3,0.632,101.695,71.356,3.220,1.186,-20.225,3.505
13,ms567(a1-5b)-1.tif:0003-0489-0646:3,0.460,108.305,82.881,2.542,0.169,0.000,2.488
14,ms567(a1-5b)-1.tif:0003-0440-0666:3,0.460,112.373,73.559,1.186,2.203,-61.699,2.481
15,ms567(a1-5b)-1.tif:0003-0363-0849:3,0.747,143.220,59.661,1.525,3.898,-68.629,4.155
16,ms567(a1-5b)-1.tif:0003-0293-0708:3,0.517,118.814,48.983,2.542,1.356,-28.072,2.832
17,ms567(a1-5b)-1.tif:0003-0316-0704:3,0.431,118.475,52.881,1.864,1.525,-42.274,2.402
18,ms567(a1-5b)-1.tif:0003-0467-0766:3,0.287,129.322,78.644,1.017,1.186,-49.399,1.520
19,ms567(a1-5b)-10.tif:0003-0555-1074:3,0.402,182.034,93.051,0.169,2.203,-98.746,2.271
20,ms567(a1-5b)-10.tif:0003-0571-1084:3,0.316,183.051,96.441,1.356,0.847,-32.005,1.630
21,ms567(a1-5b)-10.tif:0003-0575-0832:3,0.345,141.017,96.610,0.169,1.864,84.806,1.934
22,ms567(a1-5b)-10.tif:0003-0593-0833:3,0.201,141.017,100.000,0.339,1.017,108.435,1.072
23,ms567(a1-5b)-10.tif:0003-0667-0930:3,0.402,156.780,112.542,1.864,1.186,-32.471,2.288
24,ms567(a1-5b)-10.tif:0003-0605-0777:3,0.402,130.847,102.034,1.864,1.186,-32.471,2.194
25,ms567(a1-5b)-10.tif:0003-0588-0758:3,0.345,128.136,98.983,0.847,1.525,-59.036,1.822
26,ms567(a1-5b)-10.tif:0003-0835-0932:3,0.460,156.780,141.525,2.542,0.169,0.000,2.488
