 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms406(a1-3d)-1.tif:0001-0395-0812:1,0.575,136.780,65.593,1.695,2.712,-57.995,3.198
2,ms406(a1-3d)-1.tif:0001-0338-0615:1,0.632,103.220,55.932,2.203,2.881,-52.595,3.627
3,ms406(a1-3d)-1.tif:0001-0427-0571:1,0.546,95.932,71.186,1.695,2.542,-56.310,3.056
4,ms406(a1-3d)-10.tif:0002-0215-0458:2,0.460,76.441,36.102,2.542,0.678,-15.945,2.577
5,ms406(a1-3d)-10.tif:0002-0246-0433:2,0.431,72.373,41.525,2.203,0.508,12.995,2.305
6,ms406(a1-3d)-10.tif:0002-0264-0521:2,0.373,87.458,44.237,1.695,1.186,-38.660,2.102
7,ms406(a1-3d)-10.tif:0002-0259-0539:2,0.201,91.186,43.559,0.508,0.847,59.036,1.066
8,ms406(a1-3d)-10.tif:0002-0278-0560:2,0.316,94.237,46.949,1.525,0.339,-11.310,1.618
9,ms406(a1-3d)-10.tif:0002-0256-0651:2,0.575,108.814,43.220,3.220,0.508,-8.973,3.214
10,ms406(a1-3d)-10.tif:0002-0200-0602:2,0.230,101.695,33.559,0.847,0.847,-45.000,1.201
11,ms406(a1-3d)-10.tif:0002-0468-0952:2,0.373,160.847,78.644,1.186,1.525,-52.125,2.012
12,ms406(a1-3d)-10.tif:0002-0470-1056:2,0.402,178.136,79.153,1.864,1.186,-32.471,2.132
13,ms406(a1-3d)-10.tif:0002-0364-0994:2,0.259,167.966,61.525,1.186,0.508,23.199,1.365
14,ms406(a1-3d)-10.tif:0002-0440-0871:2,0.575,146.441,73.729,2.542,1.864,-36.254,3.232
15,ms406(a1-3d)-10.tif:0002-0472-0902:2,0.316,152.034,80.000,1.695,0.169,0.000,1.699
16,ms406(a1-3d)-10.tif:0002-0164-0799:2,0.431,134.407,27.627,2.203,0.508,12.095,2.305
17,ms406(a1-3d)-10.tif:0002-0469-0761:2,0.373,128.305,78.814,1.525,1.356,-41.634,1.999
18,ms406(a1-3d)-10.tif:0002-0460-0750:2,0.287,126.610,77.458,1.186,1.017,-36.870,1.606
19,ms406(a1-3d)-10.tif:0002-0472-0469:2,0.603,77.966,79.322,3.051,1.356,-23.962,3.339
20,ms406(a1-3d)-10.tif:0002-0833-0679:2,0.689,113.390,140.339,3.390,1.864,28.811,3.842
21,ms406(a1-3d)-10.tif:0002-0702-0484:2,0.373,81.356,118.305,1.356,1.525,48.366,2.084
22,ms406(a1-3d)-10.tif:0002-0637-0518:2,0.316,86.949,107.797,1.695,0.508,16.699,1.754
23,ms406(a1-3d)-10.tif:0002-0729-0325:2,0.402,54.407,122.712,1.525,1.695,-48.013,2.243
24,ms406(a1-3d)-10.tif:0002-0916-0438:2,0.402,73.220,154.915,2.034,0.678,-18.435,2.144
25,ms406(a1-3d)-10.tif:0002-0366-1020:2,0.661,171.186,61.525,3.559,1.017,-15.255,3.756
26,ms406(a1-3d)-10.tif:0002-0214-0624:2,0.517,104.576,35.593,2.542,1.356,-28.072,2.832
27,ms406(a1-3d)-10.tif:0002-0482-0628:2,0.488,105.254,81.017,2.373,1.356,-29.745,2.733
28,ms406(a1-3d)-10.tif:0002-0521-0676:2,0.345,114.068,87.627,1.186,1.525,-52.125,1.853
29,ms406(a1-3d)-10.tif:0001-0276-0501:1,0.632,83.220,46.441,3.559,0.847,-10.784,3.591
