 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms523(a1-c5)-1.tif:0001-0525-0808:1,0.661,135.254,88.475,3.559,1.017,-15.945,3.679
2,ms523(a1-c5)-1.tif:0001-0141-0595:1,0.460,100.339,22.881,1.186,2.203,-61.699,2.463
3,ms523(a1-c5)-1.tif:0001-0298-0605:1,0.488,101.356,49.831,2.373,1.525,31.608,2.704
4,ms523(a1-c5)-1.tif:0001-0264-0722:1,0.488,121.017,44.746,2.712,0.000,0.000,2.627
5,ms523(a1-c5)-1.tif:0001-0258-0752:1,0.488,126.102,43.559,2.712,0.508,10.620,2.759
6,ms523(a1-c5)-1.tif:0001-0567-0277:1,0.431,45.763,95.932,2.373,0.339,-8.130,2.397
7,ms523(a1-c5)-1.tif:0001-0566-0257:1,0.345,42.712,95.593,1.695,0.847,-26.565,1.895
8,ms523(a1-c5)-1.tif:0001-0737-0118:1,0.316,19.322,124.576,1.525,0.847,29.055,1.745
9,ms523(a1-c5)-1.tif:0001-0749-0094:1,0.230,15.424,126.780,1.017,0.508,18.435,1.102
10,ms523(a1-c5)-1.tif:0001-0578-0426:1,0.402,71.186,97.797,2.203,0.508,12.995,2.179
11,ms523(a1-c5)-1.tif:0001-0659-0373:1,0.402,62.203,111.186,2.034,1.017,22.620,2.161
12,ms523(a1-c5)-1.tif:0001-0634-0311:1,0.316,51.864,107.458,1.695,0.169,-5.711,1.619
13,ms523(a1-c5)-1.tif:0001-0689-0295:1,0.575,48.475,116.271,3.220,1.017,-18.435,3.271
14,ms523(a1-c5)-1.tif:0001-0108-1111:1,0.575,187.288,17.119,2.034,2.542,51.340,3.256
15,ms523(a1-c5)-1.tif:0001-0139-1120:1,0.431,188.814,23.051,2.203,1.017,-24.775,2.427
16,ms523(a1-c5)-1.tif:0001-0169-0950:1,0.460,160.000,27.966,2.203,1.356,-31.608,2.544
17,ms523(a1-c5)-1.tif:0001-0799-1140:1,0.747,191.525,134.237,3.559,2.373,33.690,4.208
18,ms523(a1-c5)-1.tif:0001-0934-1313:1,0.373,221.695,157.797,1.864,1.017,-26.565,2.009
19,ms523(a1-c5)-1.tif:0001-0779-0809:1,0.460,135.932,131.864,2.542,0.508,11.310,2.510
20,ms523(a1-c5)-1.tif:0001-0787-0771:1,0.517,129.492,132.712,2.542,1.525,30.964,2.922
21,ms523(a1-c5)-1.tif:0001-0778-0573:1,0.431,96.102,131.356,2.034,1.186,26.565,2.313
22,ms523(a1-c5)-1.tif:0001-0897-0112:1,0.718,17.627,150.678,2.881,2.881,-45.000,4.075
