 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms406(a1-b5)-1.tif:0001-0525-0360:1,0.603,59.661,87.966,2.712,2.034,36.870,3.390
2,ms406(a1-b5)-1.tif:0001-0496-0395:1,0.603,65.763,83.051,2.542,2.203,40.914,3.364
3,ms406(a1-b5)-1.tif:0001-0679-0544:1,0.460,91.864,113.898,0.847,2.373,70.346,2.520
4,ms406(a1-b5)-1.tif:0001-0712-0530:1,0.517,89.153,119.492,1.525,2.542,59.036,2.965
5,ms406(a1-b5)-1.tif:0001-0682-0644:1,0.603,108.305,114.237,1.695,2.881,59.534,3.343
6,ms406(a1-b5)-1.tif:0001-0686-0661:1,0.575,111.017,115.085,2.034,2.542,51.340,3.256
7,ms406(a1-b5)-1.tif:0001-0692-0679:1,0.661,113.559,116.271,3.220,2.034,32.276,3.809
8,ms406(a1-b5)-1.tif:0001-0753-0934:1,0.747,157.288,125.932,2.203,3.559,58.241,4.186
9,ms406(a1-b5)-1.tif:0001-0073-0578:1,0.546,97.627,10.847,0.678,3.051,77.471,3.125
10,ms406(a1-b5)-1.tif:0001-0081-0561:1,0.517,94.407,12.542,1.525,2.542,59.036,2.965
11,ms406(a1-b5)-1.tif:0001-0099-0624:1,0.460,104.576,16.271,2.373,1.017,-23.199,2.582
12,ms406(a1-b5)-1.tif:0001-0179-0690:1,0.402,116.610,29.322,0.847,2.034,67.380,2.203
13,ms406(a1-b5)-1.tif:0001-0262-0576:1,0.517,96.949,43.220,1.356,2.542,61.928,2.881
14,ms406(a1-b5)-1.tif:0001-0231-0610:1,0.460,102.373,38.475,2.034,1.525,36.870,2.542
15,ms406(a1-b5)-1.tif:0001-0126-0546:1,0.603,91.186,20.339,2.712,2.034,36.870,3.390
16,ms406(a1-b5)-1.tif:0001-0360-0879:1,0.632,147.797,59.661,2.373,2.712,48.814,3.603
17,ms406(a1-b5)-1.tif:0001-0414-0298:1,0.373,49.831,69.492,1.356,1.525,48.366,2.041
18,ms406(a1-b5)-1.tif:0001-0427-0281:1,0.402,46.949,71.695,1.525,1.525,45.000,2.157
19,ms406(a1-b5)-1.tif:0001-0739-0859:1,0.661,144.237,124.068,2.712,2.542,43.152,3.717
20,ms406(a1-b5)-1.tif:0001-0522-0514:1,0.517,86.780,87.119,0.847,2.712,72.646,2.841
21,ms406(a1-b5)-1.tif:0001-0892-0499:1,0.402,84.068,150.169,1.017,2.034,63.435,2.274
22,ms406(a1-b5)-1.tif:0001-0914-0627:1,0.373,105.593,154.237,1.356,1.525,48.366,2.041
23,ms406(a1-b5)-1.tif:0001-0933-0607:1,0.345,102.373,157.458,1.017,1.525,56.310,1.833
24,ms406(a1-b5)-1.tif:0001-0975-0860:1,0.632,144.237,164.407,3.051,1.695,29.055,3.490
25,ms406(a1-b5)-1.tif:0001-0942-0913:1,0.488,154.407,158.305,0.678,2.712,75.964,2.795
26,ms406(a1-b5)-1.tif:0001-0960-0943:1,0.402,159.153,161.864,1.356,1.695,51.340,2.171
27,ms406(a1-b5)-1.tif:0001-0966-0971:1,0.632,163.559,162.373,2.034,2.881,54.782,3.527
28,ms406(a1-b5)-1.tif:0001-0942-0986:1,0.345,166.610,158.983,1.186,1.525,52.125,1.933
29,ms406(a1-b5)-1.tif:0001-0601-0743:1,0.402,125.254,101.017,1.356,1.695,51.340,2.171
30,ms406(a1-b5)-1.tif:0001-0434-0471:1,0.431,78.814,73.051,2.203,1.017,24.775,2.427
31,ms406(a1-b5)-1.tif:0001-0456-0444:1,0.689,73.559,76.441,3.390,1.864,28.811,3.869
32,ms406(a1-b5)-1.tif:0001-0385-0881:1,0.460,148.305,64.576,2.034,1.525,36.870,2.542
33,ms406(a1-b5)-1.tif:0001-0407-0874:1,0.373,147.627,68.136,1.017,1.695,59.036,1.977
34,ms406(a1-b5)-1.tif:0001-0107-1049:1,0.402,177.288,17.119,1.017,2.034,-63.435,2.274
35,ms406(a1-b5)-1.tif:0001-0128-1050:1,0.373,177.288,21.017,1.356,1.525,48.366,2.041
36,ms406(a1-b5)-1.tif:0001-0129-1023:1,0.373,172.881,21.017,1.186,1.695,55.008,2.069
37,ms406(a1-b5)-1.tif:0001-0153-1008:1,0.460,170.339,24.746,1.017,2.373,66.801,2.582
38,ms406(a1-b5)-1.tif:0001-0100-1223:1,0.517,206.271,15.932,2.034,2.034,45.000,2.876
39,ms406(a1-b5)-1.tif:0001-0048-1314:1,0.661,221.525,6.780,2.542,2.712,46.848,3.717
40,ms406(a1-b5)-1.tif:0001-0444-0080:1,0.402,13.051,74.237,1.017,2.034,63.435,2.274
41,ms406(a1-b5)-1.tif:0001-0518-0258:1,0.776,43.051,85.763,1.356,4.237,-72.255,4.449
42,ms406(a1-b5)-1.tif:0001-0475-0247:1,0.891,41.356,78.136,1.186,4.915,-76.430,5.056
43,ms406(a1-b5)-1.tif:0001-0864-0461:1,0.603,76.780,145.424,2.712,2.034,36.870,3.390
44,ms406(a1-b5)-1.tif:0001-0854-0394:1,0.747,65.254,143.390,3.051,2.881,43.363,4.196
45,ms406(a1-b5)-1.tif:0001-0874-0369:1,0.517,61.356,147.288,2.373,1.695,35.538,2.916
46,ms406(a1-b5)-2.tif:0001-0083-0394:1,0.517,66.271,12.712,1.186,2.712,66.371,2.938
47,ms406(a1-b5)-2.tif:0001-0118-0347:1,0.431,58.475,18.983,0.847,2.203,68.962,2.394
48,ms406(a1-b5)-2.tif:0001-0093-0367:1,0.373,61.864,14.915,0.847,1.864,65.556,2.077
49,ms406(a1-b5)-2.tif:0001-0060-0578:1,0.488,97.288,8.983,1.525,2.373,60.255,2.791
50,ms406(a1-b5)-2.tif:0001-0040-0581:1,0.402,98.475,5.763,0.169,2.203,85.236,2.150
51,ms406(a1-b5)-2.tif:0001-0240-0458:1,0.517,77.288,39.322,0.847,2.712,-72.646,2.859
52,ms406(a1-b5)-2.tif:0001-0230-0443:1,0.316,74.407,38.814,1.525,0.508,18.435,1.680
