 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms585(a1-5b)-1.tif:0001-0278-0468:1,0.833,78.644,44.915,1.525,4.576,70.907,4.752
2,ms585(a1-5b)-1.tif:0001-0317-0453:1,0.862,76.271,51.356,1.186,4.746,74.055,4.906
3,ms585(a1-5b)-1.tif:0001-0423-1005:1,0.718,169.492,70.000,1.864,3.559,63.435,4.043
4,ms585(a1-5b)-1.tif:0001-0266-0835:1,0.575,140.000,44.915,3.220,0.508,-11.889,3.214
5,ms585(a1-5b)-1.tif:0001-0423-0910:1,0.661,152.542,71.017,3.559,1.356,20.854,3.756
6,ms585(a1-5b)-1.tif:0001-0424-0886:1,0.546,148.644,71.695,3.051,0.508,-9.462,3.084
7,ms585(a1-5b)-1.tif:0001-0097-0085:1,0.632,13.729,14.915,1.525,3.220,63.435,3.488
8,ms585(a1-5b)-1.tif:0001-0293-0143:1,0.402,23.220,49.661,2.203,0.169,4.399,2.150
9,ms585(a1-5b)-1.tif:0001-0609-0489:1,0.603,81.525,102.542,2.881,1.525,30.466,3.337
10,ms585(a1-5b)-1.tif:0001-0964-0775:1,0.747,131.356,161.356,0.169,4.237,87.709,4.182
11,ms585(a1-5b)-10.tif:0001-0590-0486:1,1.264,80.847,96.780,3.051,6.610,65.225,7.332
12,ms585(a1-5b)-10.tif:0001-0633-0465:1,0.575,78.475,105.763,0.847,3.220,75.256,3.290
13,ms585(a1-5b)-10.tif:0001-0627-0374:1,0.460,62.881,105.254,1.186,2.203,56.310,2.481
14,ms585(a1-5b)-10.tif:0001-0659-0357:1,0.546,59.831,110.339,1.525,2.712,60.642,3.084
15,ms585(a1-5b)-10.tif:0001-0717-0579:1,0.833,97.119,119.492,2.034,4.237,64.359,4.751
16,ms585(a1-5b)-10.tif:0001-0683-0595:1,0.488,100.169,114.746,1.525,2.203,55.305,2.695
17,ms585(a1-5b)-10.tif:0001-0611-0235:1,0.632,38.136,103.051,3.390,1.186,19.290,3.573
18,ms585(a1-5b)-10.tif:0001-0743-0322:1,0.402,54.068,125.085,1.186,1.864,53.973,2.194
19,ms585(a1-5b)-10.tif:0001-0722-0327:1,0.431,55.424,121.186,0.169,2.373,85.914,2.384
20,ms585(a1-5b)-10.tif:0001-0519-0586:1,0.632,98.475,86.441,1.695,3.220,62.241,3.589
21,ms585(a1-5b)-10.tif:0001-0481-0605:1,0.373,102.542,80.508,0.169,2.034,85.236,2.046
22,ms585(a1-5b)-10.tif:0001-0175-0224:1,0.718,36.102,29.322,3.898,0.847,-12.265,4.057
23,ms585(a1-5b)-10.tif:0001-0047-0353:1,0.546,58.305,7.966,3.051,0.169,3.180,3.053
24,ms585(a1-5b)-10.tif:0001-0327-0958:1,0.603,161.186,54.407,2.542,2.203,40.914,3.444
25,ms585(a1-5b)-10.tif:0001-0356-0934:1,0.661,157.119,58.983,2.542,2.881,48.576,3.763
26,ms585(a1-5b)-10.tif:0001-0308-0959:1,0.632,161.695,50.678,1.695,3.220,60.945,3.589
27,ms585(a1-5b)-10.tif:0001-0402-0826:1,0.661,139.492,66.441,1.017,3.559,74.055,3.647
