 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms585(a1-c5)-1.tif:0001-0219-0299:1,0.431,49.492,37.119,2.373,0.169,-4.086,2.384
2,ms585(a1-c5)-1.tif:0001-0219-0328:1,0.488,54.407,36.610,2.542,1.186,-25.017,2.779
3,ms585(a1-c5)-1.tif:0001-0188-0171:1,0.517,27.627,31.695,2.881,0.508,-10.008,2.881
4,ms585(a1-c5)-1.tif:0001-0180-0206:1,0.316,34.576,29.831,0.847,1.525,-66.038,1.769
5,ms585(a1-c5)-1.tif:0001-0822-0367:1,0.603,60.847,138.475,2.881,1.864,-32.905,3.354
6,ms585(a1-c5)-1.tif:0001-0852-0359:1,0.575,59.322,144.237,3.220,0.339,-6.009,3.294
7,ms585(a1-c5)-1.tif:0001-0775-0147:1,0.603,23.390,131.017,3.220,0.678,-11.889,3.346
8,ms585(a1-c5)-1.tif:0001-0567-1221:1,0.747,204.915,96.102,4.237,0.169,-2.203,4.300
9,ms585(a1-c5)-1.tif:0001-0789-0953:1,0.689,159.661,133.559,3.898,0.508,-7.765,3.883
10,ms585(a1-c5)-1.tif:0001-0612-0101:1,0.402,16.102,103.390,2.203,0.678,-17.103,2.251
11,ms585(a1-c5)-1.tif:0001-0956-0175:1,0.632,27.966,161.695,3.559,0.678,-10.784,3.568
12,ms585(a1-c5)-1.tif:0001-0235-0996:1,0.460,167.627,39.831,2.542,0.169,-3.576,2.609
13,ms585(a1-c5)-1.tif:0001-0252-0915:1,0.287,154.407,42.542,1.525,0.508,-23.962,1.574
14,ms585(a1-c5)-1.tif:0001-0269-0940:1,0.230,158.983,45.254,0.847,0.847,-45.000,1.201
15,ms585(a1-c5)-1.tif:0001-0261-0879:1,0.373,148.136,44.068,1.864,0.339,-10.305,1.951
16,ms585(a1-c5)-1.tif:0001-0288-1221:1,0.431,205.763,48.644,2.373,0.508,12.095,2.416
17,ms585(a1-c5)-10.tif:0001-0183-1142:1,0.460,193.390,29.831,0.508,2.542,77.905,2.527
18,ms585(a1-c5)-10.tif:0001-0157-1153:1,0.373,195.085,25.763,0.678,1.864,70.017,2.037
19,ms585(a1-c5)-10.tif:0001-0199-1136:1,0.402,192.203,32.712,0.678,2.203,72.897,2.251
20,ms585(a1-c5)-10.tif:0001-0227-1065:1,0.661,179.322,37.288,2.542,2.542,45.000,3.675
21,ms585(a1-c5)-10.tif:0001-0330-0760:1,0.373,128.475,55.085,0.847,1.864,65.556,2.021
22,ms585(a1-c5)-10.tif:0001-0250-0896:1,0.345,151.864,41.525,0.169,1.864,-84.806,1.822
23,ms585(a1-c5)-10.tif:0001-0702-0050:1,0.402,7.966,118.136,1.017,1.864,61.390,2.173
24,ms585(a1-c5)-10.tif:0001-0718-0044:1,0.402,6.949,120.678,1.017,2.034,63.435,2.274
25,ms585(a1-c5)-10.tif:0001-0824-0421:1,0.316,71.017,138.983,0.847,1.525,60.945,1.725
26,ms585(a1-c5)-10.tif:0001-0770-0214:1,0.517,36.271,129.153,0.000,2.881,-90.000,2.938
27,ms585(a1-c5)-10.tif:0001-0832-0257:1,0.460,42.881,140.000,1.356,2.203,58.392,2.539
28,ms585(a1-c5)-10.tif:0001-0765-0628:1,0.460,106.102,128.475,0.678,2.542,75.069,2.577
29,ms585(a1-c5)-10.tif:0001-0909-0511:1,0.431,86.271,153.051,0.678,2.203,72.897,2.359
30,ms585(a1-c5)-10.tif:0001-0677-0050:1,0.316,8.136,114.068,0.678,1.525,-66.038,1.721
31,ms585(a1-c5)-10.tif:0002-0203-0575:2,0.402,97.119,33.390,0.847,2.034,67.380,2.182
32,ms585(a1-c5)-10.tif:0002-0179-0587:2,0.488,99.153,29.153,0.678,2.542,75.069,2.686
33,ms585(a1-c5)-10.tif:0002-0105-0415:2,0.546,69.831,16.441,1.186,2.712,66.371,2.983
34,ms585(a1-c5)-10.tif:0002-0121-0386:2,0.661,64.407,18.983,2.203,3.051,54.162,3.797
35,ms585(a1-c5)-10.tif:0002-0614-0784:2,0.460,132.203,103.051,1.525,2.034,56.310,2.509
36,ms585(a1-c5)-10.tif:0002-0725-0752:2,0.689,126.949,121.186,1.186,3.559,71.565,3.823
37,ms585(a1-c5)-10.tif:0002-0661-0561:2,0.431,94.915,111.017,0.508,2.203,-102.995,2.329
38,ms585(a1-c5)-10.tif:0002-0738-0479:2,0.488,80.169,124.237,2.203,1.695,37.569,2.735
39,ms585(a1-c5)-10.tif:0002-0349-0493:2,0.546,83.220,57.797,0.847,2.881,73.610,3.042
40,ms585(a1-c5)-10.tif:0002-0429-0509:2,0.575,85.932,71.186,0.847,3.051,-74.476,3.152
41,ms585(a1-c5)-10.tif:0002-0428-0383:2,0.373,64.576,71.695,0.847,1.864,63.435,2.021
42,ms585(a1-c5)-10.tif:0002-0257-0021:2,0.575,3.220,42.034,0.847,3.220,71.565,3.290
43,ms585(a1-c5)-10.tif:0002-0324-0050:2,0.402,7.966,54.068,1.186,1.864,57.529,2.132
44,ms585(a1-c5)-2.tif:0002-0291-0349:2,0.345,58.644,48.644,1.017,1.525,56.310,1.881
45,ms585(a1-c5)-2.tif:0002-0319-0341:2,0.345,57.797,53.220,0.169,1.864,101.310,1.822
46,ms585(a1-c5)-2.tif:0002-0373-0505:2,0.402,85.424,62.203,0.508,2.203,77.005,2.220
47,ms585(a1-c5)-2.tif:0002-0338-0506:2,0.373,85.593,56.441,0.339,1.864,-80.538,1.951
48,ms585(a1-c5)-2.tif:0002-0304-0615:2,0.287,104.237,50.847,0.169,1.525,-75.964,1.486
49,ms585(a1-c5)-2.tif:0002-0328-0616:2,0.373,104.237,54.746,0.339,1.864,99.462,1.951
50,ms585(a1-c5)-2.tif:0001-0436-0591:1,0.431,100.169,72.712,0.169,2.373,81.870,2.384
51,ms585(a1-c5)-2.tif:0001-0222-0047:1,0.517,7.288,36.441,1.525,2.373,54.462,2.852
52,ms585(a1-c5)-2.tif:0001-0183-0555:1,0.345,94.068,30.169,0.169,1.864,84.806,1.924
53,ms585(a1-c5)-2.tif:0001-0318-0429:1,0.747,72.034,52.034,1.525,3.898,66.501,4.259
54,ms585(a1-c5)-2.tif:0001-0348-0327:1,0.402,55.085,57.966,0.847,2.203,-67.380,2.288
55,ms585(a1-c5)-2.tif:0001-0373-0366:1,0.345,61.695,62.542,0.847,1.525,-63.435,1.822
56,ms585(a1-c5)-2.tif:0001-0022-1048:1,0.345,177.458,2.881,0.339,1.864,-79.695,1.839
57,ms585(a1-c5)-2.tif:0001-0485-0625:1,0.316,105.763,81.525,0.508,1.525,73.301,1.645
58,ms585(a1-c5)-2.tif:0001-0497-0630:1,0.287,106.271,83.729,1.186,1.017,-45.000,1.520
59,ms585(a1-c5)-2.tif:0001-0628-0537:1,0.287,90.847,105.763,0.508,1.525,69.444,1.537
60,ms585(a1-c5)-2.tif:0001-0650-0527:1,0.345,89.153,109.322,0.508,1.695,73.301,1.787
61,ms585(a1-c5)-2.tif:0001-0741-0364:1,0.402,61.695,124.576,0.169,2.203,85.601,2.150
62,ms585(a1-c5)-2.tif:0001-0888-0610:1,0.575,102.373,149.322,2.034,2.542,51.340,3.212
63,ms585(a1-c5)-2.tif:0001-0691-1029:1,0.632,173.390,115.763,2.034,2.881,54.782,3.481
64,ms585(a1-c5)-2.tif:0001-0707-0975:1,0.546,163.898,119.661,2.881,0.508,-9.462,2.992
65,ms585(a1-c5)-2.tif:0001-0826-0952:1,0.402,161.017,139.153,0.847,1.864,67.380,2.123
66,ms585(a1-c5)-2.tif:0001-0560-1274:1,0.431,215.085,94.068,1.695,1.695,45.000,2.397
67,ms585(a1-c5)-2.tif:0001-0512-1070:1,0.373,181.186,85.932,0.508,1.864,-70.017,2.002
68,ms585(a1-c5)-2.tif:0001-0759-1329:1,0.345,225.254,127.797,0.169,1.864,-85.236,1.924
69,ms585(a1-c5)-2.tif:0001-0949-1269:1,0.316,214.407,160.678,1.525,0.508,-16.699,1.645
70,ms585(a1-c5)-2.tif:0001-0942-1252:1,0.373,211.356,159.322,1.864,0.678,-18.435,2.037
71,ms585(a1-c5)-2.tif:0001-0642-1097:1,0.431,185.593,107.797,0.847,2.203,68.962,2.434
72,ms585(a1-c5)-2.tif:0001-0628-1107:1,0.316,186.949,106.102,1.356,0.847,36.870,1.630
73,ms585(a1-c5)-2.tif:0001-0146-0831:1,0.661,140.508,22.881,0.847,3.729,77.196,3.812
74,ms585(a1-c5)-2.tif:0001-0107-0839:1,0.431,141.864,17.119,0.847,2.203,65.225,2.329
75,ms585(a1-c5)-2.tif:0001-0307-0817:1,0.460,138.136,50.847,0.847,2.373,70.346,2.539
76,ms585(a1-c5)-2.tif:0001-0323-0799:1,0.431,134.576,54.068,1.864,1.525,39.289,2.418
77,ms585(a1-c5)-2.tif:0001-0246-1190:1,0.488,201.186,40.508,1.186,2.542,64.983,2.731
78,ms585(a1-c5)-2.tif:0001-0220-1278:1,0.575,215.424,36.271,2.542,2.034,38.660,3.212
79,ms585(a1-c5)-2.tif:0001-0193-1298:1,0.804,220.000,30.508,0.169,4.576,90.000,4.521
80,ms585(a1-c5)-2.tif:0001-0710-0252:1,0.345,42.712,119.492,0.169,1.864,84.806,1.934
81,ms585(a1-c5)-2.tif:0001-0695-0251:1,0.402,41.864,117.119,1.525,1.525,-41.987,2.237
82,ms585(a1-c5)-2.tif:0001-0721-0073:1,0.460,11.864,121.186,1.186,2.203,-65.225,2.527
83,ms585(a1-c5)-2.tif:0001-0287-0247:1,0.488,41.864,47.288,0.169,2.712,93.576,2.721
84,ms585(a1-c5)-2.tif:0001-0090-0052:1,0.431,8.305,14.237,1.186,2.034,56.310,2.384
85,ms585(a1-c5)-3.tif:0001-0586-0507:1,0.718,85.932,97.288,0.169,4.068,-87.614,4.074
86,ms585(a1-c5)-3.tif:0001-0490-0743:1,0.575,125.932,81.525,0.000,3.220,-90.000,3.277
87,ms585(a1-c5)-3.tif:0001-0579-0771:1,0.345,130.339,97.288,0.678,1.695,68.199,1.825
88,ms585(a1-c5)-3.tif:0001-0545-0777:1,0.661,131.695,90.508,0.000,3.729,90.000,3.729
89,ms585(a1-c5)-3.tif:0002-0319-0774:2,0.603,130.508,52.542,1.356,3.051,-66.038,3.339
90,ms585(a1-c5)-3.tif:0002-0396-1157:2,0.488,196.102,65.763,0.169,2.712,-86.424,2.714
91,ms585(a1-c5)-3.tif:0002-0371-1196:2,0.460,202.542,61.695,0.508,2.542,-78.690,2.527
92,ms585(a1-c5)-3.tif:0002-0554-1174:2,0.488,198.814,92.542,0.508,2.712,79.380,2.749
93,ms585(a1-c5)-3.tif:0002-0573-1177:2,0.517,198.136,96.780,2.712,0.847,-17.354,2.859
94,ms585(a1-c5)-3.tif:0002-0588-1168:2,0.287,197.797,98.983,0.508,1.356,69.444,1.469
95,ms585(a1-c5)-3.tif:0002-0736-0771:2,0.345,130.339,123.898,0.678,1.695,68.199,1.825
96,ms585(a1-c5)-3.tif:0002-0721-0770:2,0.259,130.508,121.525,0.169,1.356,90.000,1.361
