 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms584(a1-3d)-2.tif:0001-0203-0414:1,0.632,68.814,33.390,2.881,2.203,37.405,3.618
2,ms584(a1-3d)-2.tif:0001-0176-0461:1,1.034,75.254,29.322,5.763,1.186,11.634,5.895
3,ms584(a1-3d)-2.tif:0001-0510-0464:1,0.689,76.780,86.102,3.898,0.678,10.305,3.901
4,ms584(a1-3d)-2.tif:0001-0503-0510:1,0.402,85.424,84.746,1.864,1.186,32.471,2.288
5,ms584(a1-3d)-2.tif:0001-0596-0510:1,0.575,85.085,100.339,2.881,1.525,27.897,3.184
6,ms584(a1-3d)-2.tif:0001-0610-0225:1,0.546,36.780,103.051,2.881,0.847,16.390,3.074
7,ms584(a1-3d)-2.tif:0001-0624-0202:1,0.747,32.203,105.254,4.068,1.186,16.260,4.253
8,ms584(a1-3d)-2.tif:0001-0131-0707:1,0.689,117.966,21.695,3.729,1.186,-15.255,3.896
9,ms584(a1-3d)-2.tif:0001-0111-0691:1,0.546,115.932,17.966,2.542,1.695,33.690,3.009
10,ms584(a1-3d)-2.tif:0001-0098-0726:1,0.517,121.695,16.610,2.881,0.169,0.000,2.827
11,ms584(a1-3d)-2.tif:0001-0084-0663:1,0.632,110.678,13.729,3.390,1.186,19.290,3.573
12,ms584(a1-3d)-2.tif:0001-0179-0757:1,0.718,126.441,30.000,3.898,0.678,-9.462,4.012
13,ms584(a1-3d)-2.tif:0001-0175-0792:1,0.575,132.712,29.661,3.220,0.169,3.180,3.172
14,ms584(a1-3d)-2.tif:0001-0393-0940:1,1.120,156.780,64.915,5.254,3.559,34.114,6.425
15,ms584(a1-3d)-2.tif:0001-0068-1095:1,0.776,183.559,11.017,4.237,1.186,-16.260,4.331
16,ms584(a1-3d)-2.tif:0001-0058-1141:1,0.833,191.186,9.322,4.576,1.186,15.945,4.797
17,ms584(a1-3d)-2.tif:0001-0208-1272:1,0.575,214.237,34.576,2.881,1.525,25.201,3.184
18,ms584(a1-3d)-2.tif:0001-0219-1197:1,0.747,201.017,36.441,3.898,1.525,21.371,4.155
19,ms584(a1-3d)-2.tif:0001-0364-0078:1,0.603,11.525,61.525,3.390,0.339,5.711,3.407
20,ms584(a1-3d)-2.tif:0001-0154-0067:1,0.546,10.000,25.593,2.712,1.186,23.629,2.983
21,ms584(a1-3d)-2.tif:0001-0076-0223:1,0.431,36.780,12.373,2.034,1.186,33.690,2.384
22,ms584(a1-3d)-2.tif:0001-0104-0406:1,0.747,66.780,17.119,4.237,1.017,14.036,4.303
23,ms584(a1-3d)-2.tif:0001-0542-0396:1,1.005,64.407,90.847,5.424,2.203,22.109,5.833
24,ms584(a1-3d)-2.tif:0001-0514-0485:1,1.350,78.644,85.763,7.288,2.881,21.571,7.764
25,ms584(a1-3d)-2.tif:0001-0675-0516:1,0.402,86.441,113.898,2.034,1.017,26.565,2.274
26,ms584(a1-3d)-2.tif:0001-0781-0401:1,0.460,66.780,131.864,2.373,1.017,23.199,2.582
27,ms584(a1-3d)-2.tif:0001-0550-0757:1,0.488,127.119,92.712,2.542,1.186,21.801,2.731
28,ms584(a1-3d)-2.tif:0001-0329-0408:1,0.747,67.119,55.254,4.068,1.186,16.260,4.222
29,ms584(a1-3d)-2.tif:0001-0557-1148:1,0.488,193.390,94.068,2.542,0.847,18.435,2.717
30,ms584(a1-3d)-2.tif:0001-0571-1125:1,0.689,188.983,96.102,3.559,1.356,20.854,3.862
31,ms584(a1-3d)-2.tif:0001-0964-0329:1,0.632,54.237,162.542,3.220,1.695,29.055,3.589
32,ms584(a1-3d)-2.tif:0001-0261-0264:1,0.460,43.559,44.237,2.542,0.000,0.000,2.486
33,ms584(a1-3d)-2.tif:0001-0365-0217:1,0.517,35.424,61.525,2.712,0.847,17.354,2.825
34,ms584(a1-3d)-2.tif:0001-0373-0175:1,1.092,26.610,62.712,6.271,1.017,9.211,6.297
35,ms584(a1-3d)-2.tif:0001-0259-0313:1,0.402,52.034,43.898,2.203,0.169,-4.086,2.263
36,ms584(a1-3d)-2.tif:0001-0340-0454:1,0.517,75.593,57.627,2.881,0.169,3.576,2.834
37,ms584(a1-3d)-2.tif:0001-0227-0114:1,0.689,17.458,37.966,3.729,1.186,17.650,3.931
38,ms584(a1-3d)-2.tif:0001-0092-0028:1,0.603,3.220,14.915,3.051,1.525,26.565,3.437
39,ms584(a1-3d)-3.tif:0002-0808-0487:2,0.948,80.508,135.424,4.237,3.220,36.158,5.401
40,ms584(a1-3d)-3.tif:0002-0656-0350:2,0.661,57.797,110.339,3.220,1.864,32.276,3.701
41,ms584(a1-3d)-3.tif:0002-0626-0943:2,0.718,158.305,104.915,3.220,2.542,38.290,4.024
42,ms584(a1-3d)-3.tif:0002-0641-0921:2,0.431,155.932,107.627,0.508,2.203,-102.095,2.329
43,ms584(a1-3d)-3.tif:0002-0569-0863:2,0.603,145.424,95.085,1.864,2.881,57.095,3.354
44,ms584(a1-3d)-3.tif:0002-1003-0945:2,0.431,159.322,169.322,1.864,1.525,39.289,2.402
45,ms584(a1-3d)-3.tif:0002-0590-1333:2,0.747,224.576,98.475,2.712,3.220,49.899,4.253
46,ms584(a1-3d)-3.tif:0002-0802-1143:2,0.603,192.203,135.424,3.220,1.017,17.526,3.431
47,ms584(a1-3d)-3.tif:0001-0556-0908:1,0.891,151.864,92.881,4.237,2.712,32.619,5.078
48,ms584(a1-3d)-3.tif:0001-0513-0963:1,0.689,161.864,85.763,2.881,2.542,41.424,3.838
49,ms584(a1-3d)-3.tif:0001-0016-0286:1,0.718,46.610,1.864,3.729,1.695,24.444,4.096
50,ms584(a1-3d)-3.tif:0001-0069-0607:1,0.431,101.864,11.017,2.034,1.356,33.690,2.444
51,ms584(a1-3d)-3.tif:0001-0704-0601:1,0.373,101.186,118.644,1.525,1.356,41.634,1.999
52,ms584(a1-3d)-3.tif:0001-0716-0572:1,0.316,96.441,120.847,1.186,1.186,41.186,1.680
53,ms584(a1-3d)-3.tif:0001-0727-0576:1,1.034,95.085,121.864,5.254,2.712,27.300,5.863
54,ms584(a1-3d)-3.tif:0001-0597-0333:1,0.402,55.593,100.847,1.864,0.847,24.444,2.123
55,ms584(a1-3d)-3.tif:0001-0603-0319:1,0.373,53.220,102.034,1.864,0.508,15.255,2.002
56,ms584(a1-3d)-3.tif:0001-0546-0192:1,0.517,31.356,91.695,2.373,1.695,35.538,2.916
57,ms584(a1-3d)-3.tif:0001-0855-0320:1,0.517,52.881,144.746,2.881,0.508,7.125,2.861
58,ms584(a1-3d)-3.tif:0001-0862-0291:1,0.316,48.644,145.932,1.525,0.339,12.529,1.618
59,ms584(a1-3d)-3.tif:0001-0760-0325:1,0.689,53.390,127.966,3.390,1.864,30.964,3.896
60,ms584(a1-3d)-3.tif:0001-0794-0154:1,0.689,24.576,133.390,3.051,2.542,39.806,3.935
61,ms584(a1-3d)-3.tif:0001-0820-0106:1,0.488,16.780,138.475,2.542,1.017,20.556,2.791
62,ms584(a1-3d)-4.tif:0002-0152-0942:2,0.488,158.644,24.915,2.203,1.695,37.569,2.780
63,ms584(a1-3d)-4.tif:0002-0074-0903:2,1.207,150.169,10.847,5.932,3.559,30.964,6.918
64,ms584(a1-3d)-4.tif:0002-0118-0972:2,0.833,163.220,18.305,3.051,3.559,49.399,4.688
65,ms584(a1-3d)-4.tif:0002-0092-1078:2,0.948,180.339,14.407,4.915,2.373,25.769,5.458
66,ms584(a1-3d)-4.tif:0002-0198-0520:2,0.833,85.932,32.712,4.407,1.864,22.932,4.785
67,ms584(a1-3d)-4.tif:0002-0178-0604:2,0.804,101.017,28.475,2.881,3.559,51.009,4.579
68,ms584(a1-3d)-4.tif:0002-0046-0963:2,1.867,159.492,3.898,7.458,7.797,46.273,10.789
69,ms584(a1-3d)-4.tif:0002-0023-1046:2,0.632,175.763,3.220,3.220,1.525,25.346,3.563
70,ms584(a1-3d)-4.tif:0002-0550-0493:2,0.891,81.356,92.203,4.576,2.034,23.962,5.008
71,ms584(a1-3d)-4.tif:0002-0372-0867:2,0.632,145.424,62.373,3.220,1.356,-22.834,3.494
72,ms584(a1-3d)-4.tif:0002-0358-0988:2,0.575,165.932,60.339,3.220,0.678,11.889,3.291
73,ms584(a1-3d)-4.tif:0002-0356-1200:2,0.747,202.034,58.814,2.881,3.051,46.637,4.196
74,ms584(a1-3d)-4.tif:0002-0366-1223:2,0.747,205.424,61.186,3.729,1.864,26.565,4.169
75,ms584(a1-3d)-4.tif:0002-0487-1237:2,0.661,208.136,81.525,3.220,2.034,32.276,3.809
76,ms584(a1-3d)-4.tif:0002-0653-1282:2,0.977,215.085,109.153,4.576,3.220,35.134,5.596
77,ms584(a1-3d)-4.tif:0002-0116-0541:2,0.776,90.000,18.305,3.559,2.712,37.304,4.475
78,ms584(a1-3d)-4.tif:0002-0669-0020:2,0.862,1.186,112.373,4.407,2.203,26.565,4.927
