 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms461(a1-3d)-1.tif:0002-0514-0670:2,0.776,111.864,85.932,3.559,2.542,-35.538,4.374
2,ms461(a1-3d)-1.tif:0002-0440-0542:2,0.632,90.339,73.729,3.051,1.864,-31.430,3.575
3,ms461(a1-3d)-1.tif:0002-0475-0913:2,0.402,154.068,79.661,1.356,1.864,-53.973,2.260
4,ms461(a1-3d)-1.tif:0002-0448-0722:2,0.402,121.695,75.085,1.356,1.864,-51.340,2.260
5,ms461(a1-3d)-1.tif:0002-0320-0564:2,0.431,94.746,53.559,1.695,1.525,-41.987,2.318
6,ms461(a1-3d)-1.tif:0002-0362-0647:2,0.316,109.492,60.678,0.508,1.525,-73.301,1.680
7,ms461(a1-3d)-1.tif:0002-0361-0459:2,0.345,77.119,60.678,1.356,1.186,-45.000,1.839
8,ms461(a1-3d)-1.tif:0002-0649-0557:2,0.575,93.051,109.492,2.881,1.186,-25.201,3.190
9,ms461(a1-3d)-1.tif:0002-0638-0783:2,0.431,132.542,107.119,0.508,2.203,-77.005,2.305
10,ms461(a1-3d)-1.tif:0002-0567-0890:2,0.546,150.000,94.915,1.864,2.373,-54.462,2.983
11,ms461(a1-3d)-1.tif:0002-0657-0820:2,0.373,138.475,110.508,1.017,1.864,-61.390,2.074
12,ms461(a1-3d)-1.tif:0002-0637-0817:2,0.402,137.627,107.288,1.695,1.525,-38.660,2.243
13,ms461(a1-3d)-1.tif:0002-0285-0480:2,0.546,80.000,48.136,2.881,0.508,-10.008,2.992
14,ms461(a1-3d)-1.tif:0002-0263-0461:2,0.345,77.458,44.068,1.525,1.017,-30.964,1.881
15,ms461(a1-3d)-1.tif:0002-0343-0071:2,0.776,10.000,57.627,4.237,1.186,-15.068,4.440
16,ms461(a1-3d)-1.tif:0002-0107-0676:2,0.373,114.407,17.119,0.508,2.034,-71.565,2.111
17,ms461(a1-3d)-1.tif:0002-0076-0665:2,0.460,112.034,11.864,1.356,2.203,-56.310,2.539
18,ms461(a1-3d)-1.tif:0002-0816-1061:2,0.460,179.322,137.288,1.186,2.203,113.199,2.527
19,ms461(a1-3d)-1.tif:0002-0990-1115:2,0.431,188.305,166.780,1.356,2.034,-56.310,2.444
20,ms461(a1-3d)-1.tif:0002-1014-1128:2,0.431,190.678,170.847,1.017,2.203,-65.225,2.376
21,ms461(a1-3d)-1.tif:0002-0547-0487:2,0.460,81.525,92.034,2.203,1.525,-31.608,2.601
22,ms461(a1-3d)-1.tif:0002-0578-0519:2,0.517,86.780,97.288,2.373,1.525,-32.735,2.852
23,ms461(a1-3d)-1.tif:0002-0711-0511:2,0.517,85.593,119.661,2.034,1.864,-42.510,2.798
24,ms461(a1-3d)-1.tif:0002-0735-0541:2,0.747,90.000,123.559,3.559,2.203,-29.745,4.205
25,ms461(a1-3d)-1.tif:0002-0673-0589:2,0.373,99.492,113.220,0.847,1.864,-65.556,1.973
26,ms461(a1-3d)-1.tif:0002-0637-0359:2,0.431,59.831,107.797,2.203,0.508,-12.095,2.329
27,ms461(a1-3d)-1.tif:0002-0073-0488:2,0.431,82.373,11.356,0.847,2.203,-70.346,2.394
28,ms461(a1-3d)-1.tif:0002-0237-0429:2,0.345,71.864,39.831,1.864,0.678,-19.983,1.931
29,ms461(a1-3d)-1.tif:0002-0306-0700:2,0.316,117.966,51.356,1.356,1.186,-36.870,1.765
30,ms461(a1-3d)-1.tif:0002-0287-0683:2,0.373,115.254,47.797,1.017,1.695,-59.036,1.977
31,ms461(a1-3d)-1.tif:0002-0432-0512:2,0.460,85.593,73.220,2.542,0.169,-7.595,2.609
32,ms461(a1-3d)-1.tif:0002-0535-0843:2,0.402,142.373,89.831,1.186,1.864,-57.529,2.288
33,ms461(a1-3d)-1.tif:0002-0281-1001:2,0.517,168.305,47.119,2.712,1.017,-20.556,2.896
34,ms461(a1-3d)-1.tif:0002-0484-1266:2,0.460,213.898,81.017,1.525,2.034,-53.130,2.577
35,ms461(a1-3d)-1.tif:0002-0502-1289:2,0.517,217.119,85.085,2.881,0.169,-3.366,2.940
36,ms461(a1-3d)-1.tif:0002-0148-1111:2,0.661,187.119,23.729,2.542,2.712,-48.814,3.679
37,ms461(a1-3d)-1.tif:0002-0237-1129:2,0.431,190.169,40.000,2.373,0.508,-12.095,2.416
38,ms461(a1-3d)-1.tif:0002-0252-1222:2,0.402,206.441,42.034,1.525,1.525,-48.013,2.237
39,ms461(a1-3d)-1.tif:0002-0179-1306:2,0.488,220.508,29.492,1.864,1.864,-42.510,2.638
40,ms461(a1-3d)-1.tif:0002-0618-0311:2,0.460,52.712,103.559,0.000,2.542,90.000,2.599
41,ms461(a1-3d)-10.tif:0001-0077-0842:1,0.345,142.712,12.203,0.169,1.864,-90.000,1.811
42,ms461(a1-3d)-10.tif:0001-0088-0918:1,0.517,155.424,13.559,0.508,2.881,79.380,2.881
43,ms461(a1-3d)-10.tif:0001-0256-0769:1,0.460,130.339,42.203,0.169,2.542,-93.814,2.488
44,ms461(a1-3d)-10.tif:0001-0213-0695:1,0.546,117.458,34.746,0.678,2.881,76.759,3.015
45,ms461(a1-3d)-10.tif:0001-0179-0707:1,0.603,119.153,28.814,1.525,3.051,63.435,3.386
46,ms461(a1-3d)-10.tif:0001-0114-0515:1,0.345,87.119,18.475,0.508,1.864,79.695,1.864
47,ms461(a1-3d)-10.tif:0001-0201-0523:1,0.488,87.966,33.051,1.356,2.203,60.255,2.635
48,ms461(a1-3d)-10.tif:0001-0360-0623:1,0.517,105.254,59.661,0.847,2.712,72.646,2.825
49,ms461(a1-3d)-10.tif:0001-0329-0633:1,0.575,106.949,54.237,0.847,3.220,71.565,3.290
50,ms461(a1-3d)-10.tif:0001-0350-0718:1,0.575,121.525,57.797,0.339,3.220,-83.991,3.182
51,ms461(a1-3d)-10.tif:0001-0373-0803:1,0.402,135.932,62.203,0.508,2.203,98.746,2.194
52,ms461(a1-3d)-10.tif:0001-0407-0803:1,0.460,136.102,67.797,0.169,2.542,-94.086,2.496
53,ms461(a1-3d)-10.tif:0001-0436-0861:1,0.575,145.932,72.373,0.000,3.220,90.000,3.277
54,ms461(a1-3d)-10.tif:0001-0658-0811:1,0.402,137.458,110.508,0.169,2.203,-90.000,2.150
55,ms461(a1-3d)-10.tif:0001-0688-0815:1,0.431,137.966,115.593,0.508,2.203,-77.005,2.305
56,ms461(a1-3d)-10.tif:0001-0707-0768:1,0.460,130.169,118.644,0.169,2.542,97.595,2.496
57,ms461(a1-3d)-10.tif:0001-0593-0714:1,0.488,121.017,99.153,0.169,2.712,82.875,2.721
58,ms461(a1-3d)-10.tif:0001-0703-0678:1,0.546,114.915,117.627,0.000,3.051,90.000,3.051
59,ms461(a1-3d)-10.tif:0001-0762-0675:1,0.862,114.407,126.780,0.000,4.915,90.000,4.859
60,ms461(a1-3d)-10.tif:0001-0784-0907:1,0.402,153.390,131.864,0.847,2.034,-67.380,2.226
61,ms461(a1-3d)-10.tif:0003-0852-1035:3,0.460,174.576,143.729,1.864,1.525,42.274,2.488
62,ms461(a1-3d)-10.tif:0003-0056-0610:3,0.517,103.051,8.136,0.847,2.712,69.444,2.859
63,ms461(a1-3d)-10.tif:0003-0081-0827:3,0.546,139.661,12.373,1.017,2.881,70.560,3.002
64,ms461(a1-3d)-10.tif:0003-0152-1102:3,0.488,186.780,24.407,0.169,2.712,-86.424,2.721
65,ms461(a1-3d)-10.tif:0003-0115-1100:3,0.373,186.271,18.475,0.508,2.034,-75.964,2.084
66,ms461(a1-3d)-10.tif:0003-0051-0846:3,0.488,143.390,7.288,0.000,2.712,90.000,2.712
67,ms461(a1-3d)-2.tif:0003-0127-0761:3,0.431,127.966,21.186,2.203,0.847,-21.038,2.361
68,ms461(a1-3d)-2.tif:0003-0139-0778:3,0.345,131.017,23.220,1.695,0.847,-26.565,1.895
69,ms461(a1-3d)-2.tif:0003-0233-0846:3,0.431,142.542,38.644,1.864,1.695,-41.987,2.400
70,ms461(a1-3d)-2.tif:0003-0257-0873:3,0.517,146.780,42.712,2.373,1.864,-37.569,2.899
71,ms461(a1-3d)-2.tif:0003-0676-0654:3,0.632,109.661,113.390,2.373,2.542,-46.975,3.478
72,ms461(a1-3d)-2.tif:0003-0871-0737:3,0.460,124.237,146.610,1.525,2.034,-53.130,2.475
73,ms461(a1-3d)-2.tif:0003-0047-0023:3,0.488,2.881,7.119,2.034,1.864,-42.510,2.639
74,ms461(a1-3d)-2.tif:0003-0038-0048:3,0.546,7.288,5.254,1.864,2.542,-56.310,3.103
75,ms461(a1-3d)-2.tif:0003-0066-0044:3,0.488,6.271,10.508,2.373,1.525,-29.745,2.704
76,ms461(a1-3d)-2.tif:0003-0143-0083:3,0.402,13.220,23.729,1.864,1.017,-28.610,2.124
77,ms461(a1-3d)-2.tif:0003-0290-0112:3,0.402,17.966,48.644,2.034,1.017,-22.620,2.237
78,ms461(a1-3d)-2.tif:0003-0304-0309:3,0.948,50.000,50.339,4.915,2.542,-25.769,5.495
79,ms461(a1-3d)-2.tif:0003-0371-0270:3,0.546,44.576,62.034,2.542,1.864,-33.690,3.103
80,ms461(a1-3d)-2.tif:0003-0447-0102:3,0.575,16.271,74.576,2.203,2.542,-47.121,3.301
