 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms466(a1-5d)-1.tif:0003-0144-0699:3,0.575,118.475,22.881,0.169,3.22,-90,3.137
2,ms466(a1-5d)-1.tif:0003-0092-0669:3,0.402,113.051,14.576,0.678,2.203,77.005,2.2
3,ms466(a1-5d)-1.tif:0003-0072-0700:3,0.345,118.475,11.356,0.339,1.864,-78.69,1.812
4,ms466(a1-5d)-1.tif:0003-0072-0614:3,0.632,102.542,11.356,3.22,1.695,25.346,3.6
5,ms466(a1-5d)-1.tif:0003-0719-0505:3,0.488,85.593,120.508,0.169,2.712,86.186,2.633
6,ms466(a1-5d)-1.tif:0003-0744-0497:3,0.546,84.237,124.576,0.169,3.051,93.18,2.971
7,ms466(a1-5d)-1.tif:0003-0603-0496:3,0.287,83.729,101.525,0.847,1.356,57.995,1.556
8,ms466(a1-5d)-1.tif:0003-0832-0121:3,0.345,20.339,140.169,0.508,1.864,-74.745,1.851
9,ms466(a1-5d)-1.tif:0003-0847-0137:3,0.316,22.542,143.22,1.525,0.678,-18.435,1.637
10,ms466(a1-5d)-1.tif:0001-0510-0159:1,0.833,26.949,84.068,0.169,4.746,87.955,4.749
11,ms466(a1-5d)-1.tif:0001-0551-0151:1,0.776,24.915,91.356,1.356,4.237,72.255,4.368
12,ms466(a1-5d)-1.tif:0001-0178-1326:1,0.46,223.729,29.492,2.203,1.356,33.69,2.515
13,ms466(a1-5d)-1.tif:0001-0134-1299:1,0.517,218.814,22.373,2.712,0.847,14.036,2.817
14,ms466(a1-5d)-1.tif:0001-0258-1170:1,0.575,197.119,42.712,2.542,2.203,40.914,3.245
15,ms466(a1-5d)-1.tif:0001-0251-1190:1,0.345,201.017,41.864,1.356,1.356,45,1.798
16,ms466(a1-5d)-1.tif:0001-0460-1268:1,0.316,214.068,77.797,1.695,0.508,18.435,1.689
17,ms466(a1-5d)-1.tif:0001-0466-1247:1,0.287,210.678,78.814,1.356,0.508,20.556,1.448
18,ms466(a1-5d)-1.tif:0001-0630-1159:1,0.345,195.763,106.271,1.525,1.017,33.69,1.833
19,ms466(a1-5d)-10.tif:0003-0316-1199:3,0.546,202.881,52.034,0.678,3.051,77.471,3.043
20,ms466(a1-5d)-10.tif:0003-0306-1187:3,0.402,200.508,51.017,1.525,1.695,-48.013,2.28
21,ms466(a1-5d)-10.tif:0003-0215-0985:3,0.402,166.61,35.424,0.678,2.034,71.565,2.144
22,ms466(a1-5d)-10.tif:0003-0240-0976:3,0.431,165.085,39.661,0.847,2.203,72.897,2.332
23,ms466(a1-5d)-10.tif:0003-0277-1208:3,0.259,204.576,45.932,0.339,2.203,0,2.611
24,ms466(a1-5d)-10.tif:0003-0245-1179:3,0.402,199.153,40.339,1.356,2.542,0,2.218
25,ms466(a1-5d)-10.tif:0001-0341-0975:1,0.46,164.237,57.119,2.203,1.525,34.695,1.398
26,ms466(a1-5d)-10.tif:0001-0783-0704:1,0.402,119.153,131.695,0.339,2.203,81.254,1.34
27,ms466(a1-5d)-10.tif:0001-0737-0712:1,0.259,120.508,124.237,0.339,1.356,75.964,2.051
28,ms466(a1-5d)-10.tif:0001-0169-0177:1,0.259,29.831,27.966,0.508,1.356,69.444,2.649
29,ms466(a1-5d)-10.tif:0001-0192-0160:1,0.373,26.271,31.864,1.695,1.356,34.992,2.119
30,ms466(a1-5d)-10.tif:0001-0868-1317:1,0.488,223.051,145.763,0.339,2.712,-82.875,2.022
31,ms466(a1-5d)-10.tif:0001-0907-1315:1,0.402,222.881,152.712,0,2.203,-90,1.978
32,ms466(a1-5d)-10.tif:0001-0661-1349:1,0.373,228.136,111.186,1.186,1.695,-59.036,2.364
33,ms466(a1-5d)-10.tif:0001-0689-1354:1,0.373,229.322,115.763,0.339,2.034,-79.695,1.645
34,ms466(a1-5d)-10.tif:0001-0758-0986:1,0.431,166.78,127.288,0.678,2.373,-74.055,2.237
35,ms466(a1-5d)-10.tif:0001-0750-1191:1,0.316,201.186,126.61,1.356,1.017,32.005,3.018
36,ms466(a1-5d)-10.tif:0001-0692-0180:1,0.402,30,116.271,1.017,2.034,63.435,2.463
37,ms466(a1-5d)-10.tif:0001-0978-0073:1,0.546,11.186,164.915,2.373,1.864,38.157,2.471
38,ms466(a1-5d)-10.tif:0001-0951-0081:1,0.46,12.881,160.339,1.864,1.695,42.274,1.714
39,ms466(a1-5d)-10.tif:0001-0773-0243:1,0.46,40.508,130,1.356,2.203,58.392,1.866
40,ms466(a1-5d)-10.tif:0001-0758-0246:1,0.316,41.525,127.627,0.339,1.695,-78.69,2.896
