 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,c74(a1-3b)-1.tif:0001-0117-0553:1,0.517,92.542,18.983,2.373,1.695,35.538,2.854
2,c74(a1-3b)-1.tif:0001-0466-0850:1,0.402,143.051,78.983,2.203,0.000,0.000,2.147
3,c74(a1-3b)-1.tif:0001-0112-0076:1,0.345,12.034,18.983,1.864,0.000,0.000,1.808
4,c74(a1-3b)-1.tif:0001-0132-0104:1,0.776,15.593,21.864,4.237,1.186,13.496,4.440
5,c74(a1-3b)-1.tif:0001-0357-0379:1,0.632,62.542,60.508,3.559,0.169,0.000,3.618
6,c74(a1-3b)-1.tif:0001-0344-0337:1,0.402,56.102,58.305,2.203,0.169,4.399,2.150
7,c74(a1-3b)-1.tif:0001-0306-0589:1,0.373,98.983,51.695,1.864,0.508,15.255,2.002
8,c74(a1-3b)-1.tif:0001-0920-0298:1,0.172,50.339,155.763,0.508,0.508,-45.000,0.799
9,c74(a1-3b)-1.tif:0001-0929-0308:1,0.259,51.695,157.119,1.186,0.847,-29.745,1.379
10,c74(a1-3b)-1.tif:0001-0752-0852:1,0.488,143.220,127.119,2.542,0.847,-18.435,2.752
11,c74(a1-3b)-1.tif:0001-0527-0958:1,0.977,160.000,87.966,4.746,2.881,-31.264,5.582
12,c74(a1-3b)-1.tif:0001-0515-0918:1,0.460,154.407,87.288,2.542,0.000,0.000,2.599
13,c74(a1-3b)-1.tif:0001-0580-1039:1,0.287,176.102,97.627,0.169,1.525,96.340,1.586
14,c74(a1-3b)-1.tif:0001-0445-1022:1,0.460,172.034,75.254,2.542,0.339,7.595,2.509
15,c74(a1-3b)-1.tif:0001-0407-0664:1,0.431,111.356,68.814,2.373,0.508,-15.945,2.439
16,c74(a1-3b)-1.tif:0001-0402-0635:1,0.488,106.441,67.797,2.542,0.847,-18.435,2.717
17,c74(a1-3b)-1.tif:0001-0465-0705:1,0.575,118.305,77.797,2.542,2.034,-38.660,3.300
18,c74(a1-3b)-1.tif:0001-0200-1087:1,0.460,183.051,33.559,2.373,0.847,-19.654,2.539
19,c74(a1-3b)-1.tif:0001-0293-1263:1,0.316,213.390,49.153,1.356,1.017,36.870,1.695
20,c74(a1-3b)-1.tif:0001-0109-0913:1,0.402,153.729,18.475,2.203,0.169,4.399,2.263
