 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms411(a1-2c)-1.tif:0002-0244-0174:2,0.632,28.814,39.831,1.356,3.220,68.199,3.546
2,ms411(a1-2c)-1.tif:0002-0366-0294:2,0.488,49.661,60.678,0.508,2.712,79.380,2.749
3,ms411(a1-2c)-1.tif:0002-0660-1144:2,0.460,193.051,111.017,1.864,1.864,45.000,2.557
4,ms411(a1-2c)-1.tif:0002-0658-1178:2,0.460,199.322,110.339,0.847,2.373,74.055,2.501
5,ms411(a1-2c)-1.tif:0002-0079-0940:2,0.460,159.322,12.203,0.169,2.542,90.000,2.488
6,ms411(a1-2c)-1.tif:0002-0225-0660:2,0.402,111.186,37.458,1.525,1.525,-45.000,2.237
7,ms411(a1-2c)-1.tif:0002-0334-0855:2,0.345,144.576,55.763,0.678,1.864,70.017,1.931
8,ms411(a1-2c)-1.tif:0002-0314-0608:2,0.776,101.695,51.525,2.881,3.390,49.635,4.486
9,ms411(a1-2c)-1.tif:0002-0410-0313:2,0.575,52.373,68.136,1.356,2.881,66.038,3.236
10,ms411(a1-2c)-10.tif:0001-0385-0458:1,0.546,76.102,64.915,3.051,0.678,-12.529,3.125
11,ms411(a1-2c)-10.tif:0001-0384-0427:1,0.431,71.356,64.746,2.203,0.847,21.038,2.329
12,ms411(a1-2c)-10.tif:0001-0586-0162:1,0.689,25.593,99.322,3.898,0.000,0.000,3.842
13,ms411(a1-2c)-10.tif:0001-0531-0503:1,0.776,83.220,89.153,4.068,1.695,22.620,4.407
14,ms411(a1-2c)-10.tif:0001-0581-0529:1,0.345,88.983,97.966,1.356,1.186,41.186,1.839
15,ms411(a1-2c)-10.tif:0001-0624-0421:1,0.460,70.169,105.763,2.542,0.000,0.000,2.599
16,ms411(a1-2c)-10.tif:0001-0426-0684:1,0.460,114.746,71.864,2.542,0.678,14.931,2.577
17,ms411(a1-2c)-10.tif:0001-0420-0654:1,0.517,109.492,70.847,2.881,0.847,-17.354,2.966
18,ms411(a1-2c)-10.tif:0001-0390-0661:1,0.546,110.678,65.593,2.881,1.186,-19.440,3.042
19,ms411(a1-2c)-10.tif:0001-0450-0787:1,0.431,132.203,76.271,2.373,0.169,-4.086,2.376
20,ms411(a1-2c)-10.tif:0001-0486-0714:1,0.460,119.831,82.373,2.542,0.169,3.814,2.488
21,ms411(a1-2c)-10.tif:0001-0522-0733:1,0.431,123.051,88.475,2.373,0.169,8.130,2.384
22,ms411(a1-2c)-10.tif:0001-0421-0781:1,0.259,131.695,71.356,1.356,0.000,0.000,1.356
23,ms411(a1-2c)-10.tif:0001-0608-1055:1,0.345,178.305,102.373,1.186,1.525,52.125,1.924
24,ms411(a1-2c)-10.tif:0001-0616-1036:1,0.575,174.068,104.237,3.220,0.508,6.009,3.196
25,ms411(a1-2c)-10.tif:0001-0303-0412:1,0.431,68.983,50.678,1.864,1.525,42.274,2.402
26,ms411(a1-2c)-10.tif:0001-0358-0573:1,0.718,95.254,60.169,3.898,1.186,-19.983,4.038
27,ms411(a1-2c)-10.tif:0001-0573-0300:1,0.689,48.983,96.949,3.898,0.339,4.970,3.857
28,ms411(a1-2c)-10.tif:0001-0559-0235:1,0.488,38.475,94.746,2.712,0.000,0.000,2.712
29,ms411(a1-2c)-10.tif:0001-0556-0201:1,0.517,33.051,93.390,2.203,1.864,40.236,2.807
30,ms411(a1-2c)-10.tif:0001-0650-0630:1,0.919,104.237,109.661,5.254,1.186,12.724,5.319
31,ms411(a1-2c)-10.tif:0001-0304-0638:1,0.575,106.610,51.525,3.220,0.000,0.000,3.277
32,ms411(a1-2c)-10.tif:0001-0313-0638:1,0.287,107.458,53.051,1.525,0.169,6.340,1.598
33,ms411(a1-2c)-10.tif:0001-0350-0745:1,0.460,125.085,59.322,2.542,0.000,0.000,2.599
34,ms411(a1-2c)-10.tif:0001-0408-0810:1,0.661,135.424,68.814,3.729,0.678,10.305,3.790
35,ms411(a1-2c)-10.tif:0001-0404-0761:1,0.776,126.949,67.966,4.237,1.186,-18.435,4.362
36,ms411(a1-2c)-10.tif:0001-0212-0772:1,0.402,129.831,35.763,2.203,0.508,12.995,2.194
37,ms411(a1-2c)-10.tif:0001-0188-0642:1,0.402,107.797,31.695,2.203,0.339,-8.746,2.173
38,ms411(a1-2c)-10.tif:0001-0420-1181:1,0.460,199.153,70.678,2.203,1.017,23.199,2.478
39,ms411(a1-2c)-10.tif:0001-0420-1181:1,0.460,199.153,70.678,2.203,1.017,23.199,2.478
40,ms411(a1-2c)-10.tif:0001-0465-0881:1,0.287,148.644,78.814,1.525,0.169,-5.711,1.598
41,ms411(a1-2c)-2.tif:0002-0475-0650:2,0.603,108.983,79.322,2.542,2.373,-43.025,3.437
42,ms411(a1-2c)-2.tif:0002-0453-0628:2,0.603,105.254,75.763,2.542,2.203,-36.870,3.371
43,ms411(a1-2c)-2.tif:0002-0354-1074:2,0.402,182.034,58.983,0.169,2.203,-94.399,2.271
44,ms411(a1-2c)-2.tif:0002-0287-0499:2,0.661,84.407,46.780,0.508,3.729,-82.235,3.771
45,ms411(a1-2c)-2.tif:0002-0122-0099:2,0.460,16.102,19.661,1.356,2.203,58.392,2.539
46,ms411(a1-2c)-2.tif:0002-0727-1150:2,0.632,194.237,121.695,1.525,3.220,67.166,3.488
47,ms411(a1-2c)-2.tif:0002-0795-0948:2,0.488,160.169,133.559,1.186,2.542,-61.928,2.779
48,ms411(a1-2c)-2.tif:0002-0822-0962:2,0.804,161.525,137.627,3.220,3.390,-46.469,4.637
49,ms411(a1-2c)-2.tif:0002-0908-0731:2,0.689,123.559,152.034,0.678,3.898,79.695,3.901
50,ms411(a1-2c)-2.tif:0002-0638-0406:2,0.603,67.288,107.458,3.051,1.525,-29.055,3.437
51,ms411(a1-2c)-2.tif:0002-0631-0383:2,0.517,63.559,106.610,2.881,0.847,-13.241,2.934
52,ms411(a1-2c)-2.tif:0002-0635-0521:2,0.517,87.119,107.119,2.542,1.186,-25.017,2.834
53,ms411(a1-2c)-3.tif:0001-0485-0478:1,0.747,78.983,82.034,4.237,0.508,4.574,4.318
54,ms411(a1-2c)-3.tif:0001-0491-0446:1,0.546,74.407,82.542,2.542,1.525,33.690,3.042
55,ms411(a1-2c)-3.tif:0001-0423-0134:1,0.431,21.525,71.695,2.373,0.169,4.086,2.376
56,ms411(a1-2c)-3.tif:0001-0433-0121:1,0.402,19.492,73.051,2.203,0.847,-21.038,2.288
57,ms411(a1-2c)-3.tif:0001-0436-0092:1,0.460,14.407,73.559,2.373,0.678,15.945,2.468
58,ms411(a1-2c)-3.tif:0001-0274-0604:1,0.316,101.525,46.271,1.695,0.508,-16.699,1.754
59,ms411(a1-2c)-3.tif:0001-0263-0591:1,0.345,99.492,44.237,1.525,0.847,-33.690,1.822
60,ms411(a1-2c)-3.tif:0001-0582-0277:1,0.575,45.424,98.644,3.220,0.169,3.013,3.172
