 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms500(a1-5b)-1.tif:0001-0479-0940:1,0.575,157.966,80.508,2.881,1.525,-27.897,3.184
2,ms500(a1-5b)-1.tif:0001-0435-1075:1,0.517,181.017,73.051,2.542,1.356,-28.072,2.832
3,ms500(a1-5b)-1.tif:0001-0443-1045:1,0.373,176.441,74.407,1.525,1.356,-45.000,1.999
4,ms500(a1-5b)-1.tif:0001-0354-1186:1,0.431,200.339,59.153,1.356,1.864,-56.310,2.351
5,ms500(a1-5b)-1.tif:0001-0352-1159:1,0.460,195.593,58.814,1.864,1.695,42.274,2.562
6,ms500(a1-5b)-1.tif:0001-0363-0690:1,0.373,116.271,60.847,1.356,1.525,48.366,1.999
7,ms500(a1-5b)-1.tif:0001-0392-0679:1,0.603,114.915,64.746,0.339,3.390,84.289,3.407
8,ms500(a1-5b)-1.tif:0001-0209-0966:1,0.517,162.712,34.407,2.034,2.034,45.000,2.876
9,ms500(a1-5b)-1.tif:0001-0263-1151:1,0.460,194.068,43.898,2.203,1.356,-33.690,2.539
10,ms500(a1-5b)-1.tif:0001-0261-1162:1,0.316,196.271,43.898,1.525,0.847,-33.690,1.725
11,ms500(a1-5b)-1.tif:0001-0464-1066:1,0.546,179.153,78.475,3.051,0.508,-9.462,3.103
12,ms500(a1-5b)-1.tif:0001-0486-1062:1,0.402,178.983,82.203,2.203,0.508,-17.103,2.220
13,ms500(a1-5b)-1.tif:0001-0516-1072:1,0.776,180.847,85.593,1.864,3.898,64.440,4.397
14,ms500(a1-5b)-1.tif:0001-0509-0993:1,0.345,167.458,85.932,1.695,0.847,26.565,1.870
15,ms500(a1-5b)-1.tif:0001-0526-1076:1,0.575,182.034,87.627,0.847,3.220,75.256,3.290
16,ms500(a1-5b)-1.tif:0001-0593-0884:1,0.689,149.153,98.814,1.525,3.559,115.463,3.947
17,ms500(a1-5b)-1.tif:0001-0637-1145:1,0.833,191.864,107.119,4.407,1.864,22.932,4.807
18,ms500(a1-5b)-1.tif:0001-0764-0423:1,0.460,71.186,128.475,1.186,2.203,61.699,2.579
19,ms500(a1-5b)-1.tif:0001-0779-0428:1,0.373,72.203,131.186,0.847,1.864,-70.017,1.973
20,ms500(a1-5b)-1.tif:0001-0101-0561:1,0.776,93.390,15.763,3.559,2.712,-37.304,4.430
21,ms500(a1-5b)-1.tif:0001-0120-0469:1,0.373,79.153,19.492,0.847,1.864,-67.380,2.077
22,ms500(a1-5b)-1.tif:0001-0288-0256:1,0.431,43.220,47.627,0.339,2.373,98.130,2.397
23,ms500(a1-5b)-1.tif:0001-0035-0444:1,0.488,75.085,4.576,0.508,2.712,79.380,2.749
24,ms500(a1-5b)-1.tif:0001-0700-1032:1,0.603,173.559,117.797,2.881,1.695,30.466,3.392
25,ms500(a1-5b)-1.tif:0001-0818-0960:1,0.661,162.034,136.949,1.525,3.390,65.772,3.694
26,ms500(a1-5b)-1.tif:0001-0839-0866:1,0.919,146.271,139.661,1.186,5.254,79.046,5.319
27,ms500(a1-5b)-1.tif:0001-0935-0697:1,0.632,116.949,157.119,2.373,2.712,-48.814,3.603
28,ms500(a1-5b)-1.tif:0001-0927-0659:1,0.345,111.525,156.271,0.508,1.864,74.745,1.864
29,ms500(a1-5b)-1.tif:0001-0945-0655:1,0.230,111.017,159.661,0.169,1.186,90.000,1.248
30,ms500(a1-5b)-1.tif:0001-0738-1040:1,0.632,174.915,124.068,2.881,2.034,33.690,3.573
31,ms500(a1-5b)-1.tif:0001-0653-0505:1,0.977,84.068,108.475,3.220,4.576,-54.866,5.583
32,ms500(a1-5b)-1.tif:0001-0715-0511:1,0.718,85.085,120.000,3.220,2.542,-40.101,4.094
33,ms500(a1-5b)-1.tif:0001-0589-0921:1,0.891,155.932,97.288,0.339,5.085,86.186,5.096
34,ms500(a1-5b)-1.tif:0001-0577-1061:1,0.632,178.814,96.441,2.034,2.881,-53.130,3.481
35,ms500(a1-5b)-10.tif:0003-0107-1010:3,0.517,171.017,16.780,0.339,2.881,82.875,2.817
36,ms500(a1-5b)-10.tif:0003-0117-1088:3,0.460,184.068,18.644,0.847,2.373,-70.346,2.492
37,ms500(a1-5b)-10.tif:0003-0200-0850:3,0.632,144.068,32.203,0.000,3.559,90.000,3.475
38,ms500(a1-5b)-10.tif:0003-0094-0750:3,0.373,126.610,15.085,1.186,1.695,55.008,2.069
39,ms500(a1-5b)-10.tif:0003-0065-0705:3,0.632,119.153,9.322,0.847,3.559,104.036,3.576
40,ms500(a1-5b)-10.tif:0003-0457-0586:3,0.919,99.153,74.915,0.339,5.254,86.186,5.181
41,ms500(a1-5b)-10.tif:0003-0366-0523:3,0.833,87.458,60.000,2.542,4.068,-57.995,4.797
42,ms500(a1-5b)-10.tif:0003-0573-0466:3,0.603,78.983,95.424,0.169,3.390,87.138,3.306
43,ms500(a1-5b)-10.tif:0003-0608-0465:3,0.431,77.966,102.203,1.695,1.695,-45.000,2.338
44,ms500(a1-5b)-10.tif:0003-0594-0445:3,0.460,74.237,100.678,2.542,0.000,0.000,2.542
45,ms500(a1-5b)-10.tif:0003-0517-0365:3,0.460,60.847,86.949,2.203,1.356,28.301,2.544
46,ms500(a1-5b)-10.tif:0003-0378-0623:3,0.460,105.424,62.881,0.339,2.542,97.595,2.565
47,ms500(a1-5b)-10.tif:0003-0370-0461:3,0.517,77.119,61.864,2.203,1.864,-40.236,2.886
48,ms500(a1-5b)-10.tif:0003-0414-0331:3,0.402,55.932,69.153,0.508,2.203,102.995,2.244
49,ms500(a1-5b)-10.tif:0003-0662-0543:3,0.546,90.678,111.525,2.712,1.356,-26.565,3.032
50,ms500(a1-5b)-10.tif:0003-0634-0458:3,0.402,76.610,107.119,2.203,0.847,-21.038,2.252
51,ms500(a1-5b)-10.tif:0003-0649-0501:3,0.316,84.068,110.000,1.695,0.000,0.000,1.610
52,ms500(a1-5b)-10.tif:0003-0057-0215:3,0.517,35.932,8.475,1.186,2.542,-64.983,2.806
53,ms500(a1-5b)-10.tif:0003-0024-0198:3,0.316,33.051,3.390,1.017,1.525,-57.995,1.716
54,ms500(a1-5b)-10.tif:0003-0758-0039:3,0.373,5.932,127.797,1.525,1.525,-48.366,2.098
55,ms500(a1-5b)-10.tif:0003-0733-0014:3,0.488,1.356,123.390,2.034,1.695,140.194,2.648
56,ms500(a1-5b)-10.tif:0003-0751-0096:3,0.259,15.763,126.949,1.186,0.678,29.745,1.366
57,ms500(a1-5b)-10.tif:0003-0970-0285:3,0.316,48.136,163.559,0.339,1.695,78.690,1.714
58,ms500(a1-5b)-10.tif:0003-0864-0250:3,0.287,41.864,145.932,1.017,1.186,50.194,1.443
59,ms500(a1-5b)-10.tif:0003-0854-0149:3,0.373,24.237,144.576,2.034,0.508,14.036,2.014
60,ms500(a1-5b)-10.tif:0003-0675-0930:3,0.259,157.288,113.898,0.847,1.186,50.194,1.390
61,ms500(a1-5b)-10.tif:0003-0805-0948:3,0.402,160.169,135.424,1.017,2.034,-67.380,2.237
62,ms500(a1-5b)-10.tif:0003-0756-0878:3,0.431,147.627,127.797,2.373,0.678,17.103,2.386
63,ms500(a1-5b)-10.tif:0003-0754-0893:3,0.373,150.678,127.119,1.525,1.525,-45.000,2.098
64,ms500(a1-5b)-10.tif:0003-0268-1093:3,0.460,184.068,45.424,2.542,0.169,3.814,2.463
65,ms500(a1-5b)-10.tif:0003-0265-1077:3,0.402,181.525,44.915,2.203,0.169,-4.399,2.210
66,ms500(a1-5b)-10.tif:0003-0309-1108:3,0.517,186.441,52.034,2.881,0.847,17.354,2.922
67,ms500(a1-5b)-10.tif:0003-0248-1245:3,0.689,210.508,40.169,1.017,3.898,-77.196,3.926
68,ms500(a1-5b)-10.tif:0003-0142-1311:3,0.517,221.017,23.220,2.373,1.695,-34.695,2.798
69,ms500(a1-5b)-10.tif:0003-0160-1203:3,0.402,203.051,26.441,1.864,1.356,-38.660,2.187
70,ms500(a1-5b)-10.tif:0003-0145-1103:3,0.287,186.610,23.898,0.847,1.356,-54.462,1.482
71,ms500(a1-5b)-10.tif:0003-0136-1056:3,0.575,178.814,21.525,0.339,3.220,-83.991,3.238
72,ms500(a1-5b)-10.tif:0003-0348-1255:3,0.373,211.864,58.475,1.695,1.017,30.964,1.977
73,ms500(a1-5b)-10.tif:0003-0359-1172:3,0.488,198.475,59.492,0.339,2.712,86.424,2.724
74,ms500(a1-5b)-10.tif:0003-0324-1172:3,0.517,197.288,54.237,2.712,1.356,28.072,2.956
75,ms500(a1-5b)-10.tif:0003-0399-1114:3,0.431,188.475,66.441,0.847,2.373,-70.346,2.440
76,ms500(a1-5b)-10.tif:0003-0420-1096:3,0.460,184.746,70.508,2.203,1.356,31.608,2.515
77,ms500(a1-5b)-10.tif:0003-0650-1343:3,0.517,227.458,108.814,0.508,2.881,-79.992,2.926
78,ms500(a1-5b)-10.tif:0003-0597-1335:3,0.316,225.424,101.186,1.695,0.169,5.711,1.703
79,ms500(a1-5b)-10.tif:0003-0659-0990:3,0.661,166.271,110.678,3.051,2.203,33.690,3.714
80,ms500(a1-5b)-10.tif:0003-0757-0963:3,0.460,163.220,127.119,0.169,2.542,93.814,2.548
81,ms500(a1-5b)-10.tif:0003-0821-1238:3,0.460,209.492,137.966,0.847,2.373,-70.346,2.520
82,ms500(a1-5b)-10.tif:0003-0846-1232:3,0.345,208.475,142.542,0.847,1.695,68.199,1.859
83,ms500(a1-5b)-10.tif:0003-0721-0512:3,0.517,85.932,121.017,1.695,2.542,-57.265,2.938
84,ms500(a1-5b)-10.tif:0003-0768-0707:3,0.546,118.644,129.153,2.373,2.203,-42.879,3.118
85,ms500(a1-5b)-10.tif:0003-0811-0703:3,0.373,118.644,136.610,1.186,1.695,56.310,1.951
86,ms500(a1-5b)-10.tif:0003-0746-0820:3,0.776,138.305,124.407,1.525,4.068,-69.444,4.344
87,ms500(a1-5b)-10.tif:0003-0463-0113:3,0.689,17.627,77.458,3.220,2.203,-35.838,3.832
88,ms500(a1-5b)-10.tif:0003-0518-0167:3,0.517,27.119,87.119,2.542,1.525,-29.745,2.849
89,ms500(a1-5b)-2.tif:0002-0188-0854:2,0.891,142.203,31.525,5.085,0.847,-9.462,5.146
90,ms500(a1-5b)-2.tif:0002-0204-0958:2,0.661,160.508,34.576,3.729,0.169,-5.194,3.736
91,ms500(a1-5b)-2.tif:0002-0207-0995:2,0.402,167.627,35.085,2.203,0.000,0.000,2.260
92,ms500(a1-5b)-2.tif:0002-0321-1324:2,0.345,224.237,53.559,0.508,1.864,-74.745,1.864
93,ms500(a1-5b)-2.tif:0002-0336-1324:2,0.201,224.237,56.610,0.508,0.847,-59.036,1.011
