 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms530(a1-3c)-1 (2).tif:0003-0914-1090:3,0.891,183.898,152.542,1.864,4.746,-66.801,5.120
2,ms530(a1-3c)-1 (2).tif:0003-0952-1106:3,0.776,186.949,159.322,1.186,4.237,-72.255,4.362
3,ms530(a1-3c)-1 (2).tif:0003-0819-0885:3,0.431,150.000,137.627,0.169,2.373,-85.914,2.376
4,ms530(a1-3c)-1 (2).tif:0003-0796-0815:3,0.689,138.136,133.051,0.000,3.898,90.000,3.955
5,ms530(a1-3c)-1 (2).tif:0003-0729-1168:3,0.776,196.102,122.542,3.898,2.203,-27.553,4.401
6,ms530(a1-3c)-1 (2).tif:0003-0335-1100:3,0.517,186.102,55.424,0.847,2.881,-73.610,2.966
7,ms530(a1-3c)-1 (2).tif:0003-0208-0942:3,0.517,159.153,34.068,1.186,2.542,-66.371,2.834
8,ms530(a1-3c)-1 (2).tif:0001-0045-0958:1,0.718,162.373,5.593,0.169,4.068,87.614,4.074
9,ms530(a1-3c)-1 (2).tif:0001-0119-0944:1,0.747,159.831,18.136,0.339,4.237,94.399,4.307
10,ms530(a1-3c)-1 (2).tif:0001-0139-1142:1,0.747,192.712,21.695,1.864,3.898,-63.435,4.246
11,ms530(a1-3c)-1 (2).tif:0001-0080-1116:1,0.546,187.966,12.712,2.542,1.695,-32.005,3.103
12,ms530(a1-3c)-1 (2).tif:0001-0430-0739:1,0.431,124.576,72.034,1.525,1.695,-48.013,2.318
13,ms530(a1-3c)-1 (2).tif:0001-0697-0488:1,0.776,82.373,115.932,0.847,4.407,-81.254,4.477
14,ms530(a1-3c)-1 (2).tif:0001-0739-0505:1,0.575,84.576,124.068,2.203,2.373,-47.121,3.277
15,ms530(a1-3c)-1 (2).tif:0001-0819-0537:1,0.575,90.000,137.627,2.034,2.542,-49.399,3.212
16,ms530(a1-3c)-1 (2).tif:0001-0485-0609:1,0.661,102.712,80.508,1.017,3.559,-74.055,3.647
17,ms530(a1-3c)-1 (2).tif:0001-0486-0274:1,0.402,46.102,81.356,0.678,2.203,-71.565,2.251
18,ms530(a1-3c)-1 (2).tif:0001-0505-0279:1,0.373,47.288,84.576,0.169,2.034,94.764,2.037
19,ms530(a1-3c)-1 (2).tif:0001-0465-0216:1,0.517,36.441,77.458,0.339,2.881,96.710,2.845
20,ms530(a1-3c)-1 (2).tif:0001-0512-0228:1,1.092,37.458,84.068,2.542,5.593,-65.556,6.219
21,ms530(a1-3c)-1 (2).tif:0001-0293-0063:1,0.488,10.000,48.475,1.525,2.373,57.265,2.791
22,ms530(a1-3c)-1 (2).tif:0001-0349-0035:1,0.402,5.085,58.644,1.864,1.186,-34.992,2.132
23,ms530(a1-3c)-1 (2).tif:0001-0318-0107:1,0.689,17.458,52.203,1.525,3.559,-67.751,3.903
24,ms530(a1-3c)-1 (2).tif:0001-0600-1088:1,0.546,183.729,100.339,1.356,2.881,64.799,3.133
25,ms530(a1-3c)-1 (2).tif:0001-0556-1093:1,0.661,185.254,92.373,0.169,3.729,-87.397,3.731
26,ms530(a1-3c)-10.tif:0001-0609-0052:1,1.092,7.966,100.169,1.695,6.102,-74.476,6.333
27,ms530(a1-3c)-10.tif:0001-0662-0072:1,0.776,11.864,110.169,0.847,4.237,-79.114,4.388
28,ms530(a1-3c)-10.tif:0001-0808-0061:1,0.575,9.831,135.593,1.186,2.881,-70.560,3.148
29,ms530(a1-3c)-10.tif:0001-0524-0251:1,0.632,42.373,87.119,0.508,3.559,-84.560,3.532
30,ms530(a1-3c)-10.tif:0001-0574-0262:1,0.632,44.237,95.593,0.339,3.559,-95.440,3.632
31,ms530(a1-3c)-10.tif:0001-0522-0196:1,0.431,33.051,87.458,0.508,2.203,-72.897,2.329
32,ms530(a1-3c)-10.tif:0001-0558-0209:1,0.575,34.746,93.220,1.525,2.881,-63.435,3.285
33,ms530(a1-3c)-10.tif:0001-0427-0414:1,0.575,70.000,70.847,0.508,3.220,-78.111,3.214
34,ms530(a1-3c)-10.tif:0001-0506-0474:1,0.747,80.339,83.729,0.169,4.237,-90.000,4.182
35,ms530(a1-3c)-10.tif:0001-0537-0489:1,0.316,82.542,90.339,0.847,1.525,-57.995,1.725
36,ms530(a1-3c)-10.tif:0001-0476-0553:1,0.661,93.390,78.983,0.847,3.559,-77.196,3.727
37,ms530(a1-3c)-10.tif:0001-0731-0401:1,0.747,67.627,121.864,0.847,4.237,-78.232,4.277
38,ms530(a1-3c)-10.tif:0001-0770-0408:1,0.776,68.983,128.475,0.508,4.237,-81.254,4.331
39,ms530(a1-3c)-10.tif:0001-0846-0058:1,0.632,9.831,141.695,0.169,3.559,-92.603,3.623
40,ms530(a1-3c)-10.tif:0001-0936-0377:1,0.661,63.898,156.780,0.169,3.729,87.397,3.736
41,ms530(a1-3c)-10.tif:0001-0897-0446:1,0.402,75.085,151.186,1.186,1.864,-57.529,2.194
42,ms530(a1-3c)-10.tif:0001-0923-0461:1,0.402,77.627,155.593,1.186,1.864,-53.973,2.194
43,ms530(a1-3c)-10.tif:0001-0687-0588:1,0.345,99.492,115.593,0.339,1.864,-79.695,1.839
44,ms530(a1-3c)-10.tif:0001-0743-0635:1,0.488,107.119,124.746,1.017,2.542,-68.199,2.686
45,ms530(a1-3c)-10.tif:0001-0816-0667:1,0.661,112.542,136.610,1.017,3.559,-74.055,3.756
