 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms404(a1-5b)-1.tif:0003-0243-0380:3,0.517,63.559,40.169,1.695,2.203,-52.431,2.825
2,ms404(a1-5b)-1.tif:0003-0265-0395:3,0.373,66.102,44.407,1.864,1.017,-28.610,2.074
3,ms404(a1-5b)-1.tif:0003-0158-0493:3,0.689,82.034,25.763,3.220,2.034,-32.276,3.857
4,ms404(a1-5b)-1.tif:0003-0131-0472:3,0.747,79.153,20.339,1.864,3.898,-64.440,4.295
5,ms404(a1-5b)-1.tif:0003-0226-0566:3,0.833,95.593,36.102,0.678,4.576,81.573,4.682
6,ms404(a1-5b)-1.tif:0003-0135-0659:3,0.460,111.186,21.864,1.186,2.203,58.392,2.579
7,ms404(a1-5b)-1.tif:0003-0680-0449:3,0.718,74.746,113.898,2.712,2.881,48.366,3.998
8,ms404(a1-5b)-1.tif:0003-0717-0426:3,0.575,71.186,120.339,2.203,2.373,47.121,3.277
9,ms404(a1-5b)-1.tif:0003-0680-0092:3,0.632,14.407,114.068,2.542,2.542,-43.025,3.596
10,ms404(a1-5b)-1.tif:0003-0701-0112:3,0.316,18.644,118.136,0.847,1.356,-57.995,1.630
11,ms404(a1-5b)-1.tif:0003-0745-0123:3,0.259,20.339,125.763,1.017,1.017,-45.000,1.438
12,ms404(a1-5b)-1.tif:0003-0843-0589:3,0.488,99.322,141.695,1.186,2.542,-68.199,2.731
13,ms404(a1-5b)-1.tif:0003-0868-0594:3,0.402,100.339,146.271,0.847,1.864,-65.556,2.123
14,ms404(a1-5b)-1.tif:0003-0836-0939:3,0.402,159.153,140.678,0.169,2.203,-98.746,2.271
15,ms404(a1-5b)-1.tif:0003-0873-0774:3,0.488,130.339,146.949,1.695,2.034,50.194,2.648
16,ms404(a1-5b)-1.tif:0003-0650-0686:3,0.460,115.932,108.983,0.847,2.373,70.346,2.539
17,ms404(a1-5b)-1.tif:0003-0149-0885:3,0.460,150.000,24.068,0.169,2.542,85.914,2.488
18,ms404(a1-5b)-1.tif:0003-0401-0950:3,0.891,159.153,66.271,3.898,3.390,41.009,5.124
19,ms404(a1-5b)-1.tif:0003-0343-1088:3,0.517,183.559,57.119,1.864,2.203,-51.843,2.894
20,ms404(a1-5b)-1.tif:0003-0059-0883:3,0.230,149.322,9.661,0.847,0.847,-39.806,1.201
21,ms404(a1-5b)-1.tif:0003-0208-0878:3,0.632,147.119,34.915,3.559,0.847,11.310,3.591
22,ms404(a1-5b)-1.tif:0003-0333-0724:3,0.460,121.525,55.932,2.373,1.017,-23.199,2.582
