 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms567(a1-2c)-1.tif:0001-0530-0910:1,0.373,153.390,89.492,1.864,0.847,-24.444,2.048
2,ms567(a1-2c)-1.tif:0001-0794-0285:1,0.488,47.119,133.898,2.373,1.356,-29.745,2.733
3,ms567(a1-2c)-1.tif:0001-0684-0848:1,0.575,142.373,115.254,2.881,1.525,-27.897,3.260
4,ms567(a1-2c)-1.tif:0001-0115-1073:1,0.575,180.508,18.983,2.881,1.186,-22.380,3.190
5,ms567(a1-2c)-1.tif:0001-0094-1056:1,0.632,177.797,14.746,2.542,2.542,-43.152,3.596
6,ms567(a1-2c)-1.tif:0001-0213-1101:1,0.460,185.424,36.102,2.542,0.000,0.000,2.599
7,ms567(a1-2c)-1.tif:0001-0283-0928:1,0.460,156.780,46.949,1.017,2.203,65.225,2.478
8,ms567(a1-2c)-1.tif:0001-0278-1214:1,0.345,204.915,46.949,1.864,0.508,15.255,1.864
9,ms567(a1-2c)-1.tif:0001-0342-1216:1,0.517,204.915,57.458,2.542,1.186,-25.017,2.834
10,ms567(a1-2c)-1.tif:0001-0481-1253:1,0.460,211.695,80.508,1.525,2.034,-53.130,2.509
11,ms567(a1-2c)-1.tif:0001-0126-1283:1,0.345,217.458,20.508,0.000,1.864,-90.000,1.921
12,ms567(a1-2c)-1.tif:0001-0149-1280:1,0.431,216.102,24.576,1.864,1.525,42.274,2.402
13,ms567(a1-2c)-1.tif:0001-0148-1308:1,0.431,220.678,24.915,2.203,0.508,12.995,2.305
14,ms567(a1-2c)-1.tif:0001-0244-0655:1,0.488,110.339,40.339,1.525,2.203,-55.305,2.759
15,ms567(a1-2c)-1.tif:0001-0396-0551:1,0.517,92.203,66.441,2.542,1.356,28.072,2.832
16,ms567(a1-2c)-1.tif:0001-0505-0617:1,0.546,103.051,85.424,3.051,0.508,12.529,3.103
17,ms567(a1-2c)-1.tif:0001-0513-0598:1,0.259,101.017,86.441,0.847,1.017,50.194,1.361
18,ms567(a1-2c)-1.tif:0001-0369-0610:1,0.517,102.373,61.525,2.034,2.034,-45.000,2.876
19,ms567(a1-2c)-1.tif:0001-0793-0574:1,0.373,97.119,133.559,0.508,1.864,75.964,1.973
20,ms567(a1-2c)-1.tif:0001-0702-0388:1,0.517,64.576,118.305,2.373,1.525,-32.735,2.852
21,ms567(a1-2c)-1.tif:0001-0686-0357:1,0.517,59.153,116.271,2.881,0.169,-3.366,2.834
22,ms567(a1-2c)-1.tif:0001-0645-0353:1,0.316,58.983,109.153,1.695,0.508,16.699,1.754
23,ms567(a1-2c)-1.tif:0001-0647-0144:1,0.488,23.390,108.983,2.203,1.356,-31.608,2.635
24,ms567(a1-2c)-1.tif:0001-0689-0138:1,0.488,22.203,116.271,2.373,1.186,-26.565,2.628
25,ms567(a1-2c)-1.tif:0001-0680-0098:1,0.603,15.085,114.576,3.051,1.356,-23.962,3.339
26,ms567(a1-2c)-1.tif:0001-0846-0036:1,0.546,4.915,142.712,2.542,1.525,30.964,2.985
27,ms567(a1-2c)-1.tif:0001-0847-0040:1,0.575,5.932,142.373,1.864,2.542,-51.340,3.142
28,ms567(a1-2c)-1.tif:0001-0834-0122:1,0.546,19.831,140.169,1.864,2.542,51.843,3.074
29,ms567(a1-2c)-1.tif:0001-0818-0304:1,0.402,51.017,137.797,1.186,1.864,-57.529,2.288
30,ms567(a1-2c)-1.tif:0001-0901-0563:1,0.460,94.237,152.542,2.542,0.508,-12.095,2.527
31,ms567(a1-2c)-1.tif:0001-0627-0112:1,0.488,17.797,105.932,2.542,0.847,14.036,2.717
32,ms567(a1-2c)-1.tif:0001-0557-0168:1,0.575,26.949,94.237,3.220,0.339,6.009,3.294
33,ms567(a1-2c)-1.tif:0001-0268-0112:1,0.345,18.475,44.746,1.186,1.525,52.125,1.944
34,ms567(a1-2c)-1.tif:0001-0252-0133:1,0.460,21.356,42.712,2.542,0.169,4.086,2.488
35,ms567(a1-2c)-1.tif:0001-0336-0215:1,0.402,35.593,56.271,1.695,1.356,-38.660,2.171
36,ms567(a1-2c)-1.tif:0001-0159-0239:1,0.287,40.000,26.441,1.186,1.017,-40.601,1.606
37,ms567(a1-2c)-1.tif:0001-0083-0043:1,0.316,7.119,13.220,0.508,1.695,-78.690,1.754
38,ms567(a1-2c)-1.tif:0001-0141-0592:1,0.431,99.153,23.729,2.373,0.339,8.130,2.397
39,ms567(a1-2c)-10.tif:0001-0225-0351:1,0.488,58.814,37.119,1.525,2.203,-55.305,2.759
40,ms567(a1-2c)-10.tif:0001-0297-0567:1,0.402,95.085,50.339,2.203,0.169,0.000,2.263
41,ms567(a1-2c)-10.tif:0001-0131-0629:1,0.488,106.271,21.017,0.847,2.542,68.199,2.752
42,ms567(a1-2c)-10.tif:0001-0485-0239:1,0.718,39.492,80.508,2.203,3.559,-56.976,4.108
43,ms567(a1-2c)-10.tif:0001-0490-0256:1,0.402,43.220,82.034,0.508,2.203,-77.005,2.194
44,ms567(a1-2c)-10.tif:0001-0528-0290:1,0.316,48.644,88.814,1.186,1.356,-48.814,1.765
45,ms567(a1-2c)-10.tif:0001-0520-0132:1,0.575,21.186,87.119,2.542,2.034,36.870,3.300
46,ms567(a1-2c)-10.tif:0001-0405-0075:1,0.345,12.373,67.797,0.847,1.695,-63.435,1.921
47,ms567(a1-2c)-10.tif:0001-0156-0104:1,0.517,17.288,25.085,0.678,2.881,-76.759,2.905
48,ms567(a1-2c)-10.tif:0001-0166-0488:1,0.575,81.356,27.458,2.712,1.525,29.358,3.140
49,ms567(a1-2c)-10.tif:0001-0180-0424:1,0.632,71.017,29.153,1.864,2.881,54.782,3.510
50,ms567(a1-2c)-10.tif:0001-0450-0522:1,0.488,88.136,75.085,0.847,2.542,75.069,2.717
51,ms567(a1-2c)-10.tif:0001-0432-0497:1,0.546,83.220,72.203,2.203,2.203,45.000,3.036
52,ms567(a1-2c)-10.tif:0001-0515-0579:1,0.804,96.441,85.932,3.559,2.881,37.304,4.500
53,ms567(a1-2c)-10.tif:0001-0482-0613:1,0.546,102.881,80.678,2.203,2.034,42.709,3.040
54,ms567(a1-2c)-10.tif:0001-0293-0815:1,0.546,136.949,48.814,2.373,1.864,38.157,2.983
55,ms567(a1-2c)-10.tif:0001-0113-0774:1,0.517,130.169,18.136,2.034,2.203,-45.000,2.957
56,ms567(a1-2c)-10.tif:0001-0152-0679:1,0.718,114.407,23.898,1.525,3.729,-67.751,4.008
57,ms567(a1-2c)-10.tif:0001-0150-0696:1,0.488,117.119,24.576,1.864,1.864,-42.274,2.638
58,ms567(a1-2c)-10.tif:0001-0242-0591:1,0.402,99.153,41.017,2.203,0.169,4.399,2.263
59,ms567(a1-2c)-10.tif:0001-0260-0723:1,0.373,122.034,43.220,1.017,1.695,59.036,1.977
60,ms567(a1-2c)-10.tif:0001-0259-0773:1,0.345,130.339,43.390,1.525,1.017,-33.690,1.787
61,ms567(a1-2c)-10.tif:0001-0251-0853:1,0.460,143.898,41.695,1.525,1.864,53.130,2.488
62,ms567(a1-2c)-10.tif:0001-0515-0711:1,0.460,119.831,86.271,1.525,2.034,56.310,2.509
63,ms567(a1-2c)-10.tif:0001-0567-0634:1,0.488,106.610,95.085,1.695,2.203,52.431,2.735
64,ms567(a1-2c)-10.tif:0001-0626-0717:1,0.460,120.508,105.593,2.203,1.186,31.608,2.579
65,ms567(a1-2c)-10.tif:0001-0637-0701:1,0.402,117.966,107.458,1.864,1.186,32.471,2.194
66,ms567(a1-2c)-10.tif:0001-0804-0533:1,0.460,90.339,135.085,0.169,2.542,-90.000,2.488
67,ms567(a1-2c)-10.tif:0001-0950-0498:1,0.575,84.068,159.492,0.847,3.220,-75.256,3.290
68,ms567(a1-2c)-10.tif:0001-0920-0449:1,0.546,74.746,155.763,2.881,0.508,-9.462,2.972
69,ms567(a1-2c)-10.tif:0001-0800-0206:1,0.431,34.407,134.576,1.186,2.034,-59.744,2.327
70,ms567(a1-2c)-10.tif:0001-0589-0610:1,0.632,102.203,98.644,2.542,2.373,43.025,3.519
71,ms567(a1-2c)-10.tif:0001-0589-0610:1,0.632,102.203,98.644,2.542,2.373,43.025,3.519
72,ms567(a1-2c)-10.tif:0001-0062-0547:1,0.345,92.373,9.661,0.847,1.695,-63.435,1.870
73,ms567(a1-2c)-11.tif:0001-0233-0216:1,0.603,35.424,38.305,2.373,2.373,45.000,3.356
74,ms567(a1-2c)-11.tif:0001-0157-0235:1,0.345,39.831,25.763,0.169,1.864,84.289,1.811
75,ms567(a1-2c)-11.tif:0001-0143-0236:1,0.316,39.661,23.559,0.847,1.525,-60.945,1.725
76,ms567(a1-2c)-11.tif:0001-0037-0401:1,0.316,67.288,5.932,1.525,0.678,23.962,1.721
77,ms567(a1-2c)-11.tif:0001-0033-0565:1,0.402,95.763,4.576,0.169,2.203,-85.914,2.263
78,ms567(a1-2c)-11.tif:0001-0075-0638:1,0.316,107.797,12.034,0.847,1.356,-57.995,1.630
79,ms567(a1-2c)-11.tif:0001-0363-0513:1,0.345,86.441,60.847,1.186,1.356,48.814,1.839
80,ms567(a1-2c)-11.tif:0001-0470-0503:1,0.345,84.576,79.153,1.525,1.186,37.875,1.853
81,ms567(a1-2c)-11.tif:0001-0491-0409:1,0.488,68.644,82.203,1.525,2.203,52.431,2.667
82,ms567(a1-2c)-11.tif:0001-0577-0309:1,0.460,51.864,96.780,1.186,2.203,61.699,2.481
83,ms567(a1-2c)-11.tif:0001-0492-0470:1,0.345,79.322,82.542,0.847,1.695,111.801,1.870
84,ms567(a1-2c)-11.tif:0001-0622-0431:1,0.402,73.051,104.407,0.000,2.203,90.000,2.147
85,ms567(a1-2c)-11.tif:0001-0724-0457:1,0.316,77.458,121.864,0.169,1.695,84.289,1.710
86,ms567(a1-2c)-11.tif:0001-0715-0475:1,0.316,79.831,121.017,1.525,0.508,11.310,1.645
87,ms567(a1-2c)-11.tif:0001-0783-0574:1,0.460,96.102,132.712,2.542,0.169,3.814,2.488
88,ms567(a1-2c)-11.tif:0001-0741-0630:1,0.431,105.932,124.915,1.864,1.525,42.274,2.402
89,ms567(a1-2c)-11.tif:0001-0537-0074:1,0.402,11.695,90.339,1.695,1.356,38.660,2.171
90,ms567(a1-2c)-11.tif:0001-0537-0273:1,0.488,45.254,90.339,2.203,1.356,29.745,2.635
91,ms567(a1-2c)-11.tif:0001-0488-0286:1,0.460,48.136,81.525,0.847,2.542,75.069,2.609
92,ms567(a1-2c)-11.tif:0001-0749-0358:1,0.373,60.000,126.271,1.356,1.525,-48.366,1.999
93,ms567(a1-2c)-11.tif:0001-0724-0103:1,0.402,16.949,121.864,1.186,1.864,61.390,2.229
94,ms567(a1-2c)-11.tif:0001-0652-0113:1,0.316,18.475,110.000,1.356,1.017,36.870,1.695
95,ms567(a1-2c)-11.tif:0001-0348-0512:1,0.259,86.271,58.814,1.186,0.339,-15.945,1.288
96,ms567(a1-2c)-11.tif:0001-0257-1025:1,0.546,173.220,42.203,1.017,2.881,-71.565,3.109
97,ms567(a1-2c)-11.tif:0001-0209-1067:1,0.517,179.492,35.085,2.881,0.847,-16.390,2.966
98,ms567(a1-2c)-11.tif:0001-0191-1060:1,0.460,179.153,31.356,1.017,2.203,-65.225,2.478
99,ms567(a1-2c)-11.tif:0001-0243-0845:1,0.402,142.542,40.508,1.525,1.525,-45.000,2.159
100,ms567(a1-2c)-11.tif:0001-0326-0896:1,0.373,151.017,54.746,1.695,1.186,38.660,2.102
101,ms567(a1-2c)-11.tif:0001-0191-0832:1,0.431,140.508,31.356,1.186,2.034,-56.310,2.384
102,ms567(a1-2c)-11.tif:0001-0466-1035:1,0.373,175.254,78.136,0.339,1.864,-80.538,1.951
103,ms567(a1-2c)-11.tif:0001-0203-1195:1,0.718,200.847,33.390,3.390,2.203,-33.024,4.074
104,ms567(a1-2c)-11.tif:0001-0335-1180:1,0.661,198.475,55.763,3.051,2.203,-35.838,3.731
105,ms567(a1-2c)-11.tif:0001-0070-0921:1,0.316,155.763,11.186,0.847,1.525,60.945,1.769
106,ms567(a1-2c)-11.tif:0001-0942-0211:1,0.460,34.915,158.814,1.864,1.864,45.000,2.557
107,ms567(a1-2c)-11.tif:0001-0968-0313:1,0.345,52.712,163.220,0.847,1.695,63.435,1.870
108,ms567(a1-2c)-11.tif:0001-0992-0289:1,0.316,48.644,167.458,0.847,1.356,57.995,1.630
109,ms567(a1-2c)-11.tif:0001-0948-0147:1,0.488,23.898,159.831,2.203,1.695,37.569,2.735
110,ms567(a1-2c)-11.tif:0001-0865-0116:1,0.287,19.153,146.102,1.017,1.186,-49.399,1.606
111,ms567(a1-2c)-11.tif:0001-0937-0036:1,0.431,5.424,157.966,1.356,1.864,56.310,2.351
112,ms567(a1-2c)-11.tif:0001-0962-0017:1,0.373,2.203,162.373,1.525,1.356,41.634,1.999
113,ms567(a1-2c)-11.tif:0001-0667-0295:1,0.402,50.000,112.034,0.169,2.203,-81.254,2.271
114,ms567(a1-2c)-2.tif:0001-0587-0580:1,0.517,97.288,98.644,2.203,1.695,-37.569,2.825
115,ms567(a1-2c)-2.tif:0001-0746-0350:1,0.488,58.475,125.424,1.695,2.034,50.194,2.648
116,ms567(a1-2c)-2.tif:0001-0635-0313:1,0.431,52.034,107.458,2.203,0.508,12.995,2.305
117,ms567(a1-2c)-2.tif:0001-0716-0426:1,0.689,70.508,120.508,3.559,1.695,-26.565,3.891
118,ms567(a1-2c)-2.tif:0001-0733-0464:1,0.603,77.119,123.729,3.220,1.186,-22.834,3.399
119,ms567(a1-2c)-2.tif:0001-0911-0266:1,0.546,44.237,153.220,1.695,2.542,56.310,3.103
120,ms567(a1-2c)-2.tif:0001-0574-0162:1,0.431,26.949,96.271,1.186,2.203,-61.699,2.426
121,ms567(a1-2c)-2.tif:0001-0756-0114:1,0.373,18.475,127.797,1.864,0.847,-22.620,2.077
122,ms567(a1-2c)-2.tif:0001-0787-0112:1,0.517,17.627,133.051,2.712,0.847,-17.354,2.859
123,ms567(a1-2c)-2.tif:0001-0601-0536:1,0.460,90.000,101.017,1.695,1.864,-47.726,2.478
124,ms567(a1-2c)-2.tif:0001-0674-0615:1,0.431,103.220,113.898,2.203,0.847,24.775,2.434
125,ms567(a1-2c)-2.tif:0001-0833-0514:1,0.373,86.610,140.339,1.186,1.695,51.340,2.102
126,ms567(a1-2c)-2.tif:0001-0825-0504:1,0.316,84.576,139.831,1.695,0.169,0.000,1.699
127,ms567(a1-2c)-2.tif:0001-0802-0485:1,0.316,81.864,135.254,0.847,1.525,123.690,1.725
