 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms478(a1-3c)-1.tif:0001-0281-0704:1,0.603,119.153,46.102,0.508,3.220,-98.973,3.308
2,ms478(a1-3c)-1.tif:0001-0154-0808:1,0.402,136.949,25.085,0.169,2.203,-94.086,2.271
3,ms478(a1-3c)-1.tif:0001-0188-0768:1,0.575,129.661,30.508,1.186,2.881,68.749,3.148
4,ms478(a1-3c)-1.tif:0001-0128-0814:1,0.373,137.797,20.678,0.508,2.034,75.964,2.111
5,ms478(a1-3c)-1.tif:0001-0194-0963:1,0.488,162.542,31.864,1.525,2.203,57.265,2.695
6,ms478(a1-3c)-1.tif:0001-0213-0968:1,0.603,163.390,34.576,1.356,3.220,67.166,3.442
7,ms478(a1-3c)-1.tif:0001-0206-0985:1,0.488,166.271,33.729,1.525,2.373,57.265,2.791
8,ms478(a1-3c)-1.tif:0001-0326-0980:1,0.517,165.593,54.068,1.186,2.542,64.983,2.834
9,ms478(a1-3c)-1.tif:0001-0270-1008:1,0.345,170.678,44.915,0.508,1.864,73.301,1.894
10,ms478(a1-3c)-1.tif:0001-0295-1008:1,0.201,170.847,49.492,0.000,1.017,90.000,1.017
11,ms478(a1-3c)-1.tif:0001-0302-0454:1,0.575,76.271,49.831,1.356,2.881,64.799,3.236
12,ms478(a1-3c)-1.tif:0001-0269-0462:1,0.460,78.305,44.407,0.169,2.542,86.186,2.609
13,ms478(a1-3c)-1.tif:0001-0117-0534:1,0.575,89.661,18.475,1.864,2.712,-55.491,3.259
14,ms478(a1-3c)-1.tif:0001-0203-0466:1,0.316,78.475,33.898,1.186,1.186,-45.000,1.680
15,ms478(a1-3c)-1.tif:0001-0080-0198:1,0.603,33.051,12.034,1.186,3.220,-69.775,3.399
16,ms478(a1-3c)-1.tif:0001-0144-0323:1,0.488,54.237,23.220,1.017,2.542,68.199,2.686
17,ms478(a1-3c)-1.tif:0001-0171-0315:1,0.402,53.220,27.966,0.508,2.203,81.254,2.194
18,ms478(a1-3c)-1.tif:0001-0110-0361:1,0.402,61.017,17.627,0.339,2.203,81.254,2.285
19,ms478(a1-3c)-1.tif:0001-0140-0354:1,0.259,59.831,23.051,0.339,1.356,104.036,1.398
20,ms478(a1-3c)-1.tif:0001-0422-0145:1,0.373,24.237,70.678,0.847,1.864,-65.556,2.077
21,ms478(a1-3c)-1.tif:0001-0399-0146:1,0.402,24.407,66.610,0.678,2.034,71.565,2.144
22,ms478(a1-3c)-1.tif:0001-0460-0146:1,0.201,24.576,77.627,0.508,0.847,128.660,1.066
23,ms478(a1-3c)-1.tif:0001-0354-0265:1,0.603,43.898,58.814,2.203,2.542,49.086,3.371
24,ms478(a1-3c)-1.tif:0001-0297-0344:1,0.402,58.305,49.322,0.000,2.203,-90.000,2.260
25,ms478(a1-3c)-1.tif:0001-0238-0371:1,0.402,62.712,39.322,0.508,2.203,75.964,2.220
26,ms478(a1-3c)-1.tif:0001-0210-0386:1,0.345,64.915,34.915,1.186,1.525,52.125,1.944
27,ms478(a1-3c)-1.tif:0001-0375-0495:1,0.402,83.898,62.542,0.169,2.203,81.254,2.159
28,ms478(a1-3c)-1.tif:0001-0396-0495:1,0.230,83.898,66.610,0.000,1.186,90.000,1.243
29,ms478(a1-3c)-1.tif:0001-0159-0147:1,0.460,24.407,25.932,1.186,2.203,65.225,2.527
30,ms478(a1-3c)-1.tif:0001-0192-0137:1,0.259,22.881,32.034,0.847,1.186,54.462,1.379
31,ms478(a1-3c)-1.tif:0001-0314-0045:1,0.287,7.288,52.712,0.847,1.186,57.995,1.537
32,ms478(a1-3c)-1.tif:0001-0342-0037:1,0.316,5.932,57.288,0.678,1.525,-63.435,1.618
33,ms478(a1-3c)-1.tif:0001-0207-0231:1,0.546,38.644,33.729,1.017,2.881,71.565,3.109
34,ms478(a1-3c)-1.tif:0001-0176-0242:1,0.373,40.678,28.983,0.678,1.864,71.565,2.037
35,ms478(a1-3c)-1.tif:0001-0193-0218:1,0.402,36.610,31.695,0.678,2.203,-72.897,2.251
36,ms478(a1-3c)-1.tif:0001-0362-0375:1,0.373,63.220,60.508,0.847,1.864,65.556,2.077
37,ms478(a1-3c)-1.tif:0001-0408-0415:1,0.517,69.661,67.966,1.525,2.542,56.310,2.947
38,ms478(a1-3c)-1.tif:0001-0734-0118:1,0.718,20.000,122.373,0.000,4.068,90.000,4.068
39,ms478(a1-3c)-1.tif:0001-0780-0117:1,0.460,19.831,131.017,0.169,2.542,82.875,2.609
40,ms478(a1-3c)-1.tif:0001-0776-0215:1,0.373,36.102,130.678,0.847,1.864,65.556,2.021
41,ms478(a1-3c)-1.tif:0001-0772-0420:1,0.718,70.508,128.983,1.525,3.898,70.821,4.113
42,ms478(a1-3c)-1.tif:0001-0645-0570:1,0.546,96.271,107.966,0.847,2.881,-105.524,3.074
43,ms478(a1-3c)-1.tif:0001-0676-0564:1,0.316,95.424,113.729,0.508,1.695,73.301,1.754
44,ms478(a1-3c)-1.tif:0001-0987-0530:1,0.431,88.983,166.610,1.864,1.525,39.289,2.329
45,ms478(a1-3c)-1.tif:0001-0834-0068:1,0.402,11.356,140.339,0.508,2.203,71.565,2.220
46,ms478(a1-3c)-1.tif:0001-0864-0065:1,0.345,11.017,145.593,0.169,1.864,85.236,1.934
47,ms478(a1-3c)-1.tif:0001-0697-0574:1,0.345,96.780,117.458,1.186,1.525,52.125,1.853
48,ms478(a1-3c)-1.tif:0001-0671-0597:1,0.460,100.508,112.712,1.525,2.034,50.194,2.577
49,ms478(a1-3c)-1.tif:0001-0692-0927:1,0.632,156.102,115.932,2.034,2.881,54.782,3.481
