 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms444(a1-b6)-1.tif:0003-0496-0722:3,0.345,121.864,83.220,1.017,1.695,59.036,1.934
2,ms444(a1-b6)-1.tif:0003-0640-1005:3,0.546,168.983,107.797,2.712,1.525,-30.964,3.038
3,ms444(a1-b6)-1.tif:0003-0698-0880:3,0.632,147.797,117.288,2.881,2.203,37.405,3.627
4,ms444(a1-b6)-1.tif:0003-0664-0910:3,0.517,153.559,111.356,1.356,2.542,60.255,2.807
5,ms444(a1-b6)-1.tif:0003-0189-0638:3,0.345,107.627,31.356,1.017,1.525,56.310,1.788
6,ms444(a1-b6)-1.tif:0003-0208-0617:3,0.460,103.390,34.746,2.373,1.017,23.199,2.504
7,ms444(a1-b6)-1.tif:0003-0190-0654:3,0.345,110.000,31.695,1.695,1.017,30.964,1.904
8,ms444(a1-b6)-1.tif:0003-0239-0404:3,0.402,67.966,39.492,1.186,2.034,59.744,2.282
9,ms444(a1-b6)-1.tif:0003-0066-0683:3,0.287,115.085,10.678,1.356,1.017,-35.538,1.576
10,ms444(a1-b6)-1.tif:0003-0235-1099:3,0.460,185.593,38.814,1.525,2.034,56.310,2.492
11,ms444(a1-b6)-1.tif:0003-0208-1124:3,0.316,190.000,34.576,1.017,1.525,56.310,1.763
12,ms444(a1-b6)-1.tif:0003-0870-1108:3,0.402,186.780,146.949,2.034,1.017,-26.565,2.161
13,ms444(a1-b6)-1.tif:0003-0895-1097:3,0.776,184.407,150.169,3.220,3.051,43.452,4.375
14,ms444(a1-b6)-1.tif:0003-0925-1067:3,0.747,179.322,155.254,3.051,3.051,45.000,4.195
15,ms444(a1-b6)-1.tif:0003-0772-1194:3,0.316,201.695,130.339,1.356,1.186,-40.601,1.682
16,ms444(a1-b6)-1.tif:0003-0694-0713:3,0.575,119.492,116.780,2.712,1.695,32.005,3.198
17,ms444(a1-b6)-1.tif:0003-0716-0681:3,0.689,113.898,120.169,3.051,2.542,37.875,3.852
18,ms444(a1-b6)-1.tif:0003-0972-0821:3,0.402,138.644,163.729,1.017,2.034,63.435,2.237
19,ms444(a1-b6)-1.tif:0003-0631-0358:3,0.603,59.322,105.932,2.881,2.034,36.870,3.458
20,ms444(a1-b6)-1.tif:0003-0181-1238:3,0.517,209.492,29.322,0.847,2.712,72.646,2.841
21,ms444(a1-b6)-1.tif:0003-0260-1287:3,0.460,217.627,42.881,1.186,2.373,63.435,2.616
22,ms444(a1-b6)-1.tif:0003-0390-1315:3,0.460,222.034,65.254,1.864,1.864,45.000,2.517
23,ms444(a1-b6)-1.tif:0003-0570-1078:3,0.689,181.356,95.254,2.712,2.881,45.000,3.896
24,ms444(a1-b6)-1.tif:0003-0742-1203:3,0.517,202.542,125.593,2.881,0.339,-6.710,2.808
25,ms444(a1-b6)-1.tif:0003-0514-0799:3,0.402,134.746,86.271,1.356,1.695,51.340,2.119
26,ms444(a1-b6)-1.tif:0003-0783-0063:3,0.287,10.000,132.712,1.525,0.000,0.000,1.525
27,ms444(a1-b6)-10.tif:0001-0324-0774:1,0.632,130.847,53.220,0.847,3.559,76.608,3.576
28,ms444(a1-b6)-10.tif:0001-0451-0618:1,0.661,103.559,75.085,2.373,2.881,-48.814,3.668
29,ms444(a1-b6)-10.tif:0001-0532-0520:1,0.402,87.119,89.831,2.034,0.847,22.620,2.203
30,ms444(a1-b6)-10.tif:0001-0272-0762:1,0.661,128.475,44.407,1.525,3.390,68.199,3.683
31,ms444(a1-b6)-10.tif:0001-0365-0784:1,0.632,132.542,60.169,0.847,3.390,75.964,3.475
32,ms444(a1-b6)-10.tif:0001-0302-0589:1,0.402,99.322,50.339,1.186,1.864,-57.529,2.210
