 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms535(a1-c4)-1.tif:0001-0161-0476:1,0.747,78.983,26.271,3.559,2.203,31.759,4.205
2,ms535(a1-c4)-1.tif:0002-0458-0693:2,1.436,113.898,75.593,7.288,4.237,-29.168,8.353
3,ms535(a1-c4)-1.tif:0002-0463-0674:2,1.034,112.034,76.610,4.576,3.729,-40.236,5.859
4,ms535(a1-c4)-1.tif:0002-0640-0772:2,1.092,128.136,107.119,5.593,2.881,-25.201,6.317
5,ms535(a1-c4)-1.tif:0002-0123-0743:2,0.689,124.068,20.678,3.898,0.508,-7.431,3.883
6,ms535(a1-c4)-1.tif:0002-0115-0718:2,0.345,120.847,19.492,1.864,0.169,-11.310,1.822
7,ms535(a1-c4)-1.tif:0002-0139-0876:2,0.804,146.271,23.559,4.576,0.000,0.000,4.520
8,ms535(a1-c4)-1.tif:0002-0828-1082:2,0.575,182.203,139.322,2.373,2.203,-42.879,3.277
9,ms535(a1-c4)-1.tif:0002-0808-1052:2,0.632,176.949,135.932,2.881,2.203,-41.186,3.618
10,ms535(a1-c4)-1.tif:0002-0719-0890:2,0.460,150.169,121.017,1.525,1.864,-53.130,2.488
11,ms535(a1-c4)-1.tif:0002-0775-0911:2,0.259,153.729,131.186,1.356,0.508,-20.556,1.429
12,ms535(a1-c4)-1.tif:0002-0766-0883:2,0.546,148.475,128.814,2.373,2.034,-40.601,3.125
13,ms535(a1-c4)-1.tif:0002-0783-1167:2,0.891,195.593,131.695,4.576,2.203,154.290,5.155
14,ms535(a1-c4)-1.tif:0002-0831-0109:2,0.661,17.458,139.492,2.203,2.881,-50.528,3.706
15,ms535(a1-c4)-1.tif:0002-0704-0290:2,0.546,47.797,118.644,2.881,1.356,-26.565,3.133
16,ms535(a1-c4)-1.tif:0002-0847-0272:2,0.287,45.424,143.559,1.525,0.169,-6.340,1.598
17,ms535(a1-c4)-1.tif:0001-0403-1280:1,0.431,216.102,67.627,1.864,1.525,-33.690,2.418
18,ms535(a1-c4)-1.tif:0001-0381-1204:1,0.575,202.712,63.898,2.881,1.356,-25.201,3.236
19,ms535(a1-c4)-1.tif:0001-0404-1223:1,0.603,206.780,66.949,1.017,3.220,-72.474,3.431
20,ms535(a1-c4)-1.tif:0001-0430-1002:1,0.517,168.475,72.881,2.881,0.000,0.000,2.938
21,ms535(a1-c4)-1.tif:0001-0504-1132:1,0.488,191.356,84.237,1.017,2.542,-66.801,2.686
22,ms535(a1-c4)-1.tif:0001-0332-0402:1,1.293,67.966,52.542,0.339,7.458,92.603,7.465
23,ms535(a1-c4)-1.tif:0001-0362-0149:1,0.373,25.085,60.508,0.508,1.864,99.462,1.973
24,ms535(a1-c4)-1.tif:0001-0211-0033:1,0.316,5.254,35.085,0.678,1.525,-66.038,1.618
25,ms535(a1-c4)-1.tif:0001-0423-1295:1,0.460,218.644,70.847,1.695,1.864,-47.726,2.478
