 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,ms517(a1-3d)-1.tif:0001-0678-0615:1,0.460,103.729,113.898,1.186,2.203,66.801,2.527
2,ms517(a1-3d)-1.tif:0001-0994-0451:1,0.603,75.254,167.458,2.542,2.203,-42.879,3.360
3,ms517(a1-3d)-1.tif:0001-0910-0135:1,0.402,21.864,153.898,2.034,0.847,26.565,2.226
4,ms517(a1-3d)-1.tif:0001-0737-0138:1,0.546,22.712,123.559,1.525,2.712,63.435,3.084
5,ms517(a1-3d)-1.tif:0001-0761-0120:1,0.345,19.831,128.305,1.186,1.356,48.814,1.839
6,ms517(a1-3d)-1.tif:0001-0707-0605:1,0.431,102.542,118.644,0.169,2.373,-85.914,2.376
7,ms517(a1-3d)-1.tif:0001-0148-1005:1,0.402,169.322,24.915,2.203,0.339,8.130,2.285
8,ms517(a1-3d)-1.tif:0001-0115-0969:1,0.575,162.712,18.983,3.051,1.186,18.435,3.253
9,ms517(a1-3d)-1.tif:0001-0334-1177:1,0.488,198.305,56.102,2.542,1.186,26.565,2.779
10,ms517(a1-3d)-1.tif:0001-0231-0795:1,0.373,134.407,38.305,0.847,1.864,59.036,2.021
11,ms517(a1-3d)-1.tif:0001-0453-1111:1,0.460,187.288,76.271,2.203,1.017,23.199,2.478
12,ms517(a1-3d)-1.tif:0001-0486-0837:1,0.603,140.508,81.525,2.712,1.864,34.509,3.323
13,ms517(a1-3d)-1.tif:0001-0462-0818:1,0.345,138.136,77.627,1.017,1.525,-59.036,1.881
14,ms517(a1-3d)-10.tif:0001-0335-1018:1,0.402,171.525,56.271,2.034,1.017,-26.565,2.274
15,ms517(a1-3d)-10.tif:0003-0571-0494:3,0.287,83.051,96.441,1.356,0.847,-26.565,1.570
16,ms517(a1-3d)-10.tif:0003-0848-0718:3,0.632,120.000,143.390,3.390,0.847,-14.036,3.508
17,ms517(a1-3d)-10.tif:0002-0250-1125:2,0.402,190.000,41.525,1.356,1.695,-51.340,2.171
18,ms517(a1-3d)-10.tif:0002-0289-1230:2,0.431,208.305,47.966,0.508,2.203,-77.905,2.329
19,ms517(a1-3d)-10.tif:0002-0478-0882:2,0.345,148.983,80.339,1.017,1.525,-53.130,1.787
20,ms517(a1-3d)-10.tif:0002-0516-0866:2,0.517,145.424,87.119,2.881,0.847,-17.354,2.966
21,ms517(a1-3d)-10.tif:0002-0369-0849:2,0.603,142.373,62.203,3.220,0.847,-14.744,3.371
22,ms517(a1-3d)-10.tif:0002-0407-1016:2,0.402,171.356,68.305,1.864,1.356,-36.027,2.260
23,ms517(a1-3d)-10.tif:0002-0188-0296:2,0.488,49.153,31.017,2.203,1.695,-37.569,2.735
