X0,Y0,Y1,Y2
0.00000,51.500,231.250,0
0.16949,55.911,252.543,0
0.33898,52.606,255.000,0
0.50847,52.871,255.000,0
0.67797,64.318,255.000,0
0.84746,74.883,255.000,0
1.01695,85.784,255.000,0
1.18644,122.525,255.000,0
1.35593,151.197,204.711,0
1.52542,176.776,136.337,0
1.69492,142.643,112.048,0
1.86441,142.341,99.140,0
2.03390,161.309,77.365,0
2.20339,228.292,74.000,0
2.37288,254.343,67.605,0
2.54237,236.835,65.459,0
2.71186,205.322,63.160,0
2.88136,192.595,58.025,0
3.05085,173.766,57.870,0
3.22034,201.060,64.265,0
3.38983,230.877,58.140,0
3.55932,255.000,59.539,0
3.72881,255.000,69.065,0
3.89831,255.000,71.483,0
4.06780,255.000,73.944,0
4.23729,255.000,71.767,0
4.40678,255.000,77.250,0
4.57627,255.000,82.139,0
4.74576,255.000,88.658,0
4.91525,255.000,73.707,0
5.08475,255.000,70.769,0
5.25424,255.000,65.059,0
5.42373,255.000,70.365,0
5.59322,255.000,77.079,0
5.76271,255.000,88.753,0
5.93220,255.000,81.258,0
6.10170,255.000,74.095,0
6.27119,251.788,72.981,0
6.44068,183.787,77.541,0
6.61017,172.688,75.688,0
