X0,Y0,Y1,Y2
0.00000,94.000,179.0000,0
0.16949,104.007,165.8606,0
0.33898,116.217,128.5104,0
0.50847,128.908,99.8081,0
0.67797,151.793,88.0178,0
0.84746,180.047,89.4882,0
1.01695,194.043,85.4142,0
1.18644,188.735,79.9268,0
1.35593,192.166,79.4615,0
1.52542,217.555,79.3125,0
1.69492,243.254,81.8609,0
1.86441,252.494,82.2126,0
2.03390,255.000,78.0473,0
2.20339,253.875,77.5625,0
2.37288,238.247,80.2973,0
2.54237,236.089,83.4911,0
2.71186,244.740,86.0473,0
2.88136,253.121,84.4430,0
3.05085,255.000,80.0577,0
3.22034,255.000,82.8979,0
3.38983,254.148,82.3373,0
3.55932,246.665,83.7041,0
3.72881,231.524,87.6139,0
3.89831,207.617,85.2718,0
4.06780,172.485,86.0710,0
4.23729,126.256,89.4194,0
4.40678,92.500,87.5000,0
