1	2.500645	37	1.97%	96	4.76
2	2.311655	34	1.39%	62	3.99
3	2.46152	37	1.22%	90	4.3
4	2.510855	35	2.15%	82	4.13
5	2.267665	33	1.69%	91	4.58
6	2.078105	36	1.52%	71	4.31
7	2.280225	28	0.61%	67	2.56
8	1.88493	30	1.40%	53	5.17
9	1.7353	33	1.37%	57	3.62
10	1.82021	34	1.42%	70	3.88
11	1.747385	23	1.43%	51	4.79
