2.101	1.334	2.745	1.993	2.213	1.697	2.192	2.069	2.28	1.994	1.814
2.51	2.517	2.759	2.371	2.291	1.335	2.15	1.813	2.881	2.396	1.62
2.092	2.349	2.507	2.51	2.192	2.485	2.239	1.14	1.818	2.66	1.849
2.039	2.517	1.886	2.548	2.51	1.679	2.883	1.597	2.523	2.803	1.802
2.959	1.91	2.308	2.101	2.15	1.47	2.192	2.017	1.668	2.587	1.576
2.775	2.69	2.396	3.211	2.165	1.633	1.769	2.417	1.988	2.271	1.335
2.016	2.905	2.53	2.756	2.213	2.016	3.227	1.633	1.019	2.544	1.223
2.213	2.393	2.46	2.349	2.773	2.417	3.217	1.817	1.345	1.555	1.379
2.447	2.517	2.756	2.213	2.584	2.404	1.62	1.576	1.486	1.676	1.533
1.961	2.499	2.571	1.838	2.168	2.192	2.905	1.512	1.775	2.162	1.354
1.941	2.523	2.631	2.417	2.393	2.177	3.319	1.271	2.172	1.99	1.853
2.668	3.058	4.894	2.447	2.963	2.262	2.293	1.368	2.039	1.894	2.37
1.55	2.447	3.788	1.937	1.99	1.941	2.162	1.56	1.572	1.849	1.606
1.99	2.682	4.002	2.601	2.213	2.604	2.404	2.577	1.438	1.55	1.799
2.064	2.858	2.101	2.423	2.396	2.189	2.869	1.845	2.57	1.928	1.596
2.095	2.282	3.487	2.039	2.404	2.51	2.293	1.66	2.567	1.251	1.894
2.517	2.239	3.712	2.883	2.291	2.064	2.447	1.66	1.949	1.568	1.824
2.349	2.165	2.858	2.815	2.393	2.517	1.6	2.243	1.496	2.243	2.262
2.502	2.756	2.991	2.709	2.165	1.533	1.827	1.541	2.072	1.456	1.684
2.129	2.141	2.517	2.371	1.74	1.694	2.621	2.039	1.565	2.166	1.887
2.12	2.517	3.774	1.784	1.644	1.632	2.192	1.512	1.292	2.065	1.894
3.56	2.465	2.177	2.347	1.632	2.69	2.856	1.982	2.019	1.77	1.936
3.16	2.15	2.883	2.291	1.941	1.802	1.961	1.642	1.299	1.994	1.606
3.969	2.499	3.989	2.308	2.019	2.192	1.683	2.492	1.661	1.733	1.576
1.934	2.417	3.679	2.404	2.12	1.694	2.248	1.898	1.902	1.733	1.802
2.404	2.279	2.38	1.99	1.583	2.162	1.713	1.938	1.175	1.91	1.897
2.308	2.709	2.279	2.46	2.092	1.709	2.349	1.803	1.481	2.074	2.269
2.919	2.631	2.548	2.815	2.822	1.254	2.782	2.144	1.74	1.312	2.361
2.651	2.548	2.165	2.465	2.439	1.612	1.941	2.301	1.504	1.869	1.714
2.465	2.599	2.177	2.794	2.293	1.329	1.941	1.533	1.354	1.583	2.097
2.499	2.819	2.66	2.548	2.53	2.604	1.612	1.614	2.275	1.77	2.222
2.415	2.883	2.631	2.499	2.745	2.831	1.838	1.576	1.351	1.775	2.058
2.548	2.465	1.709	1.725	2.347	1.934	2.53	1.656	1.965	1.869	1.766
3.068	2.349	1.486	1.937	2.584	1.838	1.583	1.898	1.769	1.683	1.664
4.129	2.168	1.368	2.248	1.55	1.595	2.256	1.25	1.299	1.6	1.572
1.632	2.658	2.051	2.349	1.855	1.612	2.168	2.371	1.325	1.641	1.299
2.465	2.396	1.838	2.476	2.101	2.46	1.329	1.534	1.584	1.86	1.37
2.745	2.201	1.709	2.379	2.347	1.74	2.423	1.131	1.425	2.087	1.47
1.99	2.455	2.054	2.976	2.46	2.67	2.338	1.88	2.417	1.556	1.486
1.802	2.447	1.486	3.785	2.101	2.054	1.428	1.938	2.64	1.286	2.213
2.709	2.282	1.743	2.605	1.838	2.682	1.855	1.709	2.237	1.86	1.788
3.336	2.991	2.349	2.495	1.481	2.499	1.937	1.737	1.898	1.838	1.818
2.293	2.349	2.054	3.011	2.213	2.162	2.347	1.312	1.62	1.429	1.863
1.897	2.756	2.291	3.084	2.349	1.784	1.62	1.571	1.821	1.88	2.097
1.869	2.054	1.827	2.96	2.393	1.841	2.51	1.481	1.391	2.111	2.058
2.415	2.507	1.587	2.452	2.019	1.334	2.282	0.998	1.391	2.399	1.388
2.201	2.775	1.55	2.908	2.092	2.439	2.308	1.328	2.15	1.633	1.633
2.436	2.517	2.404	2.423	2.561	2.371	2.66	1.462	1.335	1.595	1.425
2.69	2.293	1.709	2.605	1.961	2.262	1.937	1.518	1.531	1.653	1.811
2.308	2.624	1.937	2.452	2.248	1.827	2.561	1.627	1.656	1.958	1.613
1.886	3.096	2.702	2.452	1.838	2.213	1.897	1.391	1.817	1.811	1.78
2.735	3.305	1.486	3.233	2.308	2.016	1.78	1.257	1.491	1.453	2.339
2.631	2.718	1.802	2.96	2.921	2.08	2.168	1.702	1.329	1.823	1.838
2.447	2.756	1.947	2.741	2.347	1.368	2.423	1.298	1.335	1.894	2.09
2.803	3.227	2.851	3.684	2.347	1.486	1.52	1.122	1.63	1.713	1.71
2.718	2.561	2.168	3.126	2.46	1.838	3.009	1.242	1.565	1.529	1.517
1.886	3.096	1.52	3.233	2.548	1.937	1.99	1.532	1.496	2.036	1.496
2.165	3.419	2.436	2.928	2.039	2.756	2.447	1.378	1.71	1.505	1.733
3.077	2.831	1.951	2.928	3.135	1.713	1.937	1.363	1.572	2.065	1.74
2.054	2.347	1.659	2.299	2.347	1.967	3.209	1.701	1.54	1.766	1.958
2.51	2.599	2.15	2.457	2.396	2.489	2.213	1.151	1.652	1.744	2.036
2.213	2.279	1.632	3.371	1.838	2.165	2.991	1.179	1.814	1.54	1.28
2.803	2.658	1.91	2.569	2.016	2.404	2.668	1.411	1.54	1.86	1.209
2.782	2.213	2.054	2.457	1.934	2.039	2.507	1.786	1.894	1.869	1.453
2.815	2.499	2.901	3.099	2.101	1.74	2.599	1.72	2.087	1.47	1.677
2.876	2.66	1.91	2.928	1.78	2.279	2.502	1.781	1.45	1.708	1.391
1.62	1.694	3.223	2.495	1.941	2.054	2.039	1.65	0.97	1.369	1.951
2.15	1.961	2.192	3.996	2.404	2.455	2.423	1.556	2.629	1.58	1.882
2.548	2.248	4.203	3.385	2.499	2.415	2.213	1.51	1.533	1.531	2.067
2.279	2.599	3.068	2.74	2.201	1.869	2.371	1.21	1.407	1.86	1.633
1.709	2.141	3.096	2.065	1.897	2.324	2.282	1.36	1.425	1.821	1.985
2.291	2.876	2.599	3.143	1.802	2.718	2.019	1.122	1.478	1.517	1.55
2.177	1.855	2.192	2.375	2.423	2.141	2.682	1.65	1.7	1.481	2.09
2.308	2.349	2.177	2.804	1.947	1.62	1.827	1.516	1.762	2.051	1.54
1.993	2.584	2.095	3.319	1.713	1.694	2.308	1.84	1.968	1.775	1.881
2.561	2.782	2.279	2.67	2.101	2.016	2.12	1.481	2.609	1.694	1.614
2.465	2.338	3.166	3.935	2.69	2.092	2.019	1.577	2.571	2.53	1.818
2.417	2.579	2.523	2.43	2.794	2.455	2.15	1.459	2.364	1.55	1.73
2.262	2.941	2.168	2.67	2.69	2.192	2.092	2.016	2.716	1.99	1.898
2.347	2.561	2.064	3.367	2.308	2.213	2.523	1.328	2.184	1.855	1.459
1.644	1.855	2.858	2.83	3.419	1.587	2.905	1.423	2.058	1.827	1.345
2.029	2.718	2.054	2.762	2.651	1.334	1.499	1.233	2.229	1.99	1.173
