X0,Y0,Y1,Y2
0.00000,234.333,0,99.111
0.16949,254.737,0,99.608
0.33898,254.140,0,110.658
0.50847,253.634,0,114.985
0.67797,255.000,0,121.818
0.84746,255.000,0,135.550
1.01695,255.000,0,148.375
1.18644,255.000,0,158.276
1.35593,255.000,0,172.992
1.52542,255.000,0,185.636
1.69492,255.000,0,188.977
1.86441,255.000,0,192.851
2.03390,255.000,0,191.923
2.20339,254.653,0,198.205
2.37288,246.086,0,201.190
2.54237,240.947,0,206.284
2.71186,235.668,0,224.949
2.88136,211.479,0,249.502
3.05085,214.712,0,251.411
3.22034,210.000,0,255.000
3.38983,212.239,0,255.000
3.55932,214.720,0,255.000
3.72881,202.962,0,255.000
3.89831,220.310,0,255.000
4.06780,223.117,0,255.000
4.23729,189.242,0,255.000
4.40678,157.109,0,255.000
4.57627,147.694,0,255.000
4.74576,140.911,0,255.000
4.91525,144.101,0,255.000
5.08475,138.420,0,255.000
5.25424,129.889,0,255.000
5.42373,135.314,0,255.000
5.59322,138.974,0,255.000
5.76271,134.638,0,255.000
5.93220,131.389,0,255.000
6.10170,134.577,0,255.000
6.27119,147.954,0,255.000
6.44068,149.667,0,255.000
