Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms585(a1-c5)-2.tif:0002-0019-0578:2,-17.103,0,0,65535,2.346,1
ms585(a1-c5)-2.tif:0002-0028-0605:2,-21.801,0,0,65535,2.872,1
ms585(a1-c5)-3.tif:0002-0064-0703:2,-4.086,0,0,65535,2.419,1
ms585(a1-c5)-3.tif:0002-0564-1281:2,-68.199,0,0,65535,1.676,1
ms585(a1-c5)-4.tif:0002-0116-0158:2,63.435,0,0,65535,1.668,0
ms585(a1-c5)-4.tif:0002-0102-0189:2,-30.964,0,0,65535,0.96,0
ms585(a1-c5)-4.tif:0002-0023-0231:2,35.538,0,0,65535,3.041,1
ms585(a1-c5)-4.tif:0002-0368-1333:2,50.194,0,0,65535,2.642,1
ms585(a1-c5)-4.tif:0002-0393-1315:2,50.711,0,0,65535,2.365,1
ms585(a1-c5)-4.tif:0002-0447-1239:2,81.87,0,0,65535,2.334,0
ms585(a1-c5)-4.tif:0002-0479-1237:2,81.87,0,0,65535,2.341,0
ms585(a1-c5)-4.tif:0002-0589-1138:2,-80.538,0,0,65535,1.951,1
ms585(a1-c5)-4.tif:0002-0678-1284:2,63.435,0,0,65535,1.493,1
ms585(a1-c5)-4.tif:0002-0863-1288:2,79.695,0,0,65535,1.864,1
ms585(a1-c5)-4.tif:0002-0882-1272:2,20.556,0,0,65535,1.412,0
ms585(a1-c5)-4.tif:0002-0812-0457:2,55.008,0,0,65535,2.037,1
ms585(a1-c5)-4.tif:0002-0820-0384:2,-97.125,0,0,65535,1.357,0
ms585(a1-c5)-4.tif:0002-0449-0583:2,-98.746,0,0,65535,2.285,0
ms585(a1-c5)-4.tif:0002-0459-0589:2,-7.125,0,0,65535,1.479,1
ms585(a1-c5)-5.tif:0001-0212-0154:1,60.255,0,0,65535,1.395,0
ms585(a1-c5)-5.tif:0001-0292-0357:1,42.709,0,0,65535,3.083,1
ms585(a1-c5)-5.tif:0001-0093-0470:1,71.565,0,0,65535,1.627,0
ms585(a1-c5)-5.tif:0001-0049-1225:1,45,0,0,65535,3.955,1
ms585(a1-c5)-5.tif:0001-0842-0452:1,54.462,0,0,65535,1.492,0
ms585(a1-c5)-5.tif:0001-0835-0462:1,26.565,0,0,65535,1.213,0
ms585(a1-c5)-5.tif:0001-0822-0476:1,60.255,0,0,65535,1.473,0
ms585(a1-c5)-5.tif:0001-0961-1030:1,36.254,0,0,65535,3.153,1
ms585(a1-c5)-5.tif:0001-0944-1061:1,10.62,0,0,65535,2.861,1
ms585(a1-c5)-6.tif:0001-0438-0573:1,-72.121,0,0,65535,5.664,1
ms585(a1-c5)-6.tif:0001-0477-0584:1,-66.251,0,0,65535,4.578,1
ms585(a1-c5)-6.tif:0001-0148-0084:1,90,0,0,65535,1.356,0
ms585(a1-c5)-6.tif:0001-0347-1086:1,53.13,0,0,65535,2.523,1
ms585(a1-c5)-6.tif:0001-0100-0123:1,-45,0,0,65535,1.479,1
ms585(a1-c5)-7.tif:0001-0065-0738:1,53.13,0,0,65535,1.695,0
ms585(a1-c5)-7.tif:0001-0089-0729:1,-71.565,0,0,65535,1.689,0
ms585(a1-c5)-7.tif:0001-0462-1105:1,56.31,0,0,65535,2.444,1
ms585(a1-c5)-7.tif:0001-0447-0989:1,32.005,0,0,65535,1.599,0
ms585(a1-c5)-7.tif:0001-0466-0992:1,74.055,0,0,65535,1.316,0
ms585(a1-c5)-7.tif:0001-0565-0347:1,12.095,0,0,65535,2.427,1
ms585(a1-c5)-7.tif:0001-0622-0344:1,45,0,0,65535,2.817,1
ms585(a1-c5)-7.tif:0001-0784-0794:1,-85.601,0,0,65535,2.218,0
ms585(a1-c5)-8.tif:0001-0324-0497:1,32.735,0,0,65535,2.849,1
ms585(a1-c5)-8.tif:0001-0831-1048:1,60.945,0,0,65535,1.705,0
ms585(a1-c5)-8.tif:0001-0804-1052:1,90,0,0,65535,1.528,0
ms585(a1-c5)-8.tif:0001-0801-1186:1,5.194,0,0,65535,1.951,0
ms585(a1-c5)-8.tif:0001-0778-0789:1,65.225,0,0,65535,2.54,1
ms585(a1-c5)-8.tif:0001-0818-0586:1,60.255,0,0,65535,2.807,1
ms585(a1-c5)-8.tif:0001-0126-0693:1,-81.027,0,0,65535,3.248,1
ms585(a1-c5)-8.tif:0001-0123-1013:1,-5.194,0,0,65535,3.66,1
ms585(a1-c5)-8.tif:0001-0261-0777:1,71.565,0,0,65535,1.689,0
