Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms549(a1-5d)-1.tif:0002-0313-0713:2,46.848,0,0,65535,3.597,1
ms549(a1-5d)-1.tif:0002-0479-0669:2,57.265,0,0,65535,2.776,0
ms549(a1-5d)-1.tif:0002-0501-0647:2,59.744,0,0,65535,2.398,1
ms549(a1-5d)-1.tif:0002-0626-0985:2,-18.435,0,0,65535,2.654,1
ms549(a1-5d)-1.tif:0002-0652-0859:2,-93.814,0,0,65535,2.463,1
ms549(a1-5d)-1.tif:0002-1004-1299:2,72.255,0,0,65535,4.53,1
ms549(a1-5d)-1.tif:0002-0558-0343:2,7.125,0,0,65535,2.733,1
ms549(a1-5d)-1.tif:0002-0909-0203:2,8.13,0,0,65535,2.302,0
ms549(a1-5d)-1.tif:0002-0705-0070:2,67.38,0,0,65535,2.237,1
ms549(a1-5d)-1.tif:0002-0934-0421:2,-61.39,0,0,65535,2.161,0
ms549(a1-5d)-1.tif:0002-0152-1016:2,-45,0,0,65535,1.739,0
ms549(a1-5d)-1.tif:0002-0156-1053:2,7.595,0,0,65535,2.577,0
ms549(a1-5d)-1.tif:0002-0053-0870:2,-42.274,0,0,65535,2.52,0
ms549(a1-5d)-2.tif:0002-0348-0323:2,10.305,0,0,65535,1.895,1
ms549(a1-5d)-2.tif:0002-0347-0080:2,17.745,0,0,65535,4.395,1
ms549(a1-5d)-2.tif:0002-0245-0677:2,12.804,0,0,65535,3.889,1
ms549(a1-5d)-2.tif:0002-0247-0722:2,-2.49,0,0,65535,3.817,1
ms549(a1-5d)-2.tif:0002-0337-0685:2,65.225,0,0,65535,2.54,1
ms549(a1-5d)-2.tif:0002-0194-1005:2,40.601,0,0,65535,4.753,1
ms549(a1-5d)-2.tif:0002-0176-1265:2,10.008,0,0,65535,8.763,1
ms549(a1-5d)-2.tif:0002-0395-1257:2,94.764,0,0,65535,2.036,1
ms549(a1-5d)-2.tif:0002-0766-0221:2,47.121,0,0,65535,3.236,1
ms549(a1-5d)-2.tif:0002-0754-0084:2,57.529,0,0,65535,2.21,1
ms549(a1-5d)-2.tif:0002-0136-1070:2,-41.634,0,0,65535,1.921,1
ms549(a1-5d)-3.tif:0002-0294-0359:2,-45,0,0,65535,4.075,1
ms549(a1-5d)-3.tif:0002-0309-0344:2,-23.199,0,0,65535,1.213,0
ms549(a1-5d)-3.tif:0002-0282-0340:2,-39.806,0,0,65535,1.38,1
ms549(a1-5d)-3.tif:0002-0234-0478:2,-14.931,0,0,65535,2.654,1
ms549(a1-5d)-3.tif:0002-0341-0576:2,-26.565,0,0,65535,2.161,1
ms549(a1-5d)-3.tif:0002-0511-0807:2,-16.699,0,0,65535,3.62,1
ms549(a1-5d)-4.tif:0002-0057-0185:2,0,0,0,65535,2.119,1
ms549(a1-5d)-4.tif:0002-0134-0193:2,11.31,0,0,65535,2.501,1
ms549(a1-5d)-4.tif:0002-0150-0177:2,93.013,0,0,65535,3.223,1
ms549(a1-5d)-4.tif:0002-0168-0053:2,66.038,0,0,65535,1.725,0
ms549(a1-5d)-4.tif:0002-0156-0083:2,-4.764,0,0,65535,2.168,0
ms549(a1-5d)-4.tif:0002-0076-0620:2,48.013,0,0,65535,2.249,0
ms549(a1-5d)-4.tif:0002-0181-0568:2,-10.008,0,0,65535,2.809,1
ms549(a1-5d)-4.tif:0002-0375-1319:2,-3.576,0,0,65535,2.59,1
ms549(a1-5d)-4.tif:0002-0899-1223:2,-22.38,0,0,65535,3.016,1
ms549(a1-5d)-4.tif:0002-0132-1076:2,63.435,0,0,65535,1.952,1
ms549(a1-5d)-5.tif:0002-0525-1347:2,-79.38,0,0,65535,2.759,1
ms549(a1-5d)-5.tif:0002-0557-1064:2,50.528,0,0,65535,3.61,1
ms549(a1-5d)-5.tif:0002-0571-0135:2,-72.646,0,0,65535,2.949,0
ms549(a1-5d)-5.tif:0002-0552-0113:2,-41.987,0,0,65535,2.323,0
ms549(a1-5d)-5.tif:0002-0687-0078:2,-90,0,0,65535,1.301,0
ms549(a1-5d)-5.tif:0002-0408-0247:2,29.055,0,0,65535,1.696,0
ms549(a1-5d)-5.tif:0002-0224-1182:2,33.69,0,0,65535,2.476,0
ms549(a1-5d)-5.tif:0002-0255-1256:2,-20.556,0,0,65535,2.824,0
ms549(a1-5d)-5.tif:0002-0284-1208:2,56.31,0,0,65535,3.588,1
ms549(a1-5d)-5.tif:0002-0453-1298:2,-68.749,0,0,65535,3.242,1
