Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms587(a1-5b)-1.tif:0002-0311-0124:2,-48.366,0,0,65535,2.012,1
ms587(a1-5b)-1.tif:0002-0291-0358:2,32.735,0,0,65535,2.713,1
ms587(a1-5b)-1.tif:0002-0213-0991:2,28.61,0,0,65535,2.097,0
ms587(a1-5b)-1.tif:0002-0192-1033:2,39.094,0,0,65535,3.424,0
ms587(a1-5b)-1.tif:0002-0134-1311:2,-48.576,0,0,65535,3.848,1
ms587(a1-5b)-1.tif:0002-0473-0206:2,0,0,0,65535,2.26,0
ms587(a1-5b)-1.tif:0002-0364-0063:2,-72.897,0,0,65535,2.216,0
ms587(a1-5b)-1.tif:0002-0388-0379:2,-47.49,0,0,65535,2.757,1
ms587(a1-5b)-2.tif:0002-0470-1160:2,23.499,0,0,65535,4.251,1
ms587(a1-5b)-2.tif:0002-0351-0897:2,57.265,0,0,65535,2.774,1
ms587(a1-5b)-2.tif:0002-0428-0177:2,-35.538,0,0,65535,1.503,1
ms587(a1-5b)-2.tif:0002-0413-0156:2,-33.69,0,0,65535,1.246,1
ms587(a1-5b)-2.tif:0002-0489-0139:2,-45,0,0,65535,1.919,1
ms587(a1-5b)-2.tif:0002-0248-0226:2,45,0,0,65535,1.619,0
ms587(a1-5b)-2.tif:0002-0172-0241:2,-51.34,0,0,65535,1.094,0
ms587(a1-5b)-2.tif:0002-0345-1169:2,40.601,0,0,65535,1.503,1
ms587(a1-5b)-2.tif:0002-0575-1165:2,-84.289,0,0,65535,1.661,1
ms587(a1-5b)-2.tif:0002-0632-1176:2,56.31,0,0,65535,1.235,1
ms587(a1-5b)-2.tif:0002-0905-0683:2,-41.634,0,0,65535,2.069,1
ms587(a1-5b)-2.tif:0002-0953-0802:2,-41.186,0,0,65535,1.738,0
ms587(a1-5b)-2.tif:0002-0954-0812:2,40.601,0,0,65535,1.559,0
ms587(a1-5b)-3.tif:0001-0232-0096:1,-18.435,0,0,65535,2.104,1
ms587(a1-5b)-3.tif:0001-0201-1188:1,55.008,0,0,65535,2.174,1
ms587(a1-5b)-3.tif:0001-0170-1215:1,45,0,0,65535,1.799,1
ms587(a1-5b)-3.tif:0001-0181-1304:1,41.186,0,0,65535,1.739,0
ms587(a1-5b)-3.tif:0001-0252-1185:1,24.228,0,0,65535,3.717,1
ms587(a1-5b)-3.tif:0001-0176-0220:1,78.69,0,0,65535,1.728,0
ms587(a1-5b)-3.tif:0001-0311-0133:1,7.125,0,0,65535,1.282,0
ms587(a1-5b)-3.tif:0001-0324-0905:1,65.556,0,0,65535,2.021,0
ms587(a1-5b)-3.tif:0001-0288-0918:1,34.992,0,0,65535,2.012,0
ms587(a1-5b)-3.tif:0001-0499-0832:1,90,0,0,65535,2.147,0
ms587(a1-5b)-3.tif:0001-0149-0042:1,23.199,0,0,65535,2.628,0
ms587(a1-5b)-3.tif:0001-0427-0336:1,26.565,0,0,65535,1.921,0
ms587(a1-5b)-3.tif:0001-0438-0327:1,100.305,0,0,65535,1.934,0
ms587(a1-5b)-3.tif:0001-0452-0181:1,45,0,0,65535,2.798,0
ms587(a1-5b)-3.tif:0001-0582-0400:1,13.241,0,0,65535,3.015,1
ms587(a1-5b)-3.tif:0001-0289-0706:1,-29.055,0,0,65535,1.769,0
ms587(a1-5b)-3.tif:0001-0150-0713:1,-65.772,0,0,65535,3.694,1
ms587(a1-5b)-3.tif:0001-0508-1043:1,37.694,0,0,65535,4.769,1
ms587(a1-5b)-3.tif:0001-0704-1234:1,70.017,0,0,65535,2.037,1
ms587(a1-5b)-3.tif:0001-0836-0935:1,-11.31,0,0,65535,1.754,0
ms587(a1-5b)-3.tif:0001-0869-0990:1,-6.71,0,0,65535,2.845,0
ms587(a1-5b)-3.tif:0001-0878-1021:1,-36.027,0,0,65535,2.26,0
ms587(a1-5b)-3.tif:0001-0880-0771:1,22.38,0,0,65535,3.19,1
ms587(a1-5b)-3.tif:0001-0788-0807:1,6.34,0,0,65535,3.059,1
ms587(a1-5b)-3.tif:0001-0852-0327:1,2.603,0,0,65535,3.618,1
ms587(a1-5b)-3.tif:0001-0902-0075:1,3.18,0,0,65535,3.166,1
ms587(a1-5b)-3.tif:0001-0615-0239:1,16.39,0,0,65535,2.966,1
ms587(a1-5b)-3.tif:0001-0478-0120:1,-5.194,0,0,65535,1.924,0
ms587(a1-5b)-3.tif:0001-0883-0656:1,47.49,0,0,65535,2.638,1
