 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,c75(a1-b1)-1.tif:0002-0297-0871:2,0.345,147.458,49.492,0.508,1.864,78.690,1.829
2,c75(a1-b1)-1.tif:0002-0934-0733:2,0.345,124.237,157.458,0.000,1.864,90.000,1.864
3,c75(a1-b1)-1.tif:0002-0693-0691:2,0.373,116.949,116.441,0.339,2.034,-80.538,2.062
4,c75(a1-b1)-1.tif:0002-0785-0461:2,0.431,77.288,132.203,1.695,1.695,-41.987,2.338
5,c75(a1-b1)-1.tif:0002-0855-0514:2,0.316,86.949,144.068,0.339,1.695,-78.690,1.714
6,c75(a1-b1)-1.tif:0002-0906-0505:2,0.172,85.254,153.559,0.847,0.000,0.000,0.763
7,c75(a1-b1)-1.tif:0002-0913-0516:2,0.230,87.288,154.237,0.339,1.186,-74.055,1.213
8,c75(a1-b1)-1.tif:0001-0175-0659:1,0.287,111.525,28.983,0.339,1.525,-82.875,1.463
9,c75(a1-b1)-1.tif:0001-0148-0650:1,0.431,110.000,23.898,0.339,2.373,-81.870,2.313
10,c75(a1-b1)-1.tif:0001-0262-0854:1,0.259,144.237,43.898,1.017,1.017,-45.000,1.438
11,c75(a1-b1)-1.tif:0001-0239-0843:1,0.345,142.034,40.339,1.864,0.508,-15.255,1.933
12,c75(a1-b1)-1.tif:0001-0136-0850:1,0.402,143.390,22.203,1.525,1.695,-48.013,2.224
13,c75(a1-b1)-1.tif:0001-0197-0440:1,0.661,74.407,31.525,0.339,3.729,84.560,3.660
14,c75(a1-b1)-1.tif:0001-0556-1173:1,0.230,198.644,93.729,0.508,1.186,-66.801,1.260
15,c75(a1-b1)-1.tif:0001-0532-1168:1,0.345,197.627,89.322,0.678,1.695,-73.301,1.796
16,c75(a1-b1)-1.tif:0001-0637-0908:1,0.373,153.729,106.949,0.508,2.034,-74.745,2.014
17,c75(a1-b1)-1.tif:0001-0643-1095:1,0.517,185.254,107.627,0.678,2.881,-76.759,2.960
18,c75(a1-b1)-1.tif:0001-0623-1071:1,0.345,180.678,105.593,1.864,0.169,5.711,1.782
19,c75(a1-b1)-1.tif:0001-0046-0239:1,0.259,40.169,7.288,0.678,1.186,-60.255,1.366
