Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms523(a1-b5)-1.tif:0001-0075-0581:1,-48.814,0,0,65535,1.765,1
ms523(a1-b5)-1.tif:0001-0048-0861:1,-78.69,0,0,65535,2.593,1
ms523(a1-b5)-1.tif:0001-0015-1005:1,-64.799,0,0,65535,3.236,1
ms523(a1-b5)-1.tif:0001-0251-1252:1,-47.291,0,0,65535,2.957,1
ms523(a1-b5)-1.tif:0001-0346-1183:1,-33.69,0,0,65535,2.398,1
ms523(a1-b5)-1.tif:0001-0247-1052:1,-45,0,0,65535,2.237,1
ms523(a1-b5)-1.tif:0001-0344-1016:1,-50.194,0,0,65535,1.447,1
ms523(a1-b5)-1.tif:0001-0380-0908:1,-74.055,0,0,65535,2.43,0
ms523(a1-b5)-1.tif:0001-0455-0380:1,152.103,0,0,65535,3.108,1
ms523(a1-b5)-1.tif:0001-0490-0198:1,85.601,0,0,65535,2.154,1
ms523(a1-b5)-1.tif:0001-0101-0019:1,-52.431,0,0,65535,2.735,1
ms523(a1-b5)-1.tif:0001-0019-0033:1,-41.186,0,0,65535,1.76,0
ms523(a1-b5)-1.tif:0001-0686-0726:1,-26.565,0,0,65535,2.881,1
ms523(a1-b5)-1.tif:0001-0999-0375:1,119.476,0,0,65535,4.52,1
ms523(a1-b5)-1.tif:0001-0936-0129:1,55.305,0,0,65535,2.68,0
ms523(a1-b5)-1.tif:0001-0513-0204:1,-32.005,0,0,65535,4.797,1
ms523(a1-b5)-1.tif:0001-0574-0398:1,4.236,0,0,65535,4.504,1
ms523(a1-b5)-1.tif:0001-0129-0487:1,-40.236,0,0,65535,2.822,1
ms523(a1-b5)-2.tif:0002-0208-0128:2,-28.072,0,0,65535,2.985,1
ms523(a1-b5)-2.tif:0002-0324-1248:2,-21.801,0,0,65535,2.791,0
ms523(a1-b5)-2.tif:0002-0353-1273:2,25.201,0,0,65535,3.236,0
ms523(a1-b5)-2.tif:0002-0440-0963:2,-47.726,0,0,65535,2.402,0
ms523(a1-b5)-2.tif:0002-0866-1288:2,-59.931,0,0,65535,3.798,0
ms523(a1-b5)-2.tif:0002-0881-1315:2,-12.265,0,0,65535,4.033,0
ms523(a1-b5)-2.tif:0002-0815-1041:2,-14.931,0,0,65535,5.153,1
ms523(a1-b5)-2.tif:0002-0681-1294:2,-25.017,0,0,65535,5.66,1
ms523(a1-b5)-2.tif:0002-0971-0200:2,-63.435,0,0,65535,3.437,1
ms523(a1-b5)-2.tif:0002-0864-0237:2,-47.726,0,0,65535,2.402,0
ms523(a1-b5)-2.tif:0002-0845-0230:2,-61.699,0,0,65535,2.481,0
ms523(a1-b5)-2.tif:0002-0470-1120:2,-63.435,0,0,65535,2.628,0
ms523(a1-b5)-2.tif:0002-0572-1308:2,36.027,0,0,65535,2.351,0
ms523(a1-b5)-2.tif:0002-0548-1343:2,-79.992,0,0,65535,2.992,0
ms523(a1-b5)-2.tif:0002-0464-0321:2,-37.569,0,0,65535,2.807,0
ms523(a1-b5)-2.tif:0002-0399-0253:2,-15.945,0,0,65535,2.609,0
ms523(a1-b5)-2.tif:0002-0510-0365:2,-48.366,0,0,65535,2.084,0
ms523(a1-b5)-2.tif:0002-0568-0119:2,-26.565,0,0,65535,3.032,1
ms523(a1-b5)-3.tif:0002-0058-0443:2,90,0,0,65535,3.729,1
ms523(a1-b5)-3.tif:0002-0749-0580:2,-62.354,0,0,65535,4.018,1
ms523(a1-b5)-3.tif:0002-0725-0688:2,26.565,0,0,65535,4.208,1
ms523(a1-b5)-3.tif:0002-0717-1183:2,-45,0,0,65535,3.356,0
ms523(a1-b5)-3.tif:0002-0836-1291:2,-79.695,0,0,65535,3.873,1
ms523(a1-b5)-3.tif:0002-0841-1284:2,-64.799,0,0,65535,3.108,0
ms523(a1-b5)-3.tif:0002-0629-1306:2,-85.236,0,0,65535,2.036,0
ms523(a1-b5)-3.tif:0002-0647-1196:2,-34.992,0,0,65535,2.022,0
ms523(a1-b5)-3.tif:0002-0268-1057:2,93.9,0,0,65535,7.475,1
ms523(a1-b5)-3.tif:0002-0197-0882:2,63.435,0,0,65535,1.177,0
ms523(a1-b5)-3.tif:0002-0009-1289:2,90,0,0,65535,2.034,0
ms523(a1-b5)-3.tif:0002-0026-1321:2,-18.435,0,0,65535,3.216,0
ms523(a1-b5)-3.tif:0002-0038-1354:2,-23.199,0,0,65535,2.471,0
ms523(a1-b5)-3.tif:0002-0340-0925:2,3.366,0,0,65535,2.893,1
