 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,c76(a1-c1)-1.tif:0002-0618-0501:2,0.373,84.237,104.068,1.525,1.356,45.000,1.999
2,c76(a1-c1)-1.tif:0002-0585-0535:2,0.546,89.831,97.966,1.864,2.373,49.399,3.053
3,c76(a1-c1)-1.tif:0002-0695-0628:2,0.517,105.424,116.780,2.034,2.203,45.000,2.957
4,c76(a1-c1)-1.tif:0002-0447-0576:2,0.632,95.932,75.593,3.559,0.339,-5.194,3.632
5,c76(a1-c1)-1.tif:0002-0865-0827:2,0.575,139.661,145.085,1.186,3.051,-66.038,3.294
6,c76(a1-c1)-1.tif:0002-0007-0442:2,0.517,73.559,0.847,2.881,0.847,17.354,2.966
7,c76(a1-c1)-1.tif:0002-0203-0235:2,0.488,39.153,33.390,1.525,2.203,55.305,2.667
8,c76(a1-c1)-1.tif:0002-0133-0539:2,0.373,91.186,21.695,0.508,1.864,-79.695,1.973
9,c76(a1-c1)-1.tif:0002-0256-0290:2,0.575,48.644,42.034,1.186,2.881,67.620,3.190
10,c76(a1-c1)-1.tif:0003-0073-0095:3,0.287,15.424,12.203,1.356,0.508,-20.556,1.469
11,c76(a1-c1)-1.tif:0003-0075-0113:3,0.287,18.475,12.712,1.525,0.169,6.340,1.473
12,c76(a1-c1)-1.tif:0003-0058-0395:3,0.373,66.271,9.153,1.525,1.356,38.660,2.084
13,c76(a1-c1)-1.tif:0003-0087-0522:3,0.488,87.797,13.729,1.525,2.203,57.265,2.759
14,c76(a1-c1)-1.tif:0003-0393-0376:3,0.488,62.542,66.102,2.542,1.186,21.801,2.731
15,c76(a1-c1)-1.tif:0003-0199-0753:3,0.517,126.949,32.542,1.525,2.373,54.462,2.852
16,c76(a1-c1)-1.tif:0003-0246-0613:3,0.230,103.898,41.186,0.169,1.186,81.870,1.152
17,c76(a1-c1)-1.tif:0003-0297-0604:3,0.488,101.356,49.661,2.203,1.525,34.695,2.695
18,c76(a1-c1)-1.tif:0003-0132-1016:3,0.402,171.695,21.525,1.017,1.864,-63.435,2.173
19,c76(a1-c1)-1.tif:0003-0045-1143:3,0.718,191.864,6.949,3.729,1.525,22.249,4.008
20,c76(a1-c1)-1.tif:0003-0325-1233:3,0.575,208.475,53.729,1.186,2.881,70.560,3.148
21,c76(a1-c1)-1.tif:0003-0335-1103:3,0.603,186.441,55.254,1.186,3.220,-71.565,3.360
22,c76(a1-c1)-1.tif:0003-0351-1099:3,0.373,185.593,58.983,1.525,1.186,37.875,2.012
23,c76(a1-c1)-1.tif:0003-0381-1097:3,0.373,185.254,63.898,1.525,1.525,45.000,2.077
24,c76(a1-c1)-1.tif:0003-0989-1159:3,0.632,195.254,166.441,2.542,2.373,43.025,3.519
25,c76(a1-c1)-1.tif:0003-0719-0730:3,0.632,122.203,121.017,3.051,1.864,33.690,3.605
26,c76(a1-c1)-1.tif:0003-0810-0734:3,0.488,123.729,136.271,1.525,2.203,55.305,2.667
27,c76(a1-c1)-1.tif:0003-0856-0740:3,0.488,124.576,144.068,1.864,2.034,47.490,2.721
28,c76(a1-c1)-1.tif:0003-0686-0714:3,0.546,119.661,115.763,2.881,1.186,-19.440,3.042
29,c76(a1-c1)-1.tif:0003-0879-0591:3,0.345,100.169,148.136,0.169,1.864,84.806,1.822
30,c76(a1-c1)-1.tif:0003-0902-0590:3,0.316,99.661,152.203,0.847,1.525,-60.945,1.725
