Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms466(a1-6b)-1.tif:0002-0101-0014:2,33.69,0,0,65535,1.99,0
ms466(a1-6b)-1.tif:0002-0056-0296:2,-28.072,0,0,65535,5.79,1
ms466(a1-6b)-1.tif:0002-0074-0573:2,33.024,0,0,65535,4.108,1
ms466(a1-6b)-1.tif:0002-0277-0591:2,71.565,0,0,65535,4.217,0
ms466(a1-6b)-1.tif:0002-0364-0822:2,5.711,0,0,65535,1.639,1
ms466(a1-6b)-1.tif:0002-0481-0822:2,53.13,0,0,65535,4.351,1
ms466(a1-6b)-1.tif:0002-0957-1159:2,-45,0,0,65535,3.556,1
ms466(a1-6b)-1.tif:0002-0225-1179:2,36.87,0,0,65535,3.345,1
ms466(a1-6b)-1.tif:0002-0032-1159:2,70.56,0,0,65535,2.966,1
ms466(a1-6b)-1.tif:0002-0873-1210:2,-32.005,0,0,65535,3.259,1
ms466(a1-6b)-1.tif:0002-1009-1125:2,-59.036,0,0,65535,2.917,1
ms466(a1-6b)-1.tif:0002-0897-0841:2,11.889,0,0,65535,3.224,1
ms466(a1-6b)-1.tif:0002-0948-0616:2,43.363,0,0,65535,4.12,1
ms466(a1-6b)-1.tif:0002-0950-0590:2,-39.289,0,0,65535,2.445,1
ms466(a1-6b)-1.tif:0002-0886-0498:2,66.038,0,0,65535,5.055,1
ms466(a1-6b)-1.tif:0002-0843-0529:2,47.726,0,0,65535,2.44,1
ms466(a1-6b)-1.tif:0002-0877-0458:2,59.534,0,0,65535,3.372,1
ms466(a1-6b)-1.tif:0002-0571-0443:2,30.466,0,0,65535,3.324,1
ms466(a1-6b)-1.tif:0002-0475-0182:2,-21.371,0,0,65535,4.281,1
ms466(a1-6b)-1.tif:0002-0415-0201:2,-67.62,0,0,65535,3.086,1
ms466(a1-6b)-1.tif:0002-0395-0181:2,-20.556,0,0,65535,2.812,1
ms466(a1-6b)-1.tif:0002-0477-0055:2,-14.036,0,0,65535,4.167,1
ms466(a1-6b)-1.tif:0002-0901-0740:2,-38.66,0,0,65535,2.171,0
ms466(a1-6b)-2.tif:0002-0415-0810:2,38.157,0,0,65535,2.966,1
ms466(a1-6b)-2.tif:0002-0395-0848:2,65.556,0,0,65535,2.009,1
ms466(a1-6b)-2.tif:0002-0373-0861:2,75.964,0,0,65535,2.078,1
ms466(a1-6b)-2.tif:0002-0225-0712:2,64.983,0,0,65535,2.919,1
ms466(a1-6b)-2.tif:0002-0296-0824:2,57.529,0,0,65535,2.239,1
ms466(a1-6b)-2.tif:0002-0345-0651:2,-56.31,0,0,65535,2.471,0
ms466(a1-6b)-2.tif:0002-0357-0687:2,0,0,0,65535,3.645,0
ms466(a1-6b)-2.tif:0002-0237-0975:2,-97.125,0,0,65535,2.724,1
ms466(a1-6b)-2.tif:0002-0279-0885:2,38.66,0,0,65535,2.051,1
ms466(a1-6b)-2.tif:0002-0559-0795:2,55.305,0,0,65535,2.68,1
ms466(a1-6b)-2.tif:0002-0849-0266:2,-51.34,0,0,65535,1.085,0
ms466(a1-6b)-2.tif:0002-0842-0263:2,-54.462,0,0,65535,1.34,0
ms466(a1-6b)-2.tif:0002-0769-0538:2,25.56,0,0,65535,4.321,1
ms466(a1-6b)-2.tif:0002-0758-0563:2,16.39,0,0,65535,3.003,1
ms466(a1-6b)-2.tif:0002-0745-0557:2,-47.726,0,0,65535,2.463,1
ms466(a1-6b)-2.tif:0002-0736-0199:2,52.125,0,0,65535,2,0
ms466(a1-6b)-2.tif:0002-0709-0214:2,55.008,0,0,65535,2.022,0
ms466(a1-6b)-2.tif:0002-0850-1178:2,45,0,0,65535,3.715,1
ms466(a1-6b)-2.tif:0002-0168-1299:2,41.634,0,0,65535,1.978,1
ms466(a1-6b)-2.tif:0002-0427-0209:2,8.531,0,0,65535,3.428,1
ms466(a1-6b)-4.tif:0001-0859-0871:1,41.186,0,0,65535,1.798,0
ms466(a1-6b)-4.tif:0001-0935-0646:1,53.973,0,0,65535,2.305,1
ms466(a1-6b)-4.tif:0001-0956-0630:1,41.987,0,0,65535,2.224,1
ms466(a1-6b)-4.tif:0001-0067-0372:1,21.801,0,0,65535,1.825,0
ms466(a1-6b)-4.tif:0001-0082-0357:1,41.987,0,0,65535,2.161,0
ms466(a1-6b)-4.tif:0001-0399-0167:1,25.463,0,0,65535,4.019,1
ms466(a1-6b)-4.tif:0001-0146-0525:1,21.801,0,0,65535,3.572,1
