Label;Angle;%Area;MinThr;MaxThr;Length;SMI32
ms523-1.tif:0002-0829-0591:2;-14.931;0;0;65535;5.184;1
ms523-1.tif:0002-0278-0745:2;-42.274;0;0;65535;5.039;1
ms523-1.tif:0002-0141-0598:2;-48.366;0;0;65535;4.167;1
ms523-1.tif:0002-0225-1250:2;-26.565;0;0;65535;4.548;1
ms523-1.tif:0002-0206-1006:2;-26.565;0;0;65535;2.376;0
ms523-1.tif:0002-0451-1149:2;-4.574;0;0;65535;4.195;1
ms523-1.tif:0002-0380-0859:2;-16.699;0;0;65535;5.325;1
ms523-1.tif:0002-0142-0926:2;-14.621;0;0;65535;3.974;1
ms523-1.tif:0002-0253-0327:2;-63.435;0;0;65535;4.548;1
ms523-1.tif:0002-0213-0205:2;-34.992;0;0;65535;2.132;0
ms523-1.tif:0002-0237-0094:2;-21.801;0;0;65535;3.505;0
ms523-1.tif:0002-0277-0556:2;-55.840;0;0;65535;5.704;1
ms523-1.tif:0002-0420-0643:2;-59.421;0;0;65535;4.457;1
ms523-1.tif:0002-0830-0832:2;-64.983;0;0;65535;2.834;0
ms523-1.tif:0002-0897-1325:2;-59.036;0;0;65535;1.921;0
ms523-1.tif:0002-0927-1279:2;-25.201;0;0;65535;3.133;0
ms523-1.tif:0002-0624-1042:2;-41.634;0;0;65535;2.084;0
ms523-2.tif:0001-0604-0661:1;-19.799;0;0;65535;4.538;1
ms523-2.tif:0001-0636-0839:1;-42.397;0;0;65535;5.359;1
ms523-2.tif:0001-0654-0882:1;0.000;0;0;65535;3.842;1
ms523-2.tif:0001-0420-0111:1;-15.945;0;0;65535;2.609;0
ms523-2.tif:0001-0607-0072:1;90.000;0;0;65535;3.616;0
ms523-2.tif:0001-0581-0060:1;-61.699;0;0;65535;2.527;0
ms523-2.tif:0001-0179-0403:1;43.603;0;0;65535;4.874;1
ms523-2.tif:0001-0678-1125:1;-1.909;0;0;65535;5.090;1
ms523-2.tif:0001-0962-1286:1;-38.047;0;0;65535;4.906;1
ms523-2.tif:0001-1000-1090:1;-29.745;0;0;65535;2.733;0
ms523-2.tif:0001-0998-1146:1;-71.565;0;0;65535;2.111;0
ms523-2.tif:0001-0763-0338:1;-20.726;0;0;65535;6.652;1
ms523-2.tif:0001-0897-0186:1;23.962;0;0;65535;5.015;1
ms523-2.tif:0001-0071-0427:1;41.186;0;0;65535;3.689;1
ms523-2.tif:0001-0088-0397:1;16.144;0;0;65535;6.690;1
ms523-2.tif:0001-0342-0217:1;65.556;0;0;65535;2.123;0
ms523-2.tif:0001-0715-0977:1;-21.038;0;0;65535;2.434;0
ms523-2.tif:0001-0014-0166:1;34.992;0;0;65535;2.102;0
ms523-2.tif:0001-0045-1236:1;54.162;0;0;65535;3.888;1
ms523-3.tif:0002-0370-0120:2;68.587;0;0;65535;9.232;1
ms523-3.tif:0002-0119-1180:2;4.611;0;0;65535;10.547;1
ms523-3.tif:0002-0255-1307:2;28.443;0;0;65535;4.600;1
ms523-3.tif:0002-0272-0956:2;-19.093;0;0;65535;4.682;1
ms523-3.tif:0002-0074-1245:2;45.000;0;0;65535;2.717;0
ms523-3.tif:0002-0136-1248:2;0.000;0;0;65535;2.034;0
ms523-3.tif:0002-0390-0911:2;71.565;0;0;65535;2.037;0
ms523-3.tif:0002-0545-1175:2;33.690;0;0;65535;2.444;0
ms523-3.tif:0002-0826-0723:2;-14.931;0;0;65535;5.262;1
ms523-3.tif:0002-0816-0680:2;-16.699;0;0;65535;5.433;1
ms523-3.tif:0002-0644-0599:2;18.435;0;0;65535;6.397;1
ms523-3.tif:0002-0641-0549:2;-3.366;0;0;65535;5.654;0
ms523-3.tif:0002-0829-0308:2;11.310;0;0;65535;5.209;1
ms523-3.tif:0002-0701-0154:2;-69.444;0;0;65535;1.429;0
