Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms585(a1-5b)-2.tif:0001-0199-0120:1,51.34,0,0,65535,2.226,1
ms585(a1-5b)-2.tif:0001-0246-0213:1,63.435,0,0,65535,2.679,0
ms585(a1-5b)-2.tif:0001-0419-1332:1,48.366,0,0,65535,2.079,0
ms585(a1-5b)-2.tif:0001-0471-1238:1,59.036,0,0,65535,2.994,0
ms585(a1-5b)-2.tif:0001-0402-1275:1,29.745,0,0,65535,2.679,0
ms585(a1-5b)-2.tif:0001-0422-1203:1,94.399,0,0,65535,2.215,1
ms585(a1-5b)-2.tif:0001-0431-1260:1,79.216,0,0,65535,3.536,0
ms585(a1-5b)-2.tif:0001-0375-0959:1,59.036,0,0,65535,1.977,1
ms585(a1-5b)-2.tif:0001-0432-0982:1,60.255,0,0,65535,4.149,0
ms585(a1-5b)-2.tif:0001-0563-1258:1,55.305,0,0,65535,2.667,0
ms585(a1-5b)-2.tif:0001-0477-0956:1,93.366,0,0,65535,2.999,1
ms585(a1-5b)-2.tif:0001-0395-0719:1,33.69,0,0,65535,1.27,1
ms585(a1-5b)-2.tif:0001-0416-0059:1,-42.274,0,0,65535,2.597,1
ms585(a1-5b)-2.tif:0001-0351-0393:1,65.556,0,0,65535,4.045,1
ms585(a1-5b)-2.tif:0001-0649-0445:1,64.983,0,0,65535,2.779,1
ms585(a1-5b)-2.tif:0001-0669-0436:1,72.897,0,0,65535,2.22,1
ms585(a1-5b)-2.tif:0001-0352-0056:1,47.726,0,0,65535,2.445,0
ms585(a1-5b)-2.tif:0001-0248-0238:1,-77.005,0,0,65535,2.151,0
ms585(a1-5b)-2.tif:0001-0925-0525:1,50.711,0,0,65535,2.402,1
ms585(a1-5b)-3.tif:0001-0167-0202:1,58.392,0,0,65535,2.635,1
ms585(a1-5b)-3.tif:0001-0123-0864:1,59.421,0,0,65535,4.36,0
ms585(a1-5b)-3.tif:0001-0775-0196:1,-63.435,0,0,65535,1.921,0
ms585(a1-5b)-3.tif:0001-0778-0211:1,0,0,0,65535,2.204,0
ms585(a1-5b)-3.tif:0001-0818-0207:1,-90,0,0,65535,1.299,0
ms585(a1-5b)-3.tif:0001-0028-1170:1,-45,0,0,65535,1.718,1
ms585(a1-5b)-3.tif:0001-0200-1053:1,51.34,0,0,65535,3.142,1
ms585(a1-5b)-3.tif:0001-0379-0198:1,17.103,0,0,65535,2.376,1
ms585(a1-5b)-3.tif:0001-0479-0271:1,74.745,0,0,65535,1.933,0
ms585(a1-5b)-3.tif:0001-0492-0264:1,30.256,0,0,65535,2.288,0
ms585(a1-5b)-3.tif:0001-0581-0067:1,74.745,0,0,65535,1.918,1
ms585(a1-5b)-4.tif:0002-0657-0510:2,-72.897,0,0,65535,2.43,1
ms585(a1-5b)-4.tif:0002-0586-0442:2,-62.447,0,0,65535,4.374,1
ms585(a1-5b)-4.tif:0002-0617-0377:2,-45,0,0,65535,2.118,0
ms585(a1-5b)-4.tif:0002-0028-0145:2,-53.13,0,0,65535,3.39,1
ms585(a1-5b)-4.tif:0002-0081-0183:2,-66.801,0,0,65535,2.456,1
ms585(a1-5b)-4.tif:0002-0085-0193:2,-48.013,0,0,65535,2.198,0
ms585(a1-5b)-4.tif:0002-0192-1266:2,60.642,0,0,65535,3.186,0
ms585(a1-5b)-4.tif:0002-0200-1065:2,-93.814,0,0,65535,2.463,1
ms585(a1-5b)-5.tif:0002-0763-0773:2,62.103,0,0,65535,3.221,0
ms585(a1-5b)-5.tif:0002-0718-0626:2,52.595,0,0,65535,3.679,1
ms585(a1-5b)-5.tif:0002-0094-0057:2,42.274,0,0,65535,2.517,1
ms585(a1-5b)-5.tif:0002-0053-0090:2,55.491,0,0,65535,3.271,1
ms585(a1-5b)-5.tif:0002-0148-0892:2,30.964,0,0,65535,3.91,0
ms585(a1-5b)-5.tif:0002-0441-1199:2,55.305,0,0,65535,2.68,1
ms585(a1-5b)-5.tif:0002-0382-0963:2,53.13,0,0,65535,4.119,1
ms585(a1-5b)-5.tif:0002-0652-0326:2,58.392,0,0,65535,2.618,0
ms585(a1-5b)-5.tif:0002-0141-0692:2,56.31,0,0,65535,2.327,0
ms585(a1-5b)-5.tif:0002-0211-0485:2,-29.745,0,0,65535,1.326,0
ms585(a1-5b)-5.tif:0002-0581-1238:2,49.086,0,0,65535,3.42,1
ms585(a1-5b)-5.tif:0002-0903-0151:2,65.556,0,0,65535,2.161,1
