Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms584(a1-d3)-1.tif:0002-0019-0099:2,23.629,0,0,65535,2.938,0
ms584(a1-d3)-1.tif:0002-0017-0129:2,-34.695,0,0,65535,2.57,0
ms584(a1-d3)-1.tif:0002-0014-0140:2,11.31,0,0,65535,2.582,0
ms584(a1-d3)-1.tif:0002-0034-0012:2,-36.027,0,0,65535,2.226,0
ms584(a1-d3)-1.tif:0002-0614-0141:2,67.38,0,0,65535,2.203,0
ms584(a1-d3)-1.tif:0002-0629-0132:2,-102.995,0,0,65535,2.194,0
ms584(a1-d3)-2.tif:0001-0166-0466:1,31.329,0,0,65535,4.612,1
ms584(a1-d3)-2.tif:0001-0113-0583:1,39.289,0,0,65535,2.418,0
ms584(a1-d3)-2.tif:0001-0290-1050:1,-12.529,0,0,65535,3.236,1
ms584(a1-d3)-2.tif:0001-0478-0152:1,61.113,0,0,65535,5.592,1
ms584(a1-d3)-2.tif:0001-0689-0887:1,-12.995,0,0,65535,2.239,0
ms584(a1-d3)-2.tif:0001-0690-0872:1,0,0,0,65535,1.977,0
ms584(a1-d3)-2.tif:0001-0741-0986:1,-60.255,0,0,65535,1.521,1
ms584(a1-d3)-2.tif:0001-0720-1002:1,-19.983,0,0,65535,1.948,1
ms584(a1-d3)-3.tif:0002-0447-0429:2,-2.726,0,0,65535,3.479,1
ms584(a1-d3)-3.tif:0002-0555-0349:2,39.806,0,0,65535,2.648,0
ms584(a1-d3)-3.tif:0002-0618-0149:2,23.199,0,0,65535,2.693,0
ms584(a1-d3)-3.tif:0002-0628-0123:2,9.866,0,0,65535,3.957,0
ms584(a1-d3)-4.tif:0001-0129-0417:1,30.964,0,0,65535,1.977,1
ms584(a1-d3)-4.tif:0001-0046-1009:1,63.435,0,0,65535,2.579,0
ms584(a1-d3)-4.tif:0001-0188-1099:1,37.875,0,0,65535,1.898,0
ms584(a1-d3)-4.tif:0001-0267-1095:1,-74.745,0,0,65535,1.918,0
ms584(a1-d3)-4.tif:0001-0211-1276:1,53.616,0,0,65535,4.158,1
ms584(a1-d3)-4.tif:0001-0482-1206:1,85.601,0,0,65535,2.263,1
ms584(a1-d3)-4.tif:0001-0889-0768:1,45,0,0,65535,2.956,1
ms584(a1-d3)-4.tif:0001-0926-0916:1,40.601,0,0,65535,1.518,1
ms584(a1-d3)-4.tif:0001-0982-0656:1,34.695,0,0,65535,2.665,0
ms584(a1-d3)-4.tif:0001-0960-0566:1,58.392,0,0,65535,2.432,1
ms584(a1-d3)-4.tif:0001-0966-0169:1,-40.601,0,0,65535,1.606,0
ms584(a1-d3)-4.tif:0001-0948-0151:1,-49.399,0,0,65535,1.642,0
ms584(a1-d3)-4.tif:0001-0049-0516:1,-94.086,0,0,65535,2.294,1
ms584(a1-d3)-4.tif:0001-0264-0553:1,64.885,0,0,65535,5.955,1
ms584(a1-d3)-4.tif:0001-0327-0645:1,62.176,0,0,65535,6.974,0
ms584(a1-d3)-4.tif:0001-0377-0614:1,36.158,0,0,65535,5.527,0
ms584(a1-d3)-4.tif:0001-0283-0787:1,45,0,0,65535,1.918,0
ms584(a1-d3)-4.tif:0001-0305-0760:1,65.225,0,0,65535,2.471,0
ms584(a1-d3)-4.tif:0001-0020-1058:1,57.995,0,0,65535,1.599,0
ms584(a1-d3)-4.tif:0001-0038-1055:1,71.565,0,0,65535,2.224,0
ms584(a1-d3)-4.tif:0001-0083-1110:1,51.911,0,0,65535,7.954,1
ms584(a1-d3)-4.tif:0001-0030-1216:1,65.225,0,0,65535,4.89,1
ms584(a1-d3)-4.tif:0001-0074-1312:1,46.975,0,0,65535,3.597,0
ms584(a1-d3)-4.tif:0001-0124-1310:1,45,0,0,65535,5.153,0
ms584(a1-d3)-4.tif:0001-0342-1021:1,39.806,0,0,65535,2.648,0
ms584(a1-d3)-4.tif:0001-0569-0854:1,39.611,0,0,65535,6.393,1
ms584(a1-d3)-5.tif:0002-0227-0298:2,25.346,0,0,65535,3.563,1
ms584(a1-d3)-5.tif:0002-0040-0438:2,25.017,0,0,65535,2.806,1
ms584(a1-d3)-5.tif:0002-0474-0700:2,65.556,0,0,65535,4.173,1
ms584(a1-d3)-5.tif:0002-0755-0863:2,-49.399,0,0,65535,1.563,0
ms584(a1-d3)-5.tif:0002-0774-0880:2,-33.69,0,0,65535,1.716,0
ms584(a1-d3)-5.tif:0002-0804-0879:2,17.354,0,0,65535,2.899,1
