Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms542(a1-b4)-1.tif:0001-0117-0200:1,-45,0,0,65535,2.637,0
ms542(a1-b4)-1.tif:0001-0142-0229:1,-39.806,0,0,65535,2.771,0
ms542(a1-b4)-1.tif:0002-0719-0276:2,57.529,0,0,65535,2.336,1
ms542(a1-b4)-1.tif:0002-0625-0329:2,-45,0,0,65535,2.077,1
ms542(a1-b4)-1.tif:0002-0012-1021:2,62.354,0,0,65535,3.995,1
ms542(a1-b4)-1.tif:0002-0918-0285:2,14.036,0,0,65535,1.508,0
ms542(a1-b4)-1.tif:0002-0887-0239:2,90,0,0,65535,1.586,1
ms542(a1-b4)-1.tif:0002-0912-0275:2,-35.538,0,0,65535,1.395,0
ms542(a1-b4)-1.tif:0002-0347-0095:2,79.38,0,0,65535,2.881,1
ms542(a1-b4)-2.tif:0002-0049-0455:2,21.801,0,0,65535,3.7,1
ms542(a1-b4)-2.tif:0002-0146-0439:2,83.66,0,0,65535,1.657,1
ms542(a1-b4)-2.tif:0002-0135-0254:2,-48.814,0,0,65535,1.834,1
ms542(a1-b4)-2.tif:0002-0457-0595:2,23.199,0,0,65535,2.54,1
ms542(a1-b4)-2.tif:0002-0355-0694:2,-59.036,0,0,65535,1.84,1
ms542(a1-b4)-2.tif:0002-0716-0525:2,49.399,0,0,65535,1.628,1
ms542(a1-b4)-2.tif:0002-0302-0044:2,75.964,0,0,65535,1.421,1
ms542(a1-b4)-2.tif:0002-0138-0090:2,94.086,0,0,65535,2.298,1
ms542(a1-b4)-2.tif:0002-0088-0350:2,-51.34,0,0,65535,1.085,1
ms542(a1-b4)-2.tif:0002-0108-1218:2,37.875,0,0,65535,2,1
ms542(a1-b4)-2.tif:0002-0629-1101:2,3.366,0,0,65535,2.759,1
ms542(a1-b4)-2.tif:0002-0708-1296:2,-34.509,0,0,65535,3.361,1
ms542(a1-b4)-3.tif:0002-0889-1108:2,0,0,0,65535,3.181,0
ms542(a1-b4)-3.tif:0002-0891-1137:2,-15.945,0,0,65535,2.533,0
ms542(a1-b4)-3.tif:0002-0947-1171:2,-26.565,0,0,65535,1.575,0
ms542(a1-b4)-3.tif:0002-0834-0331:2,-24.444,0,0,65535,2.009,1
ms542(a1-b4)-3.tif:0002-0849-0493:2,-36.87,0,0,65535,1.716,0
ms542(a1-b4)-3.tif:0002-0072-0232:2,-17.354,0,0,65535,2.841,1
ms542(a1-b4)-3.tif:0002-0030-0142:2,74.055,0,0,65535,1.296,1
ms542(a1-b4)-3.tif:0002-0094-0247:2,-42.709,0,0,65535,3.061,0
ms542(a1-b4)-3.tif:0002-0139-0472:2,14.036,0,0,65535,2.119,0
ms542(a1-b4)-3.tif:0002-0051-0059:2,37.875,0,0,65535,2.051,1
ms542(a1-b4)-3.tif:0002-0590-0504:2,-7.125,0,0,65535,2.817,1
ms542(a1-b4)-3.tif:0002-0912-0419:2,63.435,0,0,65535,2.616,1
ms542(a1-b4)-3.tif:0002-0656-0561:2,-37.875,0,0,65535,1.866,0
ms542(a1-b4)-3.tif:0002-0625-0308:2,-29.745,0,0,65535,1.41,0
ms542(a1-b4)-3.tif:0002-0624-0281:2,68.199,0,0,65535,1.904,0
ms542(a1-b4)-3.tif:0002-0567-0257:2,23.199,0,0,65535,2.471,0
ms542(a1-b4)-3.tif:0002-0140-0234:2,2.121,0,0,65535,4.662,1
ms542(a1-b4)-4.tif:0002-0052-0210:2,16.26,0,0,65535,4.167,1
ms542(a1-b4)-4.tif:0002-0015-0098:2,-45,0,0,65535,1.798,0
ms542(a1-b4)-4.tif:0002-0200-0266:2,0,0,0,65535,3.164,1
ms542(a1-b4)-4.tif:0002-0144-0356:2,-45,0,0,65535,1.403,0
ms542(a1-b4)-4.tif:0002-0236-0722:2,63.435,0,0,65535,3.361,1
ms542(a1-b4)-4.tif:0002-0215-0906:2,-22.62,0,0,65535,2.182,0
ms542(a1-b4)-4.tif:0002-0632-1122:2,64.359,0,0,65535,4.601,1
ms542(a1-b4)-4.tif:0002-0614-0933:2,-72.646,0,0,65535,2.949,1
ms542(a1-b4)-4.tif:0002-0797-0997:2,-3.814,0,0,65535,2.658,1
ms542(a1-b4)-4.tif:0002-0882-1221:2,81.87,0,0,65535,1.198,0
ms542(a1-b4)-4.tif:0002-0904-1218:2,-90,0,0,65535,1.131,0
ms542(a1-b4)-4.tif:0002-0776-1199:2,-26.565,0,0,65535,1.492,0
