Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms517(a1-b6)-1.tif:0002-0249-0317:2,-45,0,0,65535,2.557,0
ms517(a1-b6)-1.tif:0002-0412-1105:2,-5.194,0,0,65535,1.934,0
ms517(a1-b6)-1.tif:0002-0414-1088:2,37.875,0,0,65535,1.898,0
ms517(a1-b6)-1.tif:0002-0698-0098:2,0,0,0,65535,3.955,1
ms517(a1-b6)-1.tif:0002-0730-0124:2,-60.945,0,0,65535,1.725,1
ms517(a1-b6)-1.tif:0002-0786-0342:2,0,0,0,65535,2.768,1
ms517(a1-b6)-1.tif:0002-0414-0070:2,59.036,0,0,65535,5.93,1
ms517(a1-b6)-1.tif:0002-0437-0392:2,34.695,0,0,65535,2.68,1
ms517(a1-b6)-1.tif:0002-0166-1163:2,94.764,0,0,65535,2.041,1
ms517(a1-b6)-1.tif:0002-0313-1111:2,56.31,0,0,65535,1.301,0
ms517(a1-b6)-2.tif:0001-0122-0681:1,77.005,0,0,65535,2.35,0
ms517(a1-b6)-2.tif:0001-0927-1100:1,-63.435,0,0,65535,2.25,1
ms517(a1-b6)-2.tif:0001-0956-0693:1,80.538,0,0,65535,3.093,1
ms517(a1-b6)-2.tif:0001-0987-0111:1,-45,0,0,65535,1.598,0
ms517(a1-b6)-2.tif:0001-0984-0093:1,-29.055,0,0,65535,1.696,0
ms517(a1-b6)-2.tif:0001-0816-0201:1,40.601,0,0,65535,1.559,0
ms517(a1-b6)-2.tif:0001-0053-0679:1,80.538,0,0,65535,2.127,1
ms517(a1-b6)-2.tif:0001-0030-0530:1,-59.036,0,0,65535,2.006,1
ms517(a1-b6)-2.tif:0001-0168-1238:1,85.486,0,0,65535,6.409,1
ms517(a1-b6)-2.tif:0001-0390-1172:1,45,0,0,65535,3.117,1
ms517(a1-b6)-2.tif:0001-0562-1251:1,-21.038,0,0,65535,2.382,1
ms517(a1-b6)-2.tif:0001-0654-0949:1,-66.801,0,0,65535,2.645,1
ms517(a1-b6)-2.tif:0001-0565-0914:1,58.392,0,0,65535,2.53,1
ms517(a1-b6)-3.tif:0001-0553-0949:1,64.654,0,0,65535,3.64,1
ms517(a1-b6)-3.tif:0001-0517-0962:1,70.821,0,0,65535,4.208,1
ms517(a1-b6)-3.tif:0001-0311-1097:1,-63.435,0,0,65535,1.441,0
ms517(a1-b6)-3.tif:0001-0276-0921:1,36.87,0,0,65535,2.424,1
ms517(a1-b6)-3.tif:0001-0391-0627:1,-63.435,0,0,65535,1.105,0
ms517(a1-b6)-3.tif:0001-0178-0364:1,90,0,0,65535,2.12,1
ms517(a1-b6)-3.tif:0001-0046-0743:1,0,0,0,65535,2.712,1
ms517(a1-b6)-3.tif:0001-0975-0670:1,-58.736,0,0,65535,5.53,1
ms517(a1-b6)-3.tif:0001-0961-0402:1,78.69,0,0,65535,1.604,0
ms517(a1-b6)-3.tif:0001-0937-0380:1,-18.435,0,0,65535,1.005,1
ms517(a1-b6)-3.tif:0001-0786-0293:1,-90,0,0,65535,1.993,1
ms517(a1-b6)-3.tif:0001-0760-0306:1,-59.036,0,0,65535,1.919,1
ms517(a1-b6)-4.tif:0002-0335-0443:2,91.685,0,0,65535,5.768,1
ms517(a1-b6)-4.tif:0002-0272-0915:2,-40.601,0,0,65535,1.619,0
ms517(a1-b6)-4.tif:0002-0518-1134:2,70.346,0,0,65535,2.52,0
ms517(a1-b6)-4.tif:0002-0544-1125:2,53.13,0,0,65535,2.661,0
ms517(a1-b6)-4.tif:0002-0740-1262:2,-72.897,0,0,65535,2.305,0
ms517(a1-b6)-4.tif:0002-0771-0910:2,-94.086,0,0,65535,2.374,0
ms517(a1-b6)-4.tif:0002-0691-0812:2,-33.69,0,0,65535,2.515,0
ms517(a1-b6)-4.tif:0002-0978-0843:2,-36.027,0,0,65535,2.257,1
ms517(a1-b6)-4.tif:0002-0116-0359:2,-79.38,0,0,65535,2.842,1
ms517(a1-b6)-4.tif:0002-0243-0494:2,-70.017,0,0,65535,1.936,0
ms517(a1-b6)-4.tif:0002-0223-0491:2,-93.814,0,0,65535,2.633,0
ms517(a1-b6)-5.tif:0002-0681-0944:2,-21.038,0,0,65535,2.282,0
ms517(a1-b6)-5.tif:0002-0120-0422:2,-36.87,0,0,65535,1.695,0
ms517(a1-b6)-5.tif:0002-0802-0142:2,-55.008,0,0,65535,2.139,1
ms517(a1-b6)-5.tif:0002-0735-0155:2,-41.987,0,0,65535,2.4,1
