Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms535(a1-c4)-1.tif:0002-0136-0860:2,96.34,0,0,65535,3.122,1
ms535(a1-c4)-1.tif:0002-0155-0945:2,-53.973,0,0,65535,2.331,1
ms535(a1-c4)-1.tif:0002-0424-0062:2,-11.31,0,0,65535,3.346,0
ms535(a1-c4)-1.tif:0002-0492-0096:2,-12.804,0,0,65535,3.812,1
ms535(a1-c4)-1.tif:0002-0485-0123:2,11.31,0,0,65535,5.296,1
ms535(a1-c4)-1.tif:0002-0565-0413:2,97.595,0,0,65535,2.609,0
ms535(a1-c4)-1.tif:0002-0740-0254:2,13.671,0,0,65535,6.496,1
ms535(a1-c4)-3.tif:0001-0221-0498:1,-59.421,0,0,65535,4.401,1
ms535(a1-c4)-3.tif:0001-0103-0613:1,-41.186,0,0,65535,3.679,1
ms535(a1-c4)-3.tif:0001-0275-1108:1,-25.201,0,0,65535,3.133,1
ms535(a1-c4)-3.tif:0001-0075-1269:1,-34.992,0,0,65535,2.102,0
ms535(a1-c4)-3.tif:0001-0437-1305:1,34.992,0,0,65535,2.102,1
ms535(a1-c4)-3.tif:0001-0567-1301:1,-21.371,0,0,65535,4.113,1
ms535(a1-c4)-3.tif:0001-0238-0760:1,-29.745,0,0,65535,2.579,0
ms535(a1-c4)-3.tif:0001-0308-0828:1,-26.565,0,0,65535,3.032,0
ms535(a1-c4)-3.tif:0001-0492-0795:1,61.39,0,0,65535,2.074,0
ms535(a1-c4)-3.tif:0001-0558-0859:1,-74.745,0,0,65535,3.865,0
ms535(a1-c4)-3.tif:0001-0595-0899:1,-16.699,0,0,65535,3.573,1
ms535(a1-c4)-3.tif:0001-0741-0928:1,-45,0,0,65535,3.277,1
ms535(a1-c4)-3.tif:0001-0850-0186:1,-10.62,0,0,65535,2.77,1
ms535(a1-c4)-3.tif:0001-0822-0379:1,-6.582,0,0,65535,4.443,1
ms535(a1-c4)-3.tif:0001-0391-0774:1,-71.565,0,0,65535,3.216,1
ms535(a1-c4)-3.tif:0001-0431-0794:1,-48.366,0,0,65535,4.167,1
ms535(a1-c4)-3.tif:0001-0364-0743:1,-33.024,0,0,65535,8.086,1
ms535(a1-c4)-4.tif:0001-0418-1048:1,-83.66,0,0,65535,3.059,1
ms535(a1-c4)-4.tif:0001-0536-0598:1,-4.086,0,0,65535,2.384,1
ms535(a1-c4)-4.tif:0001-0542-0642:1,3.814,0,0,65535,4.992,1
ms535(a1-c4)-4.tif:0001-0694-0812:1,-23.199,0,0,65535,3.798,1
ms535(a1-c4)-4.tif:0001-0398-1151:1,-23.962,0,0,65535,1.721,0
ms535(a1-c4)-4.tif:0001-0245-0229:1,-71.565,0,0,65535,3.323,1
ms535(a1-c4)-4.tif:0001-0891-0696:1,-80.538,0,0,65535,4.235,1
ms535(a1-c4)-4.tif:0001-0730-1301:1,18.435,0,0,65535,2.609,1
ms535(a1-c4)-4.tif:0001-0357-1282:1,-21.038,0,0,65535,4.576,1
ms535(a1-c4)-5.tif:0002-0649-0800:2,-20.433,0,0,65535,9.258,1
ms535(a1-c4)-5.tif:0002-0667-0851:2,-22.62,0,0,65535,6.736,1
ms535(a1-c4)-5.tif:0002-0402-0637:2,0,0,0,65535,4.746,1
ms535(a1-c4)-5.tif:0002-0404-0602:2,13.496,0,0,65535,4.331,1
ms535(a1-c4)-5.tif:0002-0479-1129:2,-8.13,0,0,65535,4.923,1
ms535(a1-c4)-5.tif:0002-0487-1161:2,-9.866,0,0,65535,4.012,1
ms535(a1-c4)-5.tif:0002-0145-0992:2,-7.765,0,0,65535,3.771,1
ms535(a1-c4)-5.tif:0002-0144-0961:2,-4.399,0,0,65535,4.42,1
ms535(a1-c4)-5.tif:0002-0203-0984:2,-32.905,0,0,65535,3.51,1
ms535(a1-c4)-5.tif:0002-0531-0611:2,-4.764,0,0,65535,4.093,1
ms535(a1-c4)-5.tif:0002-0525-0644:2,52.431,0,0,65535,2.825,1
ms535(a1-c4)-5.tif:0002-0082-0899:2,-32.471,0,0,65535,6.708,1
ms535(a1-c4)-5.tif:0002-0634-1310:2,11.31,0,0,65535,11.191,1
ms535(a1-c4)-5.tif:0002-0892-0607:2,-21.251,0,0,65535,3.294,0
ms535(a1-c4)-5.tif:0002-0678-0205:2,-63.435,0,0,65535,4.094,0
ms535(a1-c4)-5.tif:0002-0706-0224:2,-38.047,0,0,65535,4.836,0
ms535(a1-c4)-5.tif:0002-0345-0085:2,26.565,0,0,65535,1.921,0
