Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms406(a1-b6)-1.tif:0001-0217-0122:1,-41.186,0,0,65535,1.798,1
ms406(a1-b6)-1.tif:0001-0081-0774:1,-26.565,0,0,65535,1.946,1
ms406(a1-b6)-1.tif:0001-0239-0789:1,29.745,0,0,65535,1.318,0
ms406(a1-b6)-1.tif:0001-0240-0780:1,0,0,0,65535,1.073,0
ms406(a1-b6)-1.tif:0001-0049-0950:1,-90,0,0,65535,1.017,0
ms406(a1-b6)-1.tif:0001-0667-1164:1,-60.945,0,0,65535,1.693,0
ms406(a1-b6)-1.tif:0001-0662-1171:1,12.995,0,0,65535,2.127,0
ms406(a1-b6)-1.tif:0001-0567-0874:1,-26.565,0,0,65535,2.325,1
ms406(a1-b6)-1.tif:0001-0947-0579:1,-60.255,0,0,65535,2.859,1
ms406(a1-b6)-1.tif:0001-0975-0588:1,-86.424,0,0,65535,2.661,1
ms406(a1-b6)-1.tif:0001-0268-0786:1,104.744,0,0,65535,3.385,1
ms406(a1-b6)-1.tif:0001-0279-1059:1,-14.036,0,0,65535,2.042,0
ms406(a1-b6)-2.tif:0001-0618-0504:1,-79.695,0,0,65535,1.895,0
ms406(a1-b6)-2.tif:0001-0637-0514:1,154.983,0,0,65535,2.919,0
ms406(a1-b6)-2.tif:0001-0917-0478:1,-16.699,0,0,65535,1.665,0
ms406(a1-b6)-2.tif:0001-0931-0485:1,-63.435,0,0,65535,2.237,0
ms406(a1-b6)-2.tif:0001-0376-1136:1,10.62,0,0,65535,2.759,1
ms406(a1-b6)-2.tif:0001-0336-1122:1,23.962,0,0,65535,1.747,1
ms406(a1-b6)-2.tif:0001-0340-1183:1,97.765,0,0,65535,3.669,1
ms406(a1-b6)-2.tif:0001-0140-1040:1,-75.256,0,0,65535,3.392,1
ms406(a1-b6)-2.tif:0001-0360-0758:1,-28.072,0,0,65535,2.881,1
ms406(a1-b6)-2.tif:0001-0086-0695:1,-83.66,0,0,65535,2.985,0
ms406(a1-b6)-3.tif:0002-0867-0919:2,-4.086,0,0,65535,2.463,1
ms406(a1-b6)-3.tif:0002-0875-1000:2,-13.57,0,0,65535,5.056,1
ms406(a1-b6)-3.tif:0002-1001-1064:2,8.13,0,0,65535,2.397,0
ms406(a1-b6)-3.tif:0002-0985-1076:2,77.905,0,0,65535,2.427,0
ms406(a1-b6)-3.tif:0002-0776-1172:2,7.125,0,0,65535,2.817,1
ms406(a1-b6)-3.tif:0002-0963-1203:2,34.695,0,0,65535,2.68,1
ms406(a1-b6)-3.tif:0002-0944-0487:2,75.964,0,0,65535,3.412,1
ms406(a1-b6)-3.tif:0002-0985-0477:2,66.501,0,0,65535,4.208,1
ms406(a1-b6)-3.tif:0002-0394-0123:2,75.069,0,0,65535,2.611,1
ms406(a1-b6)-3.tif:0002-0455-0446:2,-86.82,0,0,65535,3.137,0
ms406(a1-b6)-3.tif:0002-0437-0544:2,45,0,0,65535,1.798,0
ms406(a1-b6)-3.tif:0002-0780-0582:2,-82.057,0,0,65535,7.359,1
ms406(a1-b6)-3.tif:0002-0943-0435:2,-84.806,0,0,65535,1.788,0
ms406(a1-b6)-3.tif:0002-0927-0437:2,90,0,0,65535,2.119,0
ms406(a1-b6)-4.tif:0002-0830-1312:2,57.995,0,0,65535,1.551,0
ms406(a1-b6)-5.tif:0002-0172-0186:2,92.291,0,0,65535,4.187,1
ms406(a1-b6)-5.tif:0002-0257-0048:2,5.194,0,0,65535,1.868,0
ms406(a1-b6)-5.tif:0002-0257-0569:2,90,0,0,65535,2.148,0
ms406(a1-b6)-5.tif:0002-0273-0565:2,83.66,0,0,65535,1.486,0
ms406(a1-b6)-5.tif:0002-0585-1199:2,25.346,0,0,65535,7.131,1
ms406(a1-b6)-7.tif:0002-0320-0683:2,-99.866,0,0,65535,4.012,1
ms406(a1-b6)-7.tif:0002-0143-0947:2,78.69,0,0,65535,4.255,1
ms406(a1-b6)-7.tif:0002-0190-0939:2,75.256,0,0,65535,3.29,1
ms406(a1-b6)-7.tif:0002-0172-0086:2,79.992,0,0,65535,5.852,1
ms406(a1-b6)-7.tif:0002-0225-0074:2,60.255,0,0,65535,4.094,1
ms406(a1-b6)-7.tif:0002-0351-0647:2,57.995,0,0,65535,3.166,0
ms406(a1-b6)-7.tif:0002-0463-0643:2,-41.987,0,0,65535,2.402,0
ms406(a1-b6)-7.tif:0002-0505-0704:2,36.027,0,0,65535,2.26,1
