 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,pdc29(a1-d2)-1.tif:0001-0224-0266:1,0.575,43.729,37.119,2.712,1.864,-34.509,3.259
2,pdc29(a1-d2)-1.tif:0001-0217-0207:1,0.345,34.237,36.610,1.864,0.508,-15.255,1.894
3,pdc29(a1-d2)-1.tif:0001-0378-0140:1,0.575,22.373,63.390,2.712,1.525,-29.358,3.140
4,pdc29(a1-d2)-1.tif:0001-0396-0164:1,0.431,26.949,66.441,1.864,1.525,-36.027,2.418
5,pdc29(a1-d2)-1.tif:0001-0440-0224:1,0.689,36.102,74.407,3.898,0.508,-7.765,3.868
6,pdc29(a1-d2)-1.tif:0001-0470-0266:1,0.718,43.729,78.305,2.881,2.881,-43.264,3.995
7,pdc29(a1-d2)-1.tif:0001-0501-0293:1,0.575,48.814,83.559,1.695,2.712,-57.995,3.198
8,pdc29(a1-d2)-1.tif:0001-0478-0295:1,0.575,49.153,79.661,1.864,2.712,-55.491,3.259
9,pdc29(a1-d2)-1.tif:0001-0509-0320:1,0.948,52.373,84.407,3.729,3.898,-46.273,5.435
10,pdc29(a1-d2)-1.tif:0001-0344-0258:1,0.747,42.712,56.441,2.203,3.729,-59.421,4.303
11,pdc29(a1-d2)-1.tif:0001-0369-0595:1,0.632,99.831,61.186,2.203,2.881,-54.782,3.548
12,pdc29(a1-d2)-1.tif:0001-0409-0618:1,0.575,103.729,68.136,2.203,2.373,-47.121,3.200
13,pdc29(a1-d2)-1.tif:0001-0487-0608:1,0.603,101.356,82.373,3.390,0.508,-8.531,3.437
14,pdc29(a1-d2)-1.tif:0001-0497-0662:1,0.575,111.525,82.881,1.525,2.881,-63.435,3.285
15,pdc29(a1-d2)-1.tif:0001-0243-0279:1,0.747,45.763,39.831,3.220,2.881,-41.820,4.241
16,pdc29(a1-d2)-1.tif:0001-0295-0308:1,0.661,50.508,49.492,3.559,1.017,-15.945,3.647
17,pdc29(a1-d2)-1.tif:0001-0082-0688:1,0.632,114.915,13.729,3.559,0.508,-8.130,3.644
18,pdc29(a1-d2)-1.tif:0001-0222-0605:1,0.287,102.373,36.949,0.339,1.525,-75.964,1.508
19,pdc29(a1-d2)-1.tif:0001-0240-0612:1,0.230,103.390,40.169,0.678,1.017,56.310,1.222
20,pdc29(a1-d2)-1.tif:0001-0250-0660:1,0.316,111.186,42.203,1.525,0.508,-18.435,1.645
