Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms411(a1-3c)-2.tif:0002-0027-0076:2,-86.424,0,0,65535,2.717,0
ms411(a1-3c)-2.tif:0002-0289-0273:2,6.582,0,0,65535,4.506,1
ms411(a1-3c)-2.tif:0002-0234-0101:2,35.538,0,0,65535,1.571,0
ms411(a1-3c)-2.tif:0002-0028-0420:2,-85.03,0,0,65535,3.913,1
ms411(a1-3c)-2.tif:0002-0112-0604:2,18.435,0,0,65535,2.181,0
ms411(a1-3c)-2.tif:0002-0104-0592:2,-83.66,0,0,65535,1.598,0
ms411(a1-3c)-2.tif:0002-0112-0691:2,-60.945,0,0,65535,1.773,0
ms411(a1-3c)-2.tif:0002-0118-0702:2,32.005,0,0,65535,1.619,0
ms411(a1-3c)-2.tif:0002-0221-1173:2,-39.472,0,0,65535,3.776,1
ms411(a1-3c)-2.tif:0002-0493-1202:2,19.654,0,0,65535,2.609,1
ms411(a1-3c)-2.tif:0002-0744-1146:2,68.962,0,0,65535,2.404,1
ms411(a1-3c)-2.tif:0002-0908-0948:2,22.62,0,0,65535,2.182,1
ms411(a1-3c)-4.tif:0001-0077-0111:1,94.086,0,0,65535,2.271,1
ms411(a1-3c)-4.tif:0001-0212-1001:1,50.711,0,0,65535,2.402,1
ms411(a1-3c)-4.tif:0001-0912-1312:1,67.38,0,0,65535,2.13,0
ms411(a1-3c)-4.tif:0001-0895-0973:1,42.879,0,0,65535,3.2,1
ms411(a1-3c)-4.tif:0001-0796-0611:1,50.194,0,0,65535,2.771,1
ms411(a1-3c)-5.tif:0002-0206-0298:2,-24.444,0,0,65535,2.021,1
ms411(a1-3c)-5.tif:0002-0132-0402:2,23.199,0,0,65535,2.582,0
ms411(a1-3c)-5.tif:0002-0026-0371:2,-59.744,0,0,65535,2.376,0
ms411(a1-3c)-5.tif:0002-0152-1306:2,20.556,0,0,65535,2.817,1
ms411(a1-3c)-5.tif:0002-0169-1192:2,-80.538,0,0,65535,2.062,1
ms411(a1-3c)-5.tif:0002-0626-0704:2,56.31,0,0,65535,1.729,1
ms411(a1-3c)-5.tif:0002-0961-0185:2,-96.71,0,0,65535,2.977,1
ms411(a1-3c)-5.tif:0002-1016-0022:2,18.435,0,0,65535,1.637,1
ms411(a1-3c)-5.tif:0002-0994-0621:2,67.62,0,0,65535,3.09,1
ms411(a1-3c)-5.tif:0002-0904-0814:2,-84.289,0,0,65535,1.762,1
ms411(a1-3c)-6.tif:0001-0022-0332:1,26.565,0,0,65535,2.552,1
ms411(a1-3c)-6.tif:0001-0112-0514:1,29.055,0,0,65535,1.819,0
ms411(a1-3c)-6.tif:0001-0120-0486:1,38.66,0,0,65535,2.171,0
ms411(a1-3c)-6.tif:0001-0166-1153:1,66.371,0,0,65535,3.064,1
ms411(a1-3c)-6.tif:0001-0462-1001:1,52.431,0,0,65535,2.791,1
ms411(a1-3c)-6.tif:0001-0551-1009:1,-46.637,0,0,65535,4.238,1
ms411(a1-3c)-6.tif:0001-0851-0634:1,66.801,0,0,65535,1.263,0
ms411(a1-3c)-6.tif:0001-0845-0648:1,-81.254,0,0,65535,2.229,0
ms411(a1-3c)-6.tif:0001-0989-0459:1,-63.435,0,0,65535,1.091,0
ms411(a1-3c)-6.tif:0001-0901-0227:1,82.875,0,0,65535,2.609,0
ms411(a1-3c)-6.tif:0001-0446-0294:1,83.66,0,0,65535,1.479,0
ms411(a1-3c)-6.tif:0001-0284-1289:1,-26.565,0,0,65535,2.705,1
ms411(a1-3c)-6.tif:0001-0916-1210:1,81.254,0,0,65535,2.118,1
ms411(a1-3c)-7.tif:0002-0221-0166:2,-101.31,0,0,65535,1.75,0
ms411(a1-3c)-7.tif:0002-0379-0293:2,-26.565,0,0,65535,1.505,0
ms411(a1-3c)-7.tif:0002-0620-1272:2,-45,0,0,65535,1.859,1
ms411(a1-3c)-7.tif:0002-0778-1249:2,-63.435,0,0,65535,1.631,1
ms411(a1-3c)-7.tif:0002-0443-0168:2,65.556,0,0,65535,1.953,0
ms411(a1-3c)-7.tif:0002-0061-0075:2,-57.995,0,0,65535,1.671,0
ms411(a1-3c)-8.tif:0002-0857-0816:2,-115.769,0,0,65535,5.363,1
ms411(a1-3c)-8.tif:0002-0138-1166:2,-41.186,0,0,65535,1.798,0
ms411(a1-3c)-8.tif:0002-0204-1199:2,-60.255,0,0,65535,1.305,0
ms411(a1-3c)-8.tif:0002-0043-1305:2,0,0,0,65535,1.78,0
