 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,pdc39(a1-c2)-1.tif:0001-0571-0862:1,0.345,146.102,95.932,0.169,1.864,90.000,1.811
2,pdc39(a1-c2)-1.tif:0001-0251-0663:1,0.460,112.034,41.356,0.678,2.373,74.055,2.468
3,pdc39(a1-c2)-1.tif:0001-0227-0656:1,0.373,111.017,37.458,0.339,2.034,99.462,2.062
4,pdc39(a1-c2)-1.tif:0001-0272-0664:1,0.345,112.034,45.424,1.017,1.525,-59.036,1.881
5,pdc39(a1-c2)-1.tif:0001-0303-0881:1,0.460,149.153,50.169,0.508,2.542,-82.405,2.527
6,pdc39(a1-c2)-1.tif:0001-0377-0592:1,0.402,99.831,63.051,1.017,1.864,-63.435,2.173
7,pdc39(a1-c2)-1.tif:0002-0082-1013:2,0.546,170.847,12.712,1.864,2.542,56.310,3.074
8,pdc39(a1-c2)-1.tif:0002-0166-0920:2,0.460,155.085,27.288,1.864,1.864,45.000,2.557
9,pdc39(a1-c2)-1.tif:0002-0224-0804:2,0.402,135.593,37.288,1.525,1.525,-45.000,2.237
10,pdc39(a1-c2)-1.tif:0002-0241-0803:2,0.431,135.763,39.831,0.678,2.203,74.055,2.359
11,pdc39(a1-c2)-1.tif:0002-0864-0977:2,0.402,165.593,145.424,0.169,2.203,85.601,2.271
12,pdc39(a1-c2)-1.tif:0002-0821-0889:2,0.460,150.678,137.966,0.169,2.542,-85.914,2.496
13,pdc39(a1-c2)-1.tif:0002-0657-0839:2,0.603,142.034,109.831,0.508,3.220,81.027,3.308
14,pdc39(a1-c2)-1.tif:0002-0072-0752:2,0.345,127.458,11.356,0.000,1.864,-90.000,1.808
15,pdc39(a1-c2)-1.tif:0002-0068-0766:2,0.345,129.831,10.678,0.000,1.864,90.000,1.921
16,pdc39(a1-c2)-1.tif:0002-0480-0864:2,0.316,146.102,80.678,0.678,1.525,-66.038,1.721
17,pdc39(a1-c2)-1.tif:0002-0462-0553:2,0.316,93.559,77.627,0.508,1.525,66.038,1.680
18,pdc39(a1-c2)-1.tif:0002-0452-0482:2,0.488,81.186,75.424,1.017,2.542,68.199,2.791
19,pdc39(a1-c2)-10.tif:0002-0334-0509:2,0.632,85.932,54.915,0.847,3.390,75.964,3.481
20,pdc39(a1-c2)-10.tif:0002-0357-0507:2,0.488,85.424,59.322,1.186,2.373,63.435,2.679
21,pdc39(a1-c2)-10.tif:0002-0560-0415:2,0.230,70.169,94.407,0.339,1.186,71.565,1.180
22,pdc39(a1-c2)-10.tif:0002-0595-0408:2,1.063,68.814,97.797,0.847,6.102,83.660,6.153
