Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms461(a1-b4)-1.tif:0001-0200-0263:1,-23.962,0,0,65535,1.669,0
ms461(a1-b4)-1.tif:0001-0336-0180:1,131.634,0,0,65535,1.986,1
ms461(a1-b4)-1.tif:0001-0170-0483:1,-39.806,0,0,65535,2.594,1
ms461(a1-b4)-1.tif:0001-0252-0731:1,-41.634,0,0,65535,1.921,1
ms461(a1-b4)-1.tif:0001-0068-0494:1,-39.289,0,0,65535,2.4,0
ms461(a1-b4)-1.tif:0001-0040-0554:1,-73.301,0,0,65535,1.716,0
ms461(a1-b4)-1.tif:0001-0027-0501:1,-74.055,0,0,65535,1.296,1
ms461(a1-b4)-1.tif:0001-0180-0425:1,-3.18,0,0,65535,2.967,1
ms461(a1-b4)-1.tif:0001-0192-0914:1,-38.66,0,0,65535,2.051,1
ms461(a1-b4)-1.tif:0001-0023-0987:1,-22.62,0,0,65535,2.203,0
ms461(a1-b4)-1.tif:0001-0250-1105:1,-61.39,0,0,65535,2.198,1
ms461(a1-b4)-1.tif:0001-0315-1138:1,-24.775,0,0,65535,2.463,1
ms461(a1-b4)-1.tif:0001-0340-1178:1,-20.556,0,0,65535,1.48,1
ms461(a1-b4)-1.tif:0001-0035-1098:1,-26.565,0,0,65535,2.729,0
ms461(a1-b4)-1.tif:0001-0017-1062:1,-7.595,0,0,65535,2.471,0
ms461(a1-b4)-1.tif:0001-0294-1304:1,-29.745,0,0,65535,2.807,0
ms461(a1-b4)-1.tif:0001-0391-1198:1,-14.036,0,0,65535,2.795,0
ms461(a1-b4)-1.tif:0001-0375-0801:1,-30.256,0,0,65535,2.355,1
ms461(a1-b4)-1.tif:0001-0882-0322:1,-55.305,0,0,65535,2.611,0
ms461(a1-b4)-1.tif:0001-0644-0433:1,-52.595,0,0,65535,3.613,0
ms461(a1-b4)-1.tif:0001-0626-0399:1,-23.199,0,0,65535,3.872,0
ms461(a1-b4)-1.tif:0001-0507-0726:1,-29.055,0,0,65535,1.745,0
ms461(a1-b4)-1.tif:0001-0490-0668:1,-40.601,0,0,65535,1.619,0
ms461(a1-b4)-1.tif:0001-0523-0769:1,-28.301,0,0,65535,2.428,0
ms461(a1-b4)-1.tif:0001-0493-0719:1,-30.964,0,0,65535,1.977,0
ms461(a1-b4)-1.tif:0001-0624-0446:1,-15.945,0,0,65535,1.213,0
ms461(a1-b4)-2.tif:0002-0240-0060:2,70.017,0,0,65535,2.077,1
ms461(a1-b4)-2.tif:0002-0291-0055:2,63.435,0,0,65535,2.656,1
ms461(a1-b4)-2.tif:0002-0069-0223:2,-59.744,0,0,65535,2.3,0
ms461(a1-b4)-2.tif:0002-0056-0207:2,-65.225,0,0,65535,2.404,0
ms461(a1-b4)-2.tif:0002-0110-0242:2,-53.13,0,0,65535,2.656,1
ms461(a1-b4)-2.tif:0002-0032-0256:2,-80.538,0,0,65535,2.062,1
ms461(a1-b4)-2.tif:0002-0200-0449:2,71.565,0,0,65535,1.645,1
ms461(a1-b4)-2.tif:0002-0230-0456:2,-74.745,0,0,65535,1.933,1
ms461(a1-b4)-2.tif:0002-0277-0538:2,-77.471,0,0,65535,1.542,1
ms461(a1-b4)-2.tif:0002-0325-0310:2,-18.435,0,0,65535,1.733,0
ms461(a1-b4)-2.tif:0002-0355-0629:2,-63.435,0,0,65535,2.956,1
ms461(a1-b4)-2.tif:0002-0329-0527:2,-90,0,0,65535,1.864,1
ms461(a1-b4)-2.tif:0002-0068-0892:2,-11.31,0,0,65535,2.638,1
ms461(a1-b4)-2.tif:0002-0072-0926:2,4.236,0,0,65535,4.472,1
ms461(a1-b4)-2.tif:0002-0224-0797:2,81.87,0,0,65535,3.548,1
ms461(a1-b4)-2.tif:0002-0040-1086:2,-65.225,0,0,65535,2.53,1
ms461(a1-b4)-2.tif:0002-0204-1136:2,-75.964,0,0,65535,1.358,0
ms461(a1-b4)-2.tif:0002-0192-1130:2,-66.801,0,0,65535,1.314,0
ms461(a1-b4)-2.tif:0002-0263-1263:2,-67.62,0,0,65535,3.19,1
ms461(a1-b4)-2.tif:0002-0245-1139:2,0,0,0,65535,1.696,0
ms461(a1-b4)-2.tif:0002-0115-1314:2,48.366,0,0,65535,2.079,0
ms461(a1-b4)-2.tif:0002-0406-1178:2,81.87,0,0,65535,2.397,1
ms461(a1-b4)-2.tif:0002-0445-1087:2,-97.125,0,0,65535,1.31,1
ms461(a1-b4)-2.tif:0002-0637-1093:2,-10.305,0,0,65535,1.906,0
ms461(a1-b4)-2.tif:0002-0768-1212:2,53.13,0,0,65535,1.729,0
ms461(a1-b4)-2.tif:0002-0938-0667:2,-56.31,0,0,65535,2.481,0
