Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms510(a1-c5)-2.tif:0002-0178-0151:2,-45,0,0,65535,1.718,0
ms510(a1-c5)-2.tif:0002-0174-0140:2,15.945,0,0,65535,1.319,0
ms510(a1-c5)-2.tif:0002-0532-0372:2,-68.199,0,0,65535,1.84,1
ms510(a1-c5)-3.tif:0002-0227-0969:2,78.69,0,0,65535,2.676,1
ms510(a1-c5)-3.tif:0002-0260-0962:2,67.38,0,0,65535,2.282,1
ms510(a1-c5)-3.tif:0002-0679-0888:2,-41.009,0,0,65535,5.166,1
ms510(a1-c5)-3.tif:0002-0984-0838:2,30.256,0,0,65535,2.327,1
ms510(a1-c5)-3.tif:0002-0864-0908:2,63.435,0,0,65535,3.375,1
ms510(a1-c5)-3.tif:0002-0281-1024:2,21.801,0,0,65535,1.904,0
ms510(a1-c5)-3.tif:0002-0277-1041:2,-26.565,0,0,65535,1.137,0
ms510(a1-c5)-3.tif:0002-0330-1073:2,-80.538,0,0,65535,1.131,0
ms510(a1-c5)-3.tif:0002-0117-0430:2,40.601,0,0,65535,1.576,0
ms510(a1-c5)-3.tif:0002-0044-0259:2,77.619,0,0,65535,7.097,1
ms510(a1-c5)-3.tif:0002-0274-0121:2,-79.695,0,0,65535,1.895,0
ms510(a1-c5)-3.tif:0002-0304-0420:2,-57.995,0,0,65535,1.576,0
ms510(a1-c5)-3.tif:0002-0084-0839:2,62.241,0,0,65535,3.639,1
ms510(a1-c5)-3.tif:0002-0112-0474:2,-34.992,0,0,65535,2.069,0
ms510(a1-c5)-3.tif:0002-0579-0797:2,-39.289,0,0,65535,2.356,0
ms510(a1-c5)-3.tif:0002-0594-0807:2,-56.31,0,0,65535,1.222,0
ms510(a1-c5)-4.tif:0002-0206-0309:2,-17.103,0,0,65535,2.305,1
ms510(a1-c5)-4.tif:0002-0751-0516:2,61.557,0,0,65535,4.701,1
ms510(a1-c5)-4.tif:0002-0787-0502:2,-94.574,0,0,65535,4.335,1
ms510(a1-c5)-4.tif:0002-0172-0678:2,45,0,0,65535,2.397,0
ms510(a1-c5)-4.tif:0002-0296-0234:2,57.529,0,0,65535,2.257,0
ms510(a1-c5)-5.tif:0002-0280-0752:2,-74.745,0,0,65535,3.854,1
ms510(a1-c5)-5.tif:0002-0674-0201:2,-23.199,0,0,65535,3.805,0
ms510(a1-c5)-5.tif:0002-0176-0863:2,67.38,0,0,65535,2.203,1
ms510(a1-c5)-5.tif:0002-0546-1180:2,65.772,0,0,65535,3.62,1
ms510(a1-c5)-5.tif:0002-0800-1033:2,0,0,0,65535,1.978,1
ms510(a1-c5)-5.tif:0002-0999-0974:2,93.013,0,0,65535,3.277,1
ms510(a1-c5)-5.tif:0002-0992-1100:2,32.005,0,0,65535,1.677,1
ms510(a1-c5)-6.tif:0002-0925-1142:2,30.256,0,0,65535,2.355,0
ms510(a1-c5)-6.tif:0002-0861-0890:2,90,0,0,65535,1.443,0
ms510(a1-c5)-6.tif:0002-0587-1063:2,-60.945,0,0,65535,3.532,1
ms510(a1-c5)-7.tif:0002-0671-0663:2,-34.695,0,0,65535,2.759,1
ms510(a1-c5)-7.tif:0002-0088-1084:2,48.814,0,0,65535,1.68,1
ms510(a1-c5)-7.tif:0002-0101-0389:2,63.435,0,0,65535,1.618,1
