Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms510(a1-5b)-1.tif (RGB):0192-0030,-37.875,0,0,0,11.25,1
ms510(a1-5b)-1.tif (RGB):0183-0141,-21.801,0,0,0,5.59,1
ms510(a1-5b)-1.tif (RGB):0022-0527,-55.008,0,0,0,12.76,1
ms510(a1-5b)-1.tif (RGB):0194-0515,-63.435,0,0,0,9.059,1
ms510(a1-5b)-1.tif (RGB):0092-0797,-9.462,0,0,0,6.915,0
ms510(a1-5b)-1.tif (RGB):0117-1088,-32.276,0,0,0,22.743,1
ms510(a1-5b)-1.tif (RGB):0032-1102,34.992,0,0,0,12.207,1
ms510(a1-5b)-1.tif (RGB):0030-1251,-63.435,0,0,0,10.966,0
ms510(a1-5b)-1.tif (RGB):0022-1281,36.027,0,0,0,13.252,1
ms510(a1-5b)-1.tif (RGB):0237-0156,72.897,0,0,0,13.222,1
ms510(a1-5b)-1.tif (RGB):0453-0014,111.038,0,0,0,14.23,1
ms510(a1-5b)-1.tif (RGB):0223-0473,17.103,0,0,0,13.363,1
ms510(a1-5b)-1.tif (RGB):0227-0528,-68.199,0,0,0,21.731,1
ms510(a1-5b)-1.tif (RGB):0342-1226,-39.289,0,0,0,14.3,0
ms510(a1-5b)-1.tif (RGB):0295-1345,-45,0,0,0,10.785,1
ms510(a1-5b)-1.tif (RGB):0898-0122,-63.435,0,0,0,11.413,1
ms510(a1-5b)-1.tif (RGB):0838-0335,0,0,0,0,10.753,0
ms510(a1-5b)-1.tif (RGB):0835-0358,29.745,0,0,0,7.826,0
ms510(a1-5b)-1.tif (RGB):0908-0530,-79.695,0,0,0,10.983,0
ms510(a1-5b)-1.tif (RGB):0951-0469,-73.009,0,0,0,37.956,1
ms510(a1-5b)-1.tif (RGB):0993-0931,125.538,0,0,0,8.878,1
ms510(a1-5b)-2.tif (RGB):0125-0164,36.254,0,0,0,18.741,0
ms510(a1-5b)-2.tif (RGB):0141-0072,45,0,0,0,8.957,0
ms510(a1-5b)-2.tif (RGB):0051-0298,53.13,0,0,0,9.475,0
ms510(a1-5b)-2.tif (RGB):0183-0360,57.265,0,0,0,16.007,0
ms510(a1-5b)-2.tif (RGB):0056-0933,62.241,0,0,0,22.063,1
ms510(a1-5b)-2.tif (RGB):0084-0917,64.799,0,0,0,18.933,1
ms510(a1-5b)-2.tif (RGB):0183-0863,-81.87,0,0,0,21.792,1
ms510(a1-5b)-2.tif (RGB):0158-1004,40.601,0,0,0,8.8,0
ms510(a1-5b)-2.tif (RGB):0140-1018,65.556,0,0,0,12.387,0
ms510(a1-5b)-2.tif (RGB):0016-1093,84.806,0,0,0,11.353,0
ms510(a1-5b)-2.tif (RGB):0166-1150,84.806,0,0,0,10.672,0
ms510(a1-5b)-2.tif (RGB):0215-1146,-86.186,0,0,0,14.67,1
ms510(a1-5b)-2.tif (RGB):0180-1179,56.31,0,0,0,18.768,0
ms510(a1-5b)-2.tif (RGB):0202-1163,-116.565,0,0,0,11.479,0
ms510(a1-5b)-2.tif (RGB):0304-1209,67.166,0,0,0,20.003,1
ms510(a1-5b)-2.tif (RGB):0334-1192,66.801,0,0,0,15.413,1
ms510(a1-5b)-2.tif (RGB):0502-0247,45,0,0,0,10.609,1
ms510(a1-5b)-2.tif (RGB):0429-0016,75.964,0,0,0,12.369,1
ms510(a1-5b)-2.tif (RGB):0495-0092,26.565,0,0,0,12.828,1
ms510(a1-5b)-2.tif (RGB):0633-0236,59.036,0,0,0,11.333,1
ms510(a1-5b)-2.tif (RGB):0745-0408,57.265,0,0,0,16.925,1
ms510(a1-5b)-2.tif (RGB):0778-0390,60.255,0,0,0,15.549,1
ms510(a1-5b)-2.tif (RGB):0690-0297,84.806,0,0,0,10.713,1
ms510(a1-5b)-2.tif (RGB):0666-0745,-90,0,0,0,11.671,0
ms510(a1-5b)-2.tif (RGB):0654-0751,83.66,0,0,0,8.673,0
ms510(a1-5b)-2.tif (RGB):0669-1030,-71.565,0,0,0,9.487,0
ms510(a1-5b)-2.tif (RGB):0919-1222,3.576,0,0,0,16.347,1
ms510(a1-5b)-2.tif (RGB):0862-0898,-86.82,0,0,0,18.693,1
ms510(a1-5b)-3.tif:0001-0832-0423:1,-17.103,0,0,65535,13.92,0
ms510(a1-5b)-3.tif:0001-0680-1297:1,45,0,0,65535,11.314,1
ms510(a1-5b)-3.tif:0001-0845-0836:1,48.576,0,0,65535,22.201,0
