Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms422(a1-4d)-1.tif:0001-0052-0165:1,-77.471,0,0,65535,1.588,0
ms422(a1-4d)-1.tif:0001-0069-0166:1,-90,0,0,65535,2.204,0
ms422(a1-4d)-1.tif:0001-0089-0176:1,61.928,0,0,65535,2.922,1
ms422(a1-4d)-1.tif:0001-0049-0408:1,-45,0,0,65535,2.487,1
ms422(a1-4d)-1.tif:0001-0009-0394:1,-63.435,0,0,65535,1.498,1
ms422(a1-4d)-1.tif:0001-0179-0450:1,-81.87,0,0,65535,2.349,1
ms422(a1-4d)-1.tif:0001-0062-0714:1,-95.711,0,0,65535,1.57,0
ms422(a1-4d)-1.tif:0001-0891-0082:1,41.987,0,0,65535,2.218,1
ms422(a1-4d)-1.tif:0001-0582-0060:1,66.038,0,0,65535,1.582,0
ms422(a1-4d)-1.tif:0001-0464-0035:1,-79.695,0,0,65535,1.846,0
ms422(a1-4d)-1.tif:0001-0563-0125:1,-56.31,0,0,65535,1.238,0
ms422(a1-4d)-2.tif:0002-0206-0168:2,-81.254,0,0,65535,2.128,0
ms422(a1-4d)-2.tif:0002-0134-0059:2,-69.444,0,0,65535,1.503,0
ms422(a1-4d)-2.tif:0002-0331-0034:2,49.399,0,0,65535,1.531,1
ms422(a1-4d)-2.tif:0002-0852-1086:2,-74.745,0,0,65535,1.995,1
ms422(a1-4d)-2.tif:0002-0820-1099:2,33.69,0,0,65535,3.056,1
ms422(a1-4d)-2.tif:0002-0891-1079:2,6.009,0,0,65535,3.15,1
ms422(a1-4d)-2.tif:0002-0175-0926:2,85.236,0,0,65535,2.003,0
ms422(a1-4d)-2.tif:0002-0182-1031:2,48.013,0,0,65535,2.337,1
ms422(a1-4d)-2.tif:0002-0121-0988:2,79.38,0,0,65535,2.787,1
ms422(a1-4d)-2.tif:0002-0164-0068:2,68.962,0,0,65535,2.412,0
ms422(a1-4d)-3.tif:0002-0763-0325:2,-82.875,0,0,65535,2.724,0
ms422(a1-4d)-3.tif:0002-0812-0859:2,-66.801,0,0,65535,2.504,0
ms422(a1-4d)-3.tif:0002-0875-0647:2,90,0,0,65535,3.221,1
ms422(a1-4d)-3.tif:0002-0582-0890:2,77.905,0,0,65535,2.494,0
ms422(a1-4d)-3.tif:0002-0558-0895:2,77.471,0,0,65535,3.208,0
ms422(a1-4d)-3.tif:0002-0541-0863:2,107.526,0,0,65535,3.434,0
ms422(a1-4d)-3.tif:0002-0601-0987:2,56.31,0,0,65535,1.882,0
ms422(a1-4d)-3.tif:0002-0618-0998:2,51.34,0,0,65535,2.119,0
ms422(a1-4d)-3.tif:0002-0378-1062:2,110.556,0,0,65535,1.34,0
ms422(a1-4d)-5.tif:0001-0704-0735:1,90,0,0,65535,3.22,0
ms422(a1-4d)-5.tif:0001-0743-0741:1,-72.255,0,0,65535,4.449,0
ms422(a1-4d)-5.tif:0001-0750-0458:1,119.745,0,0,65535,1.34,1
ms422(a1-4d)-5.tif:0001-1005-0553:1,-65.772,0,0,65535,3.676,1
ms422(a1-4d)-5.tif:0001-0644-0532:1,-68.749,0,0,65535,3.164,1
ms422(a1-4d)-5.tif:0001-0401-0655:1,87.397,0,0,65535,3.737,1
ms422(a1-4d)-6.tif:0001-0440-0551:1,49.086,0,0,65535,3.248,1
ms422(a1-4d)-6.tif:0001-0355-0494:1,-70.907,0,0,65535,4.77,1
ms422(a1-4d)-6.tif:0001-0997-0947:1,73.61,0,0,65535,2.966,1
ms422(a1-4d)-6.tif:0001-0972-1065:1,-90,0,0,65535,1.526,0
ms422(a1-4d)-6.tif:0001-0950-0952:1,-81.254,0,0,65535,2.229,1
ms422(a1-4d)-6.tif:0001-0792-0136:1,-76.608,0,0,65535,3.604,0
ms422(a1-4d)-6.tif:0001-0834-0132:1,-103.392,0,0,65535,3.701,0
ms422(a1-4d)-6.tif:0001-0885-0193:1,-79.695,0,0,65535,1.951,1
ms422(a1-4d)-6.tif:0001-0271-0658:1,65.225,0,0,65535,2.35,1
ms422(a1-4d)-6.tif:0001-0502-0596:1,56.976,0,0,65535,3.935,1
ms422(a1-4d)-6.tif:0001-0596-0610:1,34.695,0,0,65535,2.667,1
ms422(a1-4d)-6.tif:0001-0668-0668:1,-75.964,0,0,65535,4.152,1
ms422(a1-4d)-6.tif:0001-0640-0666:1,67.62,0,0,65535,3.212,1
ms422(a1-4d)-6.tif:0001-0727-0764:1,-72.897,0,0,65535,2.269,0
