Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms478(a1-3c)-1.tif:0002-0163-0026:2,-63.435,0,0,65535,2.3,0
ms478(a1-3c)-1.tif:0002-0116-0013:2,94.764,0,0,65535,1.922,0
ms478(a1-3c)-1.tif:0002-0025-0247:2,-90,0,0,65535,2.091,1
ms478(a1-3c)-1.tif:0002-0061-0437:2,-60.945,0,0,65535,3.616,1
ms478(a1-3c)-1.tif:0002-0121-0413:2,84.806,0,0,65535,1.985,1
ms478(a1-3c)-1.tif:0002-0050-0252:2,-82.875,0,0,65535,1.44,0
ms478(a1-3c)-1.tif:0002-0131-0513:2,-63.435,0,0,65535,1.946,0
ms478(a1-3c)-1.tif:0002-0163-0517:2,-90,0,0,65535,1.924,0
ms478(a1-3c)-1.tif:0002-0100-0537:2,-53.13,0,0,65535,1.662,1
ms478(a1-3c)-1.tif:0002-0182-0667:2,-67.38,0,0,65535,2.288,1
ms478(a1-3c)-1.tif:0002-0111-0914:2,81.254,0,0,65535,2.109,0
ms478(a1-3c)-1.tif:0002-0048-0902:2,63.435,0,0,65535,1.922,0
ms478(a1-3c)-1.tif:0002-0164-1344:2,-51.34,0,0,65535,2.226,1
ms478(a1-3c)-1.tif:0002-0422-1341:2,-90,0,0,65535,1.526,1
ms478(a1-3c)-1.tif:0002-0273-0785:2,-68.199,0,0,65535,1.894,0
ms478(a1-3c)-1.tif:0002-0301-0787:2,-90,0,0,65535,1.809,0
ms478(a1-3c)-1.tif:0002-0304-0864:2,-49.399,0,0,65535,1.447,0
ms478(a1-3c)-1.tif:0002-0226-0357:2,-90,0,0,65535,2.429,1
ms478(a1-3c)-1.tif:0002-0370-0009:2,-82.875,0,0,65535,2.685,1
ms478(a1-3c)-1.tif:0002-0337-0009:2,90,0,0,65535,1.47,1
ms478(a1-3c)-1.tif:0002-0391-0189:2,-51.34,0,0,65535,2.057,0
ms478(a1-3c)-1.tif:0002-0352-0384:2,-48.814,0,0,65535,3.637,1
ms478(a1-3c)-1.tif:0002-0703-0297:2,-63.435,0,0,65535,2.274,0
ms478(a1-3c)-1.tif:0002-0715-0030:2,-75.964,0,0,65535,2.686,1
ms478(a1-3c)-1.tif:0002-0679-0016:2,118.301,0,0,65535,5.082,1
ms478(a1-3c)-1.tif:0002-0550-0007:2,86.82,0,0,65535,2.996,0
ms478(a1-3c)-1.tif:0002-0632-0090:2,-63.435,0,0,65535,1.744,1
ms478(a1-3c)-1.tif:0002-0647-0077:2,-74.745,0,0,65535,1.961,1
ms478(a1-3c)-1.tif:0002-0377-0311:2,-67.38,0,0,65535,2.182,1
ms478(a1-3c)-1.tif:0002-0280-0394:2,-90,0,0,65535,1.586,1
ms478(a1-3c)-2.tif:0002-0164-0377:2,-81.254,0,0,65535,4.523,1
ms478(a1-3c)-2.tif:0002-0093-0363:2,90,0,0,65535,3.898,1
ms478(a1-3c)-2.tif:0002-0156-0483:2,-120.964,0,0,65535,2.006,1
ms478(a1-3c)-2.tif:0002-0023-0315:2,53.13,0,0,65535,2.634,0
ms478(a1-3c)-2.tif:0002-0056-0283:2,52.125,0,0,65535,1.881,0
ms478(a1-3c)-2.tif:0002-0146-0475:2,-94.399,0,0,65535,2.15,1
ms478(a1-3c)-2.tif:0002-0053-0764:2,-79.992,0,0,65535,3.003,1
ms478(a1-3c)-2.tif:0002-0114-0640:2,-90,0,0,65535,1.808,1
ms478(a1-3c)-2.tif:0002-0187-0620:2,-90,0,0,65535,1.356,0
ms478(a1-3c)-2.tif:0002-0325-0771:2,77.196,0,0,65535,3.769,1
ms478(a1-3c)-2.tif:0002-0285-0689:2,41.186,0,0,65535,1.802,0
ms478(a1-3c)-2.tif:0002-0301-0672:2,57.995,0,0,65535,1.551,0
ms478(a1-3c)-2.tif:0002-0434-0979:2,83.29,0,0,65535,2.964,1
ms478(a1-3c)-2.tif:0002-0455-0952:2,-71.565,0,0,65535,1.039,1
ms478(a1-3c)-2.tif:0002-0433-1020:2,-98.13,0,0,65535,1.165,1
ms478(a1-3c)-2.tif:0002-0611-0962:2,79.046,0,0,65535,5.22,1
ms478(a1-3c)-2.tif:0002-0645-1201:2,66.801,0,0,65535,1.339,1
ms478(a1-3c)-2.tif:0002-0930-1108:2,-71.565,0,0,65535,1.591,0
ms478(a1-3c)-2.tif:0002-0911-0991:2,7.125,0,0,65535,2.783,0
ms478(a1-3c)-2.tif:0002-0993-1131:2,-71.565,0,0,65535,1.574,1
