 ,Label,Area,BX,BY,Width,Height,Angle,Length
1,c54(a1-d2)-1.tif:0001-0362-0523:1,0.488,87.627,60.678,2.203,1.356,-31.608,2.635
2,c54(a1-d2)-1.tif:0001-0379-0551:1,0.488,92.373,63.390,2.203,1.695,-37.569,2.735
3,c54(a1-d2)-1.tif:0001-0297-0655:1,0.431,110.678,49.322,0.847,2.203,-67.380,2.329
4,c54(a1-d2)-1.tif:0001-0320-0665:1,0.316,112.542,53.559,0.508,1.525,-77.471,1.645
5,c54(a1-d2)-1.tif:0001-0202-0839:1,0.460,141.186,33.559,2.034,1.525,-36.870,2.509
6,c54(a1-d2)-1.tif:0001-0227-0878:1,0.373,147.966,37.966,1.864,1.017,-28.610,2.074
7,c54(a1-d2)-1.tif:0001-0124-1324:1,0.201,224.068,20.847,0.847,0.508,45.000,0.972
8,c54(a1-d2)-1.tif:0001-0252-1157:1,0.546,196.102,41.186,0.169,3.051,86.820,3.059
9,c54(a1-d2)-1.tif:0001-0310-1193:1,0.373,202.203,51.525,0.000,2.034,90.000,2.034
10,c54(a1-d2)-1.tif:0001-0021-0293:1,0.431,48.814,2.881,1.864,1.525,-39.289,2.418
11,c54(a1-d2)-1.tif:0001-0063-0208:1,0.460,34.237,10.000,2.034,1.525,-39.806,2.577
12,c54(a1-d2)-1.tif:0001-0945-0188:1,0.316,31.525,159.492,0.678,1.525,-63.435,1.618
13,c54(a1-d2)-1.tif:0001-0965-0424:1,0.460,71.525,162.373,0.847,2.373,-74.055,2.501
14,c54(a1-d2)-1.tif:0001-0756-0368:1,0.632,61.525,126.610,1.864,3.051,58.570,3.605
15,c54(a1-d2)-1.tif:0001-0551-0062:1,0.230,10.169,93.051,0.847,0.847,-51.340,1.201
16,c54(a1-d2)-10.tif:0002-0260-0349:2,0.431,58.475,43.220,1.525,1.864,-47.726,2.402
17,c54(a1-d2)-10.tif:0002-0309-0422:2,0.661,71.017,50.678,1.186,3.559,-71.565,3.681
18,c54(a1-d2)-10.tif:0002-0131-0563:2,0.488,94.068,21.864,2.712,0.678,-14.036,2.795
19,c54(a1-d2)-10.tif:0002-0058-0467:2,0.460,78.305,8.983,1.864,1.864,47.726,2.557
20,c54(a1-d2)-10.tif:0002-0053-0454:2,0.517,76.102,7.966,1.695,2.203,52.431,2.825
21,c54(a1-d2)-10.tif:0002-0405-0025:2,0.402,3.898,67.627,0.678,2.034,-71.565,2.144
22,c54(a1-d2)-10.tif:0002-0377-0016:2,0.661,2.203,62.203,1.017,3.559,-74.055,3.756
23,c54(a1-d2)-10.tif:0002-0047-0105:2,0.517,16.780,6.949,2.034,2.034,-45.000,2.876
24,c54(a1-d2)-10.tif:0002-0026-0087:2,0.316,14.576,3.729,0.508,1.525,-71.565,1.680
25,c54(a1-d2)-10.tif:0002-0024-0517:2,0.402,86.610,3.898,2.203,0.339,-8.130,2.285
26,c54(a1-d2)-10.tif:0002-0038-0578:2,0.460,97.458,5.424,1.186,2.203,61.699,2.527
27,c54(a1-d2)-10.tif:0002-0040-0591:2,0.345,99.661,6.102,1.017,1.525,-56.310,1.881
28,c54(a1-d2)-10.tif:0002-0159-0499:2,0.546,84.407,25.424,0.339,3.051,83.660,3.070
29,c54(a1-d2)-10.tif:0002-0163-0797:2,0.287,135.085,26.949,0.169,1.525,-96.340,1.486
30,c54(a1-d2)-10.tif:0002-0143-0787:2,0.201,133.051,24.068,0.847,0.508,-30.964,0.972
31,c54(a1-d2)-10.tif:0002-0258-0814:2,0.632,136.949,42.373,2.034,2.881,-54.782,3.573
32,c54(a1-d2)-10.tif:0002-0290-0834:2,0.488,140.847,47.966,1.186,2.373,-63.435,2.628
33,c54(a1-d2)-10.tif:0002-0258-0832:2,0.517,140.508,42.542,1.186,2.542,66.371,2.834
34,c54(a1-d2)-10.tif:0002-0729-1236:2,0.230,208.983,123.390,1.186,0.339,-15.945,1.180
35,c54(a1-d2)-10.tif:0002-0747-1263:2,0.345,213.390,126.102,1.525,1.017,-33.690,1.787
36,c54(a1-d2)-10.tif:0002-0699-0838:2,0.345,141.695,117.627,0.847,1.695,-68.199,1.870
37,c54(a1-d2)-10.tif:0002-0607-0948:2,0.460,160.508,101.695,0.508,2.542,-101.310,2.527
38,c54(a1-d2)-10.tif:0002-0621-0979:2,0.316,165.763,104.407,0.339,1.695,-78.690,1.728
39,c54(a1-d2)-10.tif:0002-0980-1207:2,0.373,204.407,165.085,0.339,2.034,-80.538,2.062
40,c54(a1-d2)-10.tif:0002-0538-1039:2,0.287,175.424,90.847,1.356,0.847,-32.005,1.570
41,c54(a1-d2)-10.tif:0002-0751-1051:2,0.431,177.119,126.949,2.203,0.847,-15.945,2.394
42,c54(a1-d2)-10.tif:0002-0821-1074:2,0.373,181.186,138.644,1.695,1.186,38.660,2.102
43,c54(a1-d2)-10.tif:0002-0849-1123:2,0.546,189.831,142.542,1.186,2.712,-66.371,2.983
44,c54(a1-d2)-10.tif:0002-0862-1269:2,0.402,214.407,145.254,1.356,1.864,-51.340,2.260
45,c54(a1-d2)-10.tif:0002-0574-1029:2,0.172,174.068,97.288,0.847,0.169,21.801,0.823
46,c54(a1-d2)-10.tif:0002-0575-1043:2,0.144,176.610,97.288,0.508,0.508,-45.000,0.724
47,c54(a1-d2)-10.tif:0002-0555-1292:2,0.230,218.983,93.559,0.169,1.186,90.000,1.248
48,c54(a1-d2)-10.tif:0002-0578-1292:2,0.287,218.475,97.458,1.017,1.186,-45.000,1.520
49,c54(a1-d2)-10.tif:0002-0349-1297:2,0.488,218.814,58.475,2.203,1.525,-34.695,2.695
50,c54(a1-d2)-10.tif:0002-0373-1324:2,0.287,224.068,62.712,0.847,1.186,-50.194,1.447
51,c54(a1-d2)-10.tif:0002-0432-1294:2,0.575,219.322,71.695,0.169,3.220,90.000,3.279
52,c54(a1-d2)-10.tif:0002-0403-1284:2,0.431,216.610,68.136,2.203,0.508,8.746,2.305
53,c54(a1-d2)-2.tif:0001-0296-0999:1,0.316,169.322,49.322,0.169,1.695,78.690,1.710
54,c54(a1-d2)-2.tif:0001-0301-0917:1,0.431,154.407,50.678,2.203,0.678,-15.945,2.359
55,c54(a1-d2)-2.tif:0001-0421-1289:1,0.316,217.966,70.678,1.017,1.356,-53.130,1.695
56,c54(a1-d2)-2.tif:0001-0324-0975:1,0.575,164.915,53.390,0.678,3.220,78.111,3.236
57,c54(a1-d2)-2.tif:0001-0149-0847:1,0.373,142.712,24.746,1.695,1.186,-30.964,2.037
58,c54(a1-d2)-2.tif:0001-0149-0551:1,0.517,93.390,23.898,0.169,2.881,83.290,2.947
59,c54(a1-d2)-2.tif:0001-0345-0182:1,0.373,30.339,57.627,1.017,1.864,-59.036,2.074
60,c54(a1-d2)-2.tif:0001-0329-0172:1,0.316,28.644,55.085,1.017,1.356,-53.130,1.695
61,c54(a1-d2)-2.tif:0001-0300-0035:1,0.373,5.593,50.000,0.847,1.864,-61.390,2.021
62,c54(a1-d2)-2.tif:0001-0282-0059:1,0.402,10.000,46.780,0.169,2.203,-85.236,2.159
63,c54(a1-d2)-2.tif:0001-0188-0030:1,0.488,4.237,30.847,1.864,2.034,47.490,2.721
64,c54(a1-d2)-2.tif:0001-0216-0095:1,0.402,15.254,36.102,1.864,1.186,-34.992,2.194
65,c54(a1-d2)-2.tif:0001-0222-0112:1,0.402,17.966,37.627,2.203,0.169,4.399,2.271
66,c54(a1-d2)-2.tif:0001-0444-0278:1,0.431,47.119,74.068,0.169,2.373,-90.000,2.376
67,c54(a1-d2)-2.tif:0001-0438-0304:1,0.460,51.525,73.051,0.169,2.542,-90.000,2.601
68,c54(a1-d2)-2.tif:0001-0477-0489:1,0.517,82.034,79.831,1.864,2.203,-49.764,2.881
69,c54(a1-d2)-2.tif:0001-0320-0450:1,0.259,76.102,53.729,0.508,1.186,-113.199,1.323
70,c54(a1-d2)-2.tif:0001-0162-0442:1,0.431,74.068,26.780,1.695,1.525,-41.987,2.318
71,c54(a1-d2)-2.tif:0001-0529-1269:1,0.546,213.898,88.814,2.373,1.864,-38.157,2.983
72,c54(a1-d2)-2.tif:0001-0500-1222:1,0.632,205.424,84.746,3.559,0.169,2.862,3.510
73,c54(a1-d2)-2.tif:0001-0626-1042:1,0.316,175.932,105.932,1.525,0.508,18.435,1.680
74,c54(a1-d2)-2.tif:0001-0634-1029:1,0.316,173.729,106.949,1.356,1.017,36.870,1.695
75,c54(a1-d2)-2.tif:0001-0516-0845:1,0.316,143.051,86.780,0.508,1.525,-73.301,1.680
76,c54(a1-d2)-2.tif:0001-0726-1121:1,0.373,189.322,122.373,1.525,1.356,-38.660,2.084
77,c54(a1-d2)-2.tif:0001-0698-1300:1,0.402,219.492,117.627,1.695,1.525,-41.987,2.243
78,c54(a1-d2)-2.tif:0001-0477-1305:1,0.345,220.508,80.339,1.525,1.186,-37.875,1.924
79,c54(a1-d2)-2.tif:0001-0469-1307:1,0.316,220.847,78.983,1.356,1.017,-36.870,1.695
80,c54(a1-d2)-2.tif:0001-0452-1294:1,0.316,219.153,75.932,0.508,1.525,-71.565,1.645
81,c54(a1-d2)-3.tif:0001-0170-0900:1,0.517,151.525,27.797,2.034,2.034,47.490,2.817
82,c54(a1-d2)-3.tif:0001-0277-0874:1,0.316,147.797,46.271,0.847,1.525,57.995,1.630
83,c54(a1-d2)-3.tif:0001-0254-1020:1,0.402,171.864,42.881,2.203,0.508,12.995,2.244
84,c54(a1-d2)-3.tif:0001-0240-1003:1,0.316,169.661,40.000,0.847,1.525,-66.038,1.630
85,c54(a1-d2)-3.tif:0001-0094-1087:1,0.373,183.390,15.424,1.695,1.017,30.964,1.977
