Label,Angle,%Area,MinThr,MaxThr,Length,SMI32
ms517(a1-3d)-1.tif:0002-0106-0224:2,-36.87,0,0,65535,1.809,1
ms517(a1-3d)-1.tif:0002-0193-0031:2,-25.017,0,0,65535,2.679,1
ms517(a1-3d)-1.tif:0002-0056-0364:2,78.69,0,0,65535,1.784,0
ms517(a1-3d)-1.tif:0002-0151-0427:2,-8.531,0,0,65535,3.325,1
ms517(a1-3d)-1.tif:0002-0217-0686:2,-36.87,0,0,65535,1.74,0
ms517(a1-3d)-1.tif:0002-0123-1034:2,0,0,0,65535,4.181,1
ms517(a1-3d)-1.tif:0002-0019-0947:2,-4.086,0,0,65535,2.263,0
ms517(a1-3d)-1.tif:0002-0195-0847:2,-33.69,0,0,65535,2.414,1
ms517(a1-3d)-1.tif:0002-0764-0804:2,-27.979,0,0,65535,6.115,1
ms517(a1-3d)-1.tif:0002-0777-0682:2,-51.34,0,0,65535,2.171,1
ms517(a1-3d)-1.tif:0002-0946-0367:2,75.964,0,0,65535,2.151,0
ms517(a1-3d)-1.tif:0002-0933-0382:2,11.31,0,0,65535,2.573,0
ms517(a1-3d)-1.tif:0002-0658-0163:2,67.834,0,0,65535,4.963,1
ms517(a1-3d)-1.tif:0002-0505-0383:2,-77.905,0,0,65535,2.35,1
ms517(a1-3d)-1.tif:0002-0057-0708:2,-21.801,0,0,65535,1.951,0
ms517(a1-3d)-1.tif:0002-0065-0730:2,-11.31,0,0,65535,1.766,0
ms517(a1-3d)-1.tif:0002-0070-0741:2,-45,0,0,65535,1.438,0
ms517(a1-3d)-1.tif:0002-0174-0692:2,-26.565,0,0,65535,1.492,0
ms517(a1-3d)-1.tif:0002-0168-0531:2,-57.995,0,0,65535,1.696,0
ms517(a1-3d)-1.tif:0002-0937-0215:2,-51.34,0,0,65535,1.121,0
ms517(a1-3d)-2.tif:0002-0145-0439:2,-2.603,0,0,65535,3.773,1
ms517(a1-3d)-2.tif:0002-0187-1128:2,-15.945,0,0,65535,2.457,0
ms517(a1-3d)-2.tif:0002-0281-1267:2,-4.764,0,0,65535,2.083,0
ms517(a1-3d)-3.tif:0002-0079-0182:2,-23.962,0,0,65535,1.653,1
ms517(a1-3d)-3.tif:0002-0072-0157:2,-63.435,0,0,65535,2.558,1
ms517(a1-3d)-3.tif:0002-0194-0036:2,-32.471,0,0,65535,2.327,0
ms517(a1-3d)-3.tif:0002-0123-0749:2,77.471,0,0,65535,1.48,0
ms517(a1-3d)-3.tif:0002-0109-0778:2,68.199,0,0,65535,0.986,0
ms517(a1-3d)-3.tif:0002-0094-0952:2,66.801,0,0,65535,1.3,0
ms517(a1-3d)-3.tif:0002-0376-0903:2,13.392,0,0,65535,3.732,1
ms517(a1-3d)-3.tif:0002-0302-0145:2,-14.036,0,0,65535,2.096,0
ms517(a1-3d)-3.tif:0002-0231-0096:2,-39.806,0,0,65535,1.271,0
ms517(a1-3d)-3.tif:0002-0242-0134:2,-15.945,0,0,65535,1.182,0
ms517(a1-3d)-4.tif:0001-0689-1280:1,-23.962,0,0,65535,1.743,1
ms517(a1-3d)-4.tif:0001-0721-1258:1,-33.69,0,0,65535,1.739,1
ms517(a1-3d)-4.tif:0001-0760-0329:1,-38.29,0,0,65535,4.043,1
ms517(a1-3d)-4.tif:0001-0313-0024:1,-19.537,0,0,65535,5.615,1
ms517(a1-3d)-4.tif:0001-0125-0192:1,-41.186,0,0,65535,1.742,1
ms517(a1-3d)-4.tif:0001-0942-0175:1,8.531,0,0,65535,3.464,1
ms517(a1-3d)-4.tif:0001-0093-0532:1,4.086,0,0,65535,2.34,0
ms517(a1-3d)-5.tif:0002-0082-0868:2,63.435,0,0,65535,3.032,1
ms517(a1-3d)-5.tif:0002-0117-1069:2,-29.745,0,0,65535,1.461,0
ms517(a1-3d)-5.tif:0002-0210-1307:2,18.435,0,0,65535,1.196,0
ms517(a1-3d)-5.tif:0002-0218-1323:2,-18.435,0,0,65535,1.653,0
ms517(a1-3d)-5.tif:0002-0761-1057:2,-45,0,0,65535,1.229,1
ms517(a1-3d)-5.tif:0002-0884-1022:2,8.746,0,0,65535,2.153,1
ms517(a1-3d)-5.tif:0002-0935-0351:2,3.814,0,0,65535,2.593,1
ms517(a1-3d)-5.tif:0002-0912-0398:2,-23.962,0,0,65535,1.725,1
ms517(a1-3d)-5.tif:0002-0850-0471:2,82.875,0,0,65535,1.38,0
ms517(a1-3d)-5.tif:0002-0816-0648:2,5.194,0,0,65535,1.924,1
