X0,Y0,Y1,Y2
0.00000,22.333,187.667,0
0.16949,21.164,184.180,0
0.33898,22.620,234.462,0
0.50847,27.549,251.809,0
0.67797,36.588,195.062,0
0.84746,43.606,102.036,0
1.01695,67.988,70.630,0
1.18644,112.233,56.964,0
1.35593,157.451,47.296,0
1.52542,192.500,43.833,0
1.69492,232.996,44.384,0
1.86441,255.000,53.523,0
2.03390,253.173,63.877,0
2.20339,255.000,57.423,0
2.37288,253.560,57.298,0
2.54237,252.148,58.049,0
2.71186,243.004,61.436,0
2.88136,235.491,49.969,0
3.05085,207.889,51.111,0
