 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
19,slice5-nmdablocker.lif - Series006:0002-0690-0276:z:2/21 - Series006,0.463,203.381,62.500,255,66.528,165.885,0.000,1.623
20,slice5-nmdablocker.lif - Series006:0001-0981-0652:z:1/21 - Series006,0.694,235.593,100.812,255,156.776,235.961,-48.814,2.722
21,slice5-nmdablocker.lif - Series006:0001-0991-0663:z:1/21 - Series006,0.694,241.403,162.000,255,159.422,238.276,-37.875,2.681
22,slice5-nmdablocker.lif - Series006:0001-0636-0339:z:1/21 - Series006,0.636,224.877,109.375,255,81.439,153.018,0.000,2.345
23,slice5-nmdablocker.lif - Series006:0001-0635-0330:z:1/21 - Series006,0.347,230.213,182.500,255,79.425,152.778,0.000,1.089
24,slice5-nmdablocker.lif - Series006:0001-0647-0378:z:1/21 - Series006,0.347,241.378,196.750,255,90.939,155.574,-36.870,1.157
25,slice5-nmdablocker.lif - Series006:0001-0652-0389:z:1/21 - Series006,0.694,245.759,181.125,255,93.404,156.806,-26.565,2.583
26,slice5-nmdablocker.lif - Series006:0001-0610-0381:z:1/21 - Series006,0.463,240.796,199.375,255,91.631,146.765,0.000,1.568
27,slice5-nmdablocker.lif - Series006:0001-0579-0380:z:1/21 - Series006,0.463,228.940,107.250,255,91.360,139.430,66.801,1.768
28,slice5-nmdablocker.lif - Series006:0001-0381-0228:z:1/21 - Series006,0.521,242.668,201.500,255,54.834,91.631,-54.462,1.901
29,slice5-nmdablocker.lif - Series006:0001-0390-0237:z:1/21 - Series006,0.578,231.182,146.000,255,56.938,93.615,-40.601,2.048
30,slice5-nmdablocker.lif - Series006:0001-0473-0150:z:1/21 - Series006,0.636,255.000,255.000,255,36.075,113.696,-56.310,2.502
31,slice5-nmdablocker.lif - Series006:0001-0276-0332:z:1/21 - Series006,0.636,243.813,169.333,255,79.826,66.418,-40.601,2.361
32,slice5-nmdablocker.lif - Series006:0001-0263-0321:z:1/21 - Series006,0.636,241.448,183.333,255,77.221,63.372,-40.601,2.354
33,slice5-nmdablocker.lif - Series006:0001-0688-0276:z:1/21 - Series006,0.463,232.408,159.917,255,66.418,165.544,0.000,1.765
34,slice5-nmdablocker.lif - Series006:0001-0688-0287:z:1/21 - Series006,0.636,241.505,147.778,255,68.983,165.544,0.000,2.405
35,slice5-nmdablocker.lif - Series004:0001-0077-0084:z:1/12 - Series004,0.521,215.795,82.333,255,20.162,18.599,-29.745,2.011
36,slice5-nmdablocker.lif - Series004:0001-0084-0096:z:1/12 - Series004,0.636,224.445,145.000,255,23.048,20.362,-45.000,2.330
37,slice5-nmdablocker.lif - Series004:0001-0073-0016:z:1/12 - Series004,0.521,170.767,86.000,211.833,3.728,17.476,-45.000,1.985
38,slice5-nmdablocker.lif - Series004:0001-0138-0042:z:1/12 - Series004,0.636,170.533,108.129,229.836,10.101,33.389,-60.945,2.438
39,slice5-nmdablocker.lif - Series004:0001-0147-0055:z:1/12 - Series004,0.521,130.613,46.000,179.625,13.228,35.474,-35.538,2.004
40,slice5-nmdablocker.lif - Series004:0001-0265-0078:z:1/12 - Series004,0.578,217.344,118.333,255,18.639,63.652,26.565,2.080
41,slice5-nmdablocker.lif - Series004:0001-0247-0018:z:1/12 - Series004,0.694,149.752,35.222,220.212,4.409,59.564,-41.186,2.610
42,slice5-nmdablocker.lif - Series004:0001-0244-0441:z:1/12 - Series004,0.578,165.263,84.111,253.370,106.141,58.682,-49.399,2.157
43,slice5-nmdablocker.lif - Series004:0001-0255-0454:z:1/12 - Series004,0.636,208.236,65.667,255,109.267,61.247,-53.130,2.312
44,slice5-nmdablocker.lif - Series004:0001-0185-0372:z:1/12 - Series004,0.463,217.849,81.000,255,89.626,44.653,-23.199,1.727
45,slice5-nmdablocker.lif - Series004:0001-0169-0377:z:1/12 - Series004,0.578,216.153,80.333,255,90.628,40.885,18.435,2.159
46,slice5-nmdablocker.lif - Series004:0001-0179-0362:z:1/12 - Series004,0.810,213.562,129.333,255,86.981,43.130,63.435,3.227
47,slice5-nmdablocker.lif - Series004:0001-0230-0275:z:1/12 - Series004,0.405,232.806,174.333,255,66.218,55.395,-45.000,1.379
48,slice5-nmdablocker.lif - Series004:0001-0395-0646:z:1/12 - Series004,0.694,244.841,149.000,255,155.323,95.198,-29.055,2.617
49,slice5-nmdablocker.lif - Series004:0001-0525-0781:z:1/12 - Series004,0.521,240.022,152.222,255,187.791,126.343,110.556,2.004
50,slice5-nmdablocker.lif - Series004:0001-0633-0806:z:1/12 - Series004,0.405,243.381,173.667,255,193.923,152.277,-51.340,1.445
51,slice5-nmdablocker.lif - Series004:0001-0645-0812:z:1/12 - Series004,0.925,244.493,168.000,255,195.326,155.163,-66.801,3.558
52,slice5-nmdablocker.lif - Series004:0001-0617-0928:z:1/12 - Series004,0.925,247.194,192.567,255,223.224,148.509,-53.130,3.672
53,slice5-nmdablocker.lif - Series004:0001-0891-0693:z:1/12 - Series004,0.752,252.026,237.108,255,166.747,214.406,-9.462,2.783
54,slice5-nmdablocker.lif - Series004:0001-0780-0712:z:1/12 - Series004,0.925,139.959,83.400,189.556,171.156,187.590,47.726,3.516
55,slice5-nmdablocker.lif - Series004:0001-0578-0991:z:1/12 - Series004,0.521,241.360,179.333,255,238.496,139.049,-50.194,1.892
56,slice5-nmdablocker.lif - Series004:0001-0586-1003:z:1/12 - Series004,0.636,249.264,196.444,255,241.101,140.893,-32.005,2.293
57,slice5-nmdablocker.lif - Series004:0001-0458-0894:z:1/12 - Series004,0.636,165.563,94.667,214.111,215.047,110.069,-36.870,2.341
58,slice5-nmdablocker.lif - Series004:0001-0461-0857:z:1/12 - Series004,0.463,249.292,209.333,255,206.269,110.831,-66.801,1.721
59,slice5-nmdablocker.lif - Series004:0001-0469-0866:z:1/12 - Series004,0.521,245.638,179.667,255,208.313,112.755,-35.538,1.980
60,slice5-nmdablocker.lif - Series004:0001-0449-0886:z:1/12 - Series004,0.463,243.704,184.333,255,213.043,107.945,-45.000,1.716
61,slice5-nmdablocker.lif - Series004:0001-0872-0721:z:1/12 - Series004,0.463,241.417,214.776,255,173.521,209.836,-26.565,1.685
62,slice5-nmdablocker.lif - Series004:0005-0539-0807:z:5/12 - Series004,0.752,251.538,210.000,255,194.124,129.790,-52.125,2.806
63,slice5-nmdablocker.lif - Series004:0005-0547-0801:z:5/12 - Series004,0.694,234.574,195.512,255,192.841,131.514,-37.875,2.647
64,slice5-nmdablocker.lif - Series004:0005-0525-0798:z:5/12 - Series004,0.694,238.523,82.333,255,191.959,126.223,-65.556,2.761
65,slice5-nmdablocker.lif - Series004:0005-0332-0978:z:5/12 - Series004,0.463,228.917,172.556,255,235.209,79.846,-45.000,1.587
66,slice5-nmdablocker.lif - Series004:0005-0343-0986:z:5/12 - Series004,0.347,213.644,145.333,255,237.253,82.572,-45.000,1.315
67,slice5-nmdablocker.lif - Series004:0005-0456-0894:z:5/12 - Series004,0.521,203.422,101.667,255,214.967,109.748,-29.745,1.892
68,slice5-nmdablocker.lif - Series004:0005-0449-0885:z:5/12 - Series004,0.521,224.499,115.000,255,212.963,108.025,-50.194,1.941
69,slice5-nmdablocker.lif - Series004:0005-0700-0995:z:5/12 - Series004,0.405,235.778,153.222,255,239.218,168.510,-9.462,1.478
70,slice5-nmdablocker.lif - Series004:0005-0700-0987:z:5/12 - Series004,0.347,220.207,133.444,255,237.494,168.230,-26.565,1.117
71,slice5-nmdablocker.lif - Series005:0001-0720-0590:z:1/10 - Series005,0.810,248.161,182.000,255,141.775,173.100,-81.254,3.044
72,slice5-nmdablocker.lif - Series005:0001-0734-0600:z:1/10 - Series005,0.521,228.373,102.250,255,144.360,176.527,-39.806,1.972
73,slice5-nmdablocker.lif - Series005:0001-0772-0556:z:1/10 - Series005,0.752,236.412,125.500,255,133.778,185.666,48.366,2.977
74,slice5-nmdablocker.lif - Series005:0001-0762-0567:z:1/10 - Series005,0.636,234.923,181.500,255,136.303,183.081,48.814,2.387
75,slice5-nmdablocker.lif - Series005:0001-0720-0540:z:1/10 - Series005,0.752,237.995,149.000,255,129.690,173.280,34.992,2.838
76,slice5-nmdablocker.lif - Series005:0001-0764-0496:z:1/10 - Series005,0.578,238.889,156.000,255,119.288,183.862,102.529,2.217
77,slice5-nmdablocker.lif - Series005:0001-0724-0820:z:1/10 - Series005,0.694,99.316,46.252,165,197.150,174.182,48.814,2.573
78,slice5-nmdablocker.lif - Series005:0001-0733-0809:z:1/10 - Series005,0.694,231.616,157.773,255,194.625,176.287,79.695,2.713
79,slice5-nmdablocker.lif - Series005:0001-0586-0981:z:1/10 - Series005,0.578,239.513,162.000,255,235.991,140.933,-45.000,2.127
80,slice5-nmdablocker.lif - Series005:0001-0582-0970:z:1/10 - Series005,0.636,232.734,88.500,255,233.285,139.791,-36.870,2.335
81,slice5-nmdablocker.lif - Series005:0001-0515-0989:z:1/10 - Series005,0.810,239.853,153.500,255,237.855,123.918,75.964,3.092
82,slice5-nmdablocker.lif - Series005:0001-0666-0952:z:1/10 - Series005,0.868,175.857,118.000,231,228.956,160.293,12.095,3.443
83,slice5-nmdablocker.lif - Series005:0001-0766-0388:z:1/10 - Series005,0.752,252.827,235.500,255,93.254,184.223,-75.964,2.948
84,slice5-nmdablocker.lif - Series005:0001-0780-0400:z:1/10 - Series005,0.925,226.353,50.000,255,96.200,187.710,-19.654,3.575
85,slice5-nmdablocker.lif - Series005:0001-0283-0996:z:1/10 - Series005,0.752,205.242,122.667,250.333,239.699,68.302,52.125,2.855
86,slice5-nmdablocker.lif - Series005:0001-0295-0988:z:1/10 - Series005,0.694,247.366,192.333,255,237.614,71.028,59.036,2.668
87,slice5-nmdablocker.lif - Series005:0001-0953-0742:z:1/10 - Series005,0.636,231.958,150.625,255,178.421,229.137,48.814,2.442
88,slice5-nmdablocker.lif - Series005:0001-0961-0732:z:1/10 - Series005,0.694,221.709,150.500,255,176.076,231.271,52.125,2.733
89,slice5-nmdablocker.lif - Series003:0001-0469-0221:z:1/17 - Series003,0.636,223.012,126.333,255,53.271,112.875,-48.814,2.438
90,slice5-nmdablocker.lif - Series003:0001-0484-0232:z:1/17 - Series003,0.752,192.643,128.000,249.333,55.916,116.402,-65.556,2.833
91,slice5-nmdablocker.lif - Series003:0001-0427-0312:z:1/17 - Series003,0.521,208.829,90.667,255,75.116,102.694,-39.806,1.828
92,slice5-nmdablocker.lif - Series003:0001-0435-0318:z:1/17 - Series003,0.521,121.613,30.000,167.625,76.359,104.698,-45.000,1.872
93,slice5-nmdablocker.lif - Series003:0001-0521-0134:z:1/17 - Series003,0.578,212.085,145.444,247.333,32.468,125.220,-40.601,2.279
94,slice5-nmdablocker.lif - Series003:0001-0552-0166:z:1/17 - Series003,0.636,207.045,72.000,255,40.003,132.676,-53.130,2.312
95,slice5-nmdablocker.lif - Series003:0001-0488-0240:z:1/17 - Series003,0.578,137.010,94.844,182.627,57.880,117.404,-69.444,2.159
96,slice5-nmdablocker.lif - Series003:0001-0508-0248:z:1/17 - Series003,1.272,225.041,92.333,255,59.724,122.375,-67.166,4.958
97,slice5-nmdablocker.lif - Series003:0001-0484-0105:z:1/17 - Series003,0.578,189.648,104.556,255,25.493,116.282,-57.995,2.246
98,slice5-nmdablocker.lif - Series003:0001-0361-0189:z:1/17 - Series003,0.636,138.167,85.333,199.889,45.535,86.780,26.565,2.475
99,slice5-nmdablocker.lif - Series003:0001-0364-0175:z:1/17 - Series003,0.463,214.415,88.333,255,42.128,87.702,8.130,1.714
100,slice5-nmdablocker.lif - Series003:0001-0295-0220:z:1/17 - Series003,0.521,167.778,94.667,214,52.990,71.108,-39.806,1.814
101,slice5-nmdablocker.lif - Series003:0001-0309-0233:z:1/17 - Series003,0.521,218.160,102.778,255,56.117,74.355,-60.255,2.023
102,slice5-nmdablocker.lif - Series003:0001-0242-0217:z:1/17 - Series003,0.752,142.512,43.000,183.173,52.269,58.361,-14.036,2.800
103,slice5-nmdablocker.lif - Series003:0001-0235-0204:z:1/17 - Series003,0.463,170.695,58.222,253.304,49.102,56.718,-45.000,1.701
104,slice5-nmdablocker.lif - Series003:0001-0356-0102:z:1/17 - Series003,0.636,233.890,135.333,255,24.571,85.498,-36.870,2.293
105,slice5-nmdablocker.lif - Series003:0001-0342-0090:z:1/17 - Series003,0.636,230.742,69.333,255,21.605,82.411,-45.000,2.443
106,slice5-nmdablocker.lif - Series003:0001-0318-0105:z:1/17 - Series003,0.521,139.026,107.222,166.306,25.132,76.639,-39.806,1.872
107,slice5-nmdablocker.lif - Series003:0001-0413-0070:z:1/17 - Series003,0.521,187.197,103.333,227.042,16.955,99.286,-90.000,1.846
108,slice5-nmdablocker.lif - Series003:0001-0423-0075:z:1/17 - Series003,0.521,204.386,47.889,255,18.038,101.892,-66.801,1.877
109,slice5-nmdablocker.lif - Series003:0001-0375-0107:z:1/17 - Series003,0.463,237.000,136.000,255,25.693,90.308,66.801,1.775
110,slice5-nmdablocker.lif - Series003:0001-0356-0121:z:1/17 - Series003,0.405,220.518,78.333,255,29.141,85.658,-45.000,1.365
111,slice5-nmdablocker.lif - Series003:0001-0364-0132:z:1/17 - Series003,0.868,206.723,47.000,255,31.987,87.702,-50.711,3.409
112,slice5-nmdablocker.lif - Series003:0001-0244-0109:z:1/17 - Series003,0.752,233.267,39.333,255,26.174,58.923,-24.444,2.797
113,slice5-nmdablocker.lif - Series003:0001-0253-0120:z:1/17 - Series003,0.752,216.733,89.000,255,29.060,60.887,-41.634,2.843
114,slice5-nmdablocker.lif - Series003:0001-0384-0384:z:1/17 - Series003,0.810,216.255,125.889,255,92.392,92.352,-12.995,3.192
115,slice5-nmdablocker.lif - Series003:0001-0381-0368:z:1/17 - Series003,0.752,232.109,77.667,255,88.544,91.751,0.000,2.967
116,slice5-nmdablocker.lif - Series003:0001-0626-0221:z:1/17 - Series003,0.925,131.336,105.831,176.691,53.271,150.553,-47.726,3.572
117,slice5-nmdablocker.lif - Series003:0001-0614-0207:z:1/17 - Series003,0.636,199.161,35.000,255,49.984,147.827,-45.000,2.325
118,slice5-nmdablocker.lif - Series003:0001-0570-0178:z:1/17 - Series003,0.636,235.480,98.556,255,43.009,137.245,-71.565,2.358
119,slice5-nmdablocker.lif - Series003:0001-0614-0642:z:1/17 - Series003,0.810,241.452,123.000,255,154.401,147.627,-34.992,3.030
120,slice5-nmdablocker.lif - Series003:0001-0625-0655:z:1/17 - Series003,0.810,238.848,114.667,255,157.568,150.232,-38.660,3.018
121,slice5-nmdablocker.lif - Series003:0001-0484-0576:z:1/17 - Series003,0.521,222.540,192.000,255,138.488,116.362,-35.538,1.846
122,slice5-nmdablocker.lif - Series003:0001-0472-0565:z:1/17 - Series003,0.752,189.241,110.778,255,136.043,113.436,-41.634,2.837
123,slice5-nmdablocker.lif - Series003:0001-0927-0507:z:1/17 - Series003,0.694,218.481,84.667,255,121.974,222.944,-79.695,2.596
124,slice5-nmdablocker.lif - Series003:0001-0940-0511:z:1/17 - Series003,0.810,228.649,50.000,255,122.856,226.070,-77.005,3.098
125,slice5-nmdablocker.lif - Series003:0001-0978-0522:z:1/17 - Series003,0.405,247.190,200.333,255,125.541,235.169,-90.000,1.523
126,slice5-nmdablocker.lif - Series003:0001-0987-0524:z:1/17 - Series003,0.463,183.227,46.778,255,125.982,237.494,99.462,1.575
127,slice5-nmdablocker.lif - Series003:0001-0935-0382:z:1/17 - Series003,0.636,112.519,93.778,128.222,92.071,224.788,84.289,2.417
128,slice5-nmdablocker.lif - Series003:0001-0918-0385:z:1/17 - Series003,0.694,97.096,38.000,150.667,92.633,220.899,100.305,2.676
129,slice5-nmdablocker.lif - Series003:0001-0976-0362:z:1/17 - Series003,0.463,140.089,86.333,164.333,87.181,234.728,-45.000,1.645
130,slice5-nmdablocker.lif - Series003:0001-0982-0373:z:1/17 - Series003,0.521,171.262,70.889,219.222,89.666,236.251,0.000,1.844
131,slice5-nmdablocker.lif - Series003:0001-0911-0438:z:1/17 - Series003,0.636,119.913,16.000,226.280,105.299,219.256,6.340,2.330
132,slice5-nmdablocker.lif - Series003:0001-0910-0453:z:1/17 - Series003,0.694,155.737,77.444,225.747,109.147,218.935,0.000,2.650
133,slice5-nmdablocker.lif - Series003:0001-0908-0558:z:1/17 - Series003,0.925,229.889,69.111,255,134.119,218.294,-23.199,3.663
134,slice5-nmdablocker.lif - Series003:0001-0894-0460:z:1/17 - Series003,0.636,218.456,154.600,255,110.550,215.047,-16.699,2.511
135,slice5-nmdablocker.lif - Series003:0001-0866-0424:z:1/17 - Series003,0.405,184.632,77.111,248.167,102.012,208.153,-63.435,1.542
136,slice5-nmdablocker.lif - Series003:0008-0908-0373:z:8/17 - Series003,0.521,221.086,172.943,255,89.747,218.494,-75.964,2.044
137,slice5-nmdablocker.lif - Series003:0008-0917-0382:z:8/17 - Series003,0.810,211.259,107.000,253.540,91.911,220.699,-81.254,3.073
138,slice5-nmdablocker.lif - Series003:0008-0936-0382:z:8/17 - Series003,1.041,234.975,84.889,255,92.112,225.148,-100.620,4.009
139,slice5-nmdablocker.lif - Series003:0008-0864-0423:z:8/17 - Series003,0.405,248.943,221.667,255,101.852,207.912,-80.538,1.542
140,slice5-nmdablocker.lif - Series003:0008-0873-0429:z:8/17 - Series003,0.521,196.749,93.000,255,103.054,210.077,-60.255,1.900
141,slice5-nmdablocker.lif - Series003:0008-0887-0414:z:8/17 - Series003,0.521,222.611,108.111,255,99.487,213.564,-60.255,2.009
142,slice5-nmdablocker.lif - Series003:0008-0875-0407:z:8/17 - Series003,0.405,226.094,145.333,255,98.084,210.398,-59.036,1.542
143,slice5-nmdablocker.lif - Series003:0008-0788-0520:z:8/17 - Series003,0.636,200.653,121.333,255,125.301,189.514,-23.962,2.442
144,slice5-nmdablocker.lif - Series003:0008-0785-0511:z:8/17 - Series003,0.521,190.078,44.778,255,122.856,188.833,-15.945,1.927
145,slice5-nmdablocker.lif - Series003:0008-0800-0567:z:8/17 - Series003,0.694,233.423,104.556,255,136.324,192.360,-29.055,2.695
146,slice5-nmdablocker.lif - Series003:0008-0809-0578:z:8/17 - Series003,0.521,136.475,72.556,194.667,139.089,194.484,-33.690,1.870
147,slice5-nmdablocker.lif - Series003:0008-0811-0663:z:8/17 - Series003,0.694,250.944,223.444,255,159.572,195.086,-56.310,2.647
148,slice5-nmdablocker.lif - Series003:0008-0824-0676:z:8/17 - Series003,0.810,238.422,98.333,255,162.658,198.413,-30.256,3.247
149,slice5-nmdablocker.lif - Series003:0008-0837-0626:z:8/17 - Series003,0.983,249.753,214.000,255,150.633,201.259,-52.431,3.819
150,slice5-nmdablocker.lif - Series003:0008-0823-0611:z:8/17 - Series003,0.810,219.664,97.777,255,147.066,197.892,-45.000,3.176
151,slice5-nmdablocker.lif - Series003:0008-0805-0598:z:8/17 - Series003,0.636,230.035,105.333,255,143.779,193.563,-18.435,2.392
152,slice5-nmdablocker.lif - Series003:0008-0756-0602:z:8/17 - Series003,0.521,208.255,37.444,255,144.861,181.818,140.194,1.828
153,slice5-nmdablocker.lif - Series003:0008-0762-0608:z:8/17 - Series003,0.521,192.639,99.667,255,146.304,183.381,-39.806,2.004
154,slice5-nmdablocker.lif - Series003:0008-0815-0715:z:8/17 - Series003,0.983,150.648,9.667,255,171.998,195.887,-60.255,3.850
155,slice5-nmdablocker.lif - Series003:0008-0822-0655:z:8/17 - Series003,0.925,236.129,141.000,255,157.568,197.731,-31.608,3.630
156,slice5-nmdablocker.lif - Series003:0008-0803-0703:z:8/17 - Series003,0.578,191.590,51.000,255,169.152,193.282,-32.005,2.090
157,slice5-nmdablocker.lif - Series003:0008-0765-0672:z:8/17 - Series003,0.752,119.182,17.333,255,161.576,183.902,8.746,3.005
158,slice5-nmdablocker.lif - Series003:0008-0763-0690:z:8/17 - Series003,1.041,207.822,52.000,255,165.985,183.662,23.629,4.095
159,slice5-nmdablocker.lif - Series003:0008-0741-0624:z:8/17 - Series003,1.041,247.534,148.000,255,150.232,178.411,-16.390,4.185
160,slice5-nmdablocker.lif - Series003:0008-0745-0605:z:8/17 - Series003,0.810,213.097,149.000,253.436,145.422,179.173,38.660,3.080
161,slice5-nmdablocker.lif - Series003:0008-0715-0592:z:8/17 - Series003,0.810,207.986,129.556,255,142.336,172.038,-41.634,3.018
162,slice5-nmdablocker.lif - Series003:0008-0991-0685:z:8/17 - Series003,0.636,188.301,140.187,255,164.983,238.336,-60.945,2.447
163,slice5-nmdablocker.lif - Series003:0008-0974-0675:z:8/17 - Series003,0.810,239.284,170.667,255,162.498,234.327,-55.008,3.025
164,slice5-nmdablocker.lif - Series003:0008-0967-0697:z:8/17 - Series003,0.752,169.071,106.034,219.097,167.669,232.684,-59.036,2.915
165,slice5-nmdablocker.lif - Series003:0008-0954-0686:z:8/17 - Series003,0.636,194.267,33.333,255,164.983,229.517,-48.814,2.504
166,slice5-nmdablocker.lif - Series002:0001-0349-0752:z:1/15 - Series002,0.868,119.908,40.333,172.510,181.016,83.935,-24.775,3.371
167,slice5-nmdablocker.lif - Series002:0001-0337-0740:z:1/15 - Series002,0.694,179.934,102.444,249.711,178.050,81.049,-56.310,2.630
168,slice5-nmdablocker.lif - Series002:0001-0169-0594:z:1/15 - Series002,0.636,76.503,34.364,161.213,143.098,40.805,29.055,2.510
169,slice5-nmdablocker.lif - Series002:0001-0154-0570:z:1/15 - Series002,0.521,197.826,113.667,255,137.005,37.117,-63.435,2.009
170,slice5-nmdablocker.lif - Series002:0004-0849-0327:z:4/15 - Series002,0.694,204.759,145.250,243.178,78.644,204.125,74.745,2.626
171,slice5-nmdablocker.lif - Series002:0004-0864-0318:z:4/15 - Series002,0.868,173.862,55.000,240.429,76.599,207.672,77.905,3.443
172,slice5-nmdablocker.lif - Series002:0004-0974-0225:z:4/15 - Series002,0.463,139.990,106.000,163.224,54.233,234.247,63.435,1.613
173,slice5-nmdablocker.lif - Series002:0004-0968-0236:z:4/15 - Series002,0.463,149.678,60.750,217.714,56.758,232.744,45.000,1.788
174,slice5-nmdablocker.lif - Series002:0002-0164-0462:z:2/15 - Series002,0.810,240.246,157.000,255,111.111,39.402,61.390,3.155
175,slice5-nmdablocker.lif - Series002:0002-0177-0454:z:2/15 - Series002,0.810,243.662,156.000,255,109.227,42.649,63.435,3.047
176,slice5-nmdablocker.lif - Series002:0002-0154-0569:z:2/15 - Series002,0.578,193.422,68.667,255,136.965,37.077,-71.565,2.282
177,slice5-nmdablocker.lif - Series002:0002-0170-0594:z:2/15 - Series002,0.868,94.862,45.000,184.980,142.977,40.805,24.775,3.443
178,slice5-nmdablocker.lif - Series002:0002-0337-0740:z:2/15 - Series002,0.636,146.442,104.578,199.389,178.010,81.089,-53.130,2.424
179,slice5-nmdablocker.lif - Series002:0002-0348-0752:z:2/15 - Series002,0.925,191.112,59.000,255,180.976,83.694,-36.870,3.625
180,slice5-nmdablocker.lif - Series002:0002-0731-0721:z:2/15 - Series002,0.521,206.900,123.056,255,173.481,176.006,-60.255,1.939
181,slice5-nmdablocker.lif - Series002:0002-0679-0863:z:2/15 - Series002,0.868,184.433,81.667,255,207.552,163.260,12.095,3.413
182,slice5-nmdablocker.lif - Series002:0002-0848-0329:z:2/15 - Series002,0.983,222.653,96.000,255,78.944,203.824,75.964,3.939
183,slice5-nmdablocker.lif - Series002:0002-0863-0320:z:2/15 - Series002,0.868,230.927,105.000,255,76.780,207.371,74.055,3.354
184,slice5-nmdablocker.lif - Series002:0002-0974-0227:z:2/15 - Series002,0.636,187.212,79.000,255,54.413,234.307,53.130,2.435
185,slice5-nmdablocker.lif - Series002:0002-0969-0238:z:2/15 - Series002,0.521,153.812,54.000,206,57.239,233.045,39.806,1.878
186,slice5-nmdablocker.lif - Series002:0002-0977-0291:z:2/15 - Series002,0.521,199.741,121.000,255,69.925,234.909,54.462,1.901
187,slice5-nmdablocker.lif - Series002:0002-0535-0308:z:2/15 - Series002,0.578,184.774,93.000,255,74.074,128.788,-35.538,2.069
188,slice5-nmdablocker.lif - Series002:0002-0548-0316:z:2/15 - Series002,0.463,180.162,50.000,245.255,75.998,131.734,-66.801,1.722
189,slice5-nmdablocker.lif - Image001:0154-0464,0.694,137.578,53.000,212.727,111.532,36.857,63.435,2.640
190,slice5-nmdablocker.lif - Image001:0167-0454,0.983,234.735,147.000,255,109.127,40.224,63.435,3.926
191,slice5-nmdablocker.lif - Image001:0187-0451,0.810,206.601,99.500,255,108.586,45.034,75.964,3.092
192,slice5-nmdablocker.lif - Image001:0206-0443,1.099,237.619,74.000,255,106.361,49.363,77.471,4.292
193,slice5-nmdablocker.lif - Image001:0582-0565,0.636,245.725,174.000,255,135.883,139.851,53.130,2.405
194,slice5-nmdablocker.lif - Image001:0586-0553,0.578,247.748,214.000,255,133.117,140.873,35.538,2.141
195,slice5-nmdablocker.lif - Image001:0535-0692,0.810,208.646,22.000,255,166.426,128.668,-38.660,3.080
196,slice5-nmdablocker.lif - Image001:0836-0328,1.099,237.844,108.000,255,79.004,201.058,73.610,4.262
197,slice5-nmdablocker.lif - Image001:0850-0322,0.694,213.871,89.000,255,77.381,204.545,74.745,2.713
198,slice5-nmdablocker.lif - Image001:0956-0239,0.636,203.064,69.750,255,57.480,229.918,29.055,2.476
