 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
1,Slice2-nmdablocker.lif - Series002:0014-0632-0176:z:14/32 - Series002,0.752,244.308,156.500,255,42.388,151.816,80.538,2.830
2,Slice2-nmdablocker.lif - Series002:0014-0648-0177:z:14/32 - Series002,0.810,226.024,129.500,255,42.508,155.904,104.036,3.122
3,Slice2-nmdablocker.lif - Series002:0014-0680-0202:z:14/32 - Series002,0.868,239.286,52.000,255,48.581,163.660,107.103,3.271
4,Slice2-nmdablocker.lif - Series002:0014-0673-0210:z:14/32 - Series002,0.521,250.956,228.000,255,50.445,161.676,110.556,1.990
5,Slice2-nmdablocker.lif - Series002:0014-0684-0214:z:14/32 - Series002,0.463,232.324,108.000,255,51.407,164.562,-38.660,1.709
6,Slice2-nmdablocker.lif - Series002:0014-0688-0235:z:14/32 - Series002,0.752,232.324,85.250,255,56.457,165.344,85.236,2.889
7,Slice2-nmdablocker.lif - Series002:0014-0704-0234:z:14/32 - Series002,0.521,227.401,96.500,255,56.337,169.252,90.000,1.808
8,Slice2-nmdablocker.lif - Series002:0014-0699-0392:z:14/32 - Series002,0.983,246.344,178.000,255,94.216,168.110,100.620,3.939
9,Slice2-nmdablocker.lif - Series002:0014-0721-0396:z:14/32 - Series002,0.521,252.674,235.000,255,95.238,173.220,97.125,1.820
10,Slice2-nmdablocker.lif - Series002:0014-0699-0356:z:14/32 - Series002,0.521,236.750,142.000,255,85.618,168.110,-29.745,1.939
11,Slice2-nmdablocker.lif - Series002:0014-0694-0343:z:14/32 - Series002,0.636,253.273,236.000,255,82.492,166.787,0.000,2.405
12,Slice2-nmdablocker.lif - Series002:0014-0751-0433:z:14/32 - Series002,0.636,255.000,255.000,255,103.956,180.616,0.000,2.285
13,Slice2-nmdablocker.lif - Series002:0014-0753-0446:z:14/32 - Series002,0.521,226.024,85.000,255,107.203,181.097,-15.945,1.867
14,Slice2-nmdablocker.lif - Series002:0014-0764-0192:z:14/32 - Series002,0.810,202.113,115.000,255,46.176,183.682,41.987,3.156
15,Slice2-nmdablocker.lif - Series002:0014-0764-0176:z:14/32 - Series002,0.810,152.710,33.155,255,42.208,183.682,-22.620,3.082
16,Slice2-nmdablocker.lif - Series002:0014-0749-0138:z:14/32 - Series002,0.694,231.823,90.000,255,33.069,180.075,79.695,2.571
17,Slice2-nmdablocker.lif - Series002:0014-0767-0132:z:14/32 - Series002,0.810,217.402,56.000,255,31.806,184.524,71.565,3.195
18,Slice2-nmdablocker.lif - Series002:0014-0697-0162:z:14/32 - Series002,0.752,252.327,233.250,255,39.081,167.629,104.036,2.975
19,Slice2-nmdablocker.lif - Series002:0014-0582-0253:z:14/32 - Series002,0.578,235.550,71.000,255,60.726,140.091,77.471,2.217
20,Slice2-nmdablocker.lif - Series002:0014-0595-0248:z:14/32 - Series002,0.578,210.479,95.000,255,59.644,143.158,75.964,2.100
21,Slice2-nmdablocker.lif - Series002:0014-0555-0223:z:14/32 - Series002,0.521,242.389,141.500,255,53.692,133.538,-33.690,1.901
22,Slice2-nmdablocker.lif - Series002:0014-0545-0214:z:14/32 - Series002,0.636,249.268,232.680,255,51.407,131.133,-23.962,2.313
23,Slice2-nmdablocker.lif - Series002:0014-0511-0192:z:14/32 - Series002,0.752,241.189,107.500,255,46.236,122.715,-30.964,2.851
24,Slice2-nmdablocker.lif - Series002:0014-0520-0206:z:14/32 - Series002,0.578,243.267,191.000,255,49.483,125.000,-35.538,2.104
