 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
1,slice1-nmda-50ng.lif - Series002:0011-0225-0682:z:11/36 - Series002,0.455,145.499,70.911,255.000,123.016,40.539,-32.471,2.401
2,slice1-nmda-50ng.lif - Series002:0011-0247-0699:z:11/36 - Series002,0.521,189.981,93.000,255.000,126.037,44.417,-63.435,2.786
3,slice1-nmda-50ng.lif - Series002:0011-0212-0786:z:11/36 - Series002,0.358,133.192,63.500,182.560,141.820,38.240,66.038,1.815
4,slice1-nmda-50ng.lif - Series002:0011-0103-0461:z:11/36 - Series002,0.488,182.269,84.500,240.429,83.198,18.624,26.565,2.541
5,slice1-nmda-50ng.lif - Series002:0011-0093-0484:z:11/36 - Series002,0.813,94.693,38.372,249.285,87.256,16.640,40.101,4.353
6,slice1-nmda-50ng.lif - Series002:0011-0101-0684:z:11/36 - Series002,0.293,184.764,57.000,251.125,123.286,18.218,45.000,1.531
7,slice1-nmda-50ng.lif - Series002:0011-0098-0695:z:11/36 - Series002,0.358,135.741,94.250,165.540,125.316,17.587,23.962,1.859
8,slice1-nmda-50ng.lif - Series002:0011-0420-0290:z:11/36 - Series002,0.358,172.145,34.500,255.000,52.309,75.758,84.289,1.813
9,slice1-nmda-50ng.lif - Series002:0011-0437-0288:z:11/36 - Series002,0.358,149.932,64.250,228.250,51.858,78.734,90.000,1.804
10,slice1-nmda-50ng.lif - Series002:0011-0597-0232:z:11/36 - Series002,0.455,210.521,94.000,255.000,41.802,107.729,55.008,2.327
11,slice1-nmda-50ng.lif - Series002:0011-0599-0180:z:11/36 - Series002,0.488,135.670,21.500,207.898,32.603,108.090,36.027,2.579
12,slice1-nmda-50ng.lif - Series002:0008-0434-0053:z:8/36 - Series002,0.423,237.821,147.750,255.000,9.470,78.193,-9.462,2.194
13,slice1-nmda-50ng.lif - Series002:0008-0431-0032:z:8/36 - Series002,0.488,212.635,84.375,255.000,5.682,77.742,4.086,2.527
14,slice1-nmda-50ng.lif - Series002:0034-0426-0130:z:34/36 - Series002,0.423,211.764,80.000,251.333,23.494,76.817,48.366,2.139
15,slice1-nmda-50ng.lif - Series002:0034-0417-0144:z:34/36 - Series002,0.488,215.810,120.000,255.000,25.997,75.216,21.038,2.470
16,slice1-nmda-50ng.lif - Series002:0012-0225-0683:z:12/36 - Series002,0.521,138.459,74.704,255.000,123.106,40.584,-36.870,2.621
17,slice1-nmda-50ng.lif - Series002:0012-0090-0738:z:12/36 - Series002,0.586,159.611,91.980,250.529,133.267,16.324,0.000,3.067
18,slice1-nmda-50ng.lif - Series002:0012-0100-0744:z:12/36 - Series002,0.488,97.452,62.000,157.261,134.319,18.158,21.038,2.479
19,slice1-nmda-50ng.lif - Series002:0012-0036-0806:z:12/36 - Series002,0.813,88.629,21.556,113.340,145.412,6.403,14.621,4.273
20,slice1-nmda-50ng.lif - Series002:0012-0042-0780:z:12/36 - Series002,0.716,154.529,41.444,212.766,140.602,7.666,16.699,3.727
21,slice1-nmda-50ng.lif - Series002:0012-0768-0132:z:12/36 - Series002,0.358,226.125,154.000,252.778,23.870,138.648,-32.005,1.775
22,slice1-nmda-50ng.lif - Series002:0012-0773-0146:z:12/36 - Series002,0.423,93.338,22.000,188.769,26.395,139.610,-14.036,2.131
23,slice1-nmda-50ng.lif - Series002:0012-0599-0181:z:12/36 - Series002,0.488,183.514,35.556,255.000,32.648,108.045,39.289,2.479
24,slice1-nmda-50ng.lif - Series002:0012-0605-0162:z:12/36 - Series002,0.586,177.490,84.517,255.000,29.221,109.277,16.390,3.139
25,slice1-nmda-50ng.lif - Series002:0012-0420-0290:z:12/36 - Series002,0.358,170.526,48.125,228.150,52.309,75.870,71.565,1.728
26,slice1-nmda-50ng.lif - Series002:0012-0436-0286:z:12/36 - Series002,0.390,217.406,87.500,255.000,51.655,78.689,90.000,1.894
27,slice1-nmda-50ng.lif - Series002:0001-0722-0680:z:1/36 - Series002,0.618,247.518,177.000,255.000,122.813,130.186,40.236,3.165
28,slice1-nmda-50ng.lif - Series002:0001-0706-0698:z:1/36 - Series002,0.553,220.620,110.000,255.000,125.879,127.277,63.435,2.847
29,slice1-nmda-50ng.lif - Series002:0001-0622-0619:z:1/36 - Series002,0.911,124.792,42.689,255.000,111.607,112.193,54.462,4.781
30,slice1-nmda-50ng.lif - Series002:0001-0599-0647:z:1/36 - Series002,0.846,86.276,31.501,208.472,116.725,108.157,36.870,4.501
31,slice1-nmda-50ng.lif - Series003:0001-0439-0246:z:1/36 - Series003,0.358,163.197,139.500,181.420,44.237,79.185,5.711,1.723
32,slice1-nmda-50ng.lif - Series003:0001-0442-0266:z:1/36 - Series003,0.586,111.577,72.500,171.500,47.980,79.726,6.710,3.088
33,slice1-nmda-50ng.lif - Series003:0001-0503-0407:z:1/36 - Series003,0.813,249.725,186.500,255.000,73.323,90.819,-7.125,4.363
34,slice1-nmda-50ng.lif - Series003:0001-0530-0475:z:1/36 - Series003,0.586,199.672,56.000,255.000,85.678,95.554,10.008,3.131
35,slice1-nmda-50ng.lif - Series003:0001-0532-0247:z:1/36 - Series003,0.325,223.592,153.000,255.000,44.553,95.914,35.538,1.606
36,slice1-nmda-50ng.lif - Series003:0001-0705-0427:z:1/36 - Series003,0.651,247.098,153.000,255.000,77.110,127.074,38.660,3.465
37,slice1-nmda-50ng.lif - Series003:0001-0722-0402:z:1/36 - Series003,0.911,162.583,26.000,255.000,72.466,130.186,35.538,4.781
38,slice1-nmda-50ng.lif - Series003:0012-0333-0519:z:12/36 - Series003,0.390,171.172,100.250,228.056,93.570,60.020,15.255,1.996
39,slice1-nmda-50ng.lif - Series003:0012-0349-0590:z:12/36 - Series003,0.455,209.143,67.000,255.000,106.421,62.951,-26.565,2.420
40,slice1-nmda-50ng.lif - Series003:0012-0350-0509:z:12/36 - Series003,0.423,140.737,46.000,255.000,91.901,63.086,65.556,2.098
41,slice1-nmda-50ng.lif - Series003:0012-0342-0507:z:12/36 - Series003,0.423,92.803,36.000,119.958,91.360,61.733,45.000,2.105
42,slice1-nmda-50ng.lif - Series003:0012-0339-0563:z:12/36 - Series003,0.423,104.305,64.750,131.188,101.416,61.057,18.435,2.196
43,slice1-nmda-50ng.lif - Series003:0012-0254-0435:z:12/36 - Series003,0.358,146.382,72.000,191.640,78.328,45.815,-11.310,1.751
44,slice1-nmda-50ng.lif - Series003:0015-0574-0871:z:15/36 - Series003,0.455,206.096,84.000,255.000,156.971,103.580,26.565,2.383
45,slice1-nmda-50ng.lif - Series003:0015-0576-0848:z:15/36 - Series003,0.618,227.160,117.712,255.000,152.823,103.851,-9.462,3.219
46,slice1-nmda-50ng.lif - Series003:0015-0628-0718:z:15/36 - Series003,0.488,191.076,92.000,255.000,129.509,113.185,8.130,2.551
47,slice1-nmda-50ng.lif - Series003:0015-0628-0683:z:15/36 - Series003,0.748,219.191,113.250,255.000,123.106,113.321,0.000,3.969
